uid,hn,street,boro,state
91299,33-20,85TH ST,QUEENS,NY
91300,33-24,85TH ST,QUEENS,NY
91301,33-26,85TH ST,QUEENS,NY
91302,33-28,85TH ST,QUEENS,NY
91303,33-30,85TH ST,QUEENS,NY
91304,33-32,85TH ST,QUEENS,NY
91305,33-36,85TH ST,QUEENS,NY
91306,33-38,85TH ST,QUEENS,NY
91307,33-40,85TH ST,QUEENS,NY
91308,33-42,85TH ST,QUEENS,NY
91309,33-44,85TH ST,QUEENS,NY
91310,33-52,85TH ST,QUEENS,NY
91311,34-14,85TH ST,QUEENS,NY
91312,34-16,85TH ST,QUEENS,NY
91313,34-18,85TH ST,QUEENS,NY
91314,34-20,85TH ST,QUEENS,NY
91315,34-24,85TH ST,QUEENS,NY
91316,34-26,85TH ST,QUEENS,NY
91317,34-28,85TH ST,QUEENS,NY
91318,34-30,85TH ST,QUEENS,NY
91319,34-34,85TH ST,QUEENS,NY
91320,34-36,85TH ST,QUEENS,NY
91321,34-38,85TH ST,QUEENS,NY
91322,34-40,85TH ST,QUEENS,NY
91323,34-44,85TH ST,QUEENS,NY
91324,34-46,85TH ST,QUEENS,NY
91325,34-50,85TH ST,QUEENS,NY
91326,34-52,85TH ST,QUEENS,NY
91327,35-16,85TH ST,QUEENS,NY
91328,35-50,85TH ST,QUEENS,NY
91329,33-11,85TH ST,QUEENS,NY
91330,33-15,85TH ST,QUEENS,NY
91331,33-17,85TH ST,QUEENS,NY
91332,33-21,85TH ST,QUEENS,NY
91333,33-23,85TH ST,QUEENS,NY
91334,33-27,85TH ST,QUEENS,NY
91335,33-29,85TH ST,QUEENS,NY
91336,33-33,85TH ST,QUEENS,NY
91337,33-35,85TH ST,QUEENS,NY
91338,33-39,85TH ST,QUEENS,NY
91339,33-41,85TH ST,QUEENS,NY
91340,33-45,85TH ST,QUEENS,NY
91341,34-41,85TH ST,QUEENS,NY
91342,35-11,85TH ST,QUEENS,NY
91343,35-31,85TH ST,QUEENS,NY
91344,35-51,85TH ST,QUEENS,NY
91345,35-65,85TH ST,QUEENS,NY
91346,37-13,85TH ST,QUEENS,NY
91347,37-21,85TH ST,QUEENS,NY
91348,37-27,85TH ST,QUEENS,NY
91349,37-35,85TH ST,QUEENS,NY
91350,37-41,85TH ST,QUEENS,NY
91351,37-49,85TH ST,QUEENS,NY
91352,37-57,85TH ST,QUEENS,NY
91353,37-14,86TH ST,QUEENS,NY
91354,37-22,86TH ST,QUEENS,NY
91355,37-28,86TH ST,QUEENS,NY
91356,37-36,86TH ST,QUEENS,NY
91357,37-42,86TH ST,QUEENS,NY
91358,37-50,86TH ST,QUEENS,NY
91359,37-58,86TH ST,QUEENS,NY
91360,,ST,QUEENS,NY
91361,33-12,86TH ST,QUEENS,NY
91362,33-16,86TH ST,QUEENS,NY
91363,33-20,86TH ST,QUEENS,NY
91364,33-24,86TH ST,QUEENS,NY
91365,33-28,86TH ST,QUEENS,NY
91366,33-32,86TH ST,QUEENS,NY
91367,33-34,86TH ST,QUEENS,NY
91368,33-36,86TH ST,QUEENS,NY
91369,33-42,86TH ST,QUEENS,NY
91370,33-46,86TH ST,QUEENS,NY
91371,34-16,86TH ST,QUEENS,NY
91372,34-20,86TH ST,QUEENS,NY
91373,34-24,86TH ST,QUEENS,NY
91374,34-28,86TH ST,QUEENS,NY
91375,34-32,86TH ST,QUEENS,NY
91376,34-36,86TH ST,QUEENS,NY
91377,34-40,86TH ST,QUEENS,NY
91378,34-44,86TH ST,QUEENS,NY
91379,34-48,86TH ST,QUEENS,NY
91380,34-52,86TH ST,QUEENS,NY
91381,33-11,86TH ST,QUEENS,NY
91382,33-15,86TH ST,QUEENS,NY
91383,33-17,86TH ST,QUEENS,NY
91384,33-19,86TH ST,QUEENS,NY
91385,33-21,86TH ST,QUEENS,NY
91386,33-25,86TH ST,QUEENS,NY
91387,33-27,86TH ST,QUEENS,NY
91388,33-29,86TH ST,QUEENS,NY
91389,33-31,86TH ST,QUEENS,NY
91390,33-33,86TH ST,QUEENS,NY
91391,33-37,86TH ST,QUEENS,NY
91392,33-39,86TH ST,QUEENS,NY
91393,33-41,86TH ST,QUEENS,NY
91394,33-43,86TH ST,QUEENS,NY
91395,33-45,86TH ST,QUEENS,NY
91396,34-15,86TH ST,QUEENS,NY
91397,34-19,86TH ST,QUEENS,NY
91398,34-23,86TH ST,QUEENS,NY
91399,34-27,86TH ST,QUEENS,NY
91400,34-31,86TH ST,QUEENS,NY
91401,34-35,86TH ST,QUEENS,NY
91402,34-39,86TH ST,QUEENS,NY
91403,34-43,86TH ST,QUEENS,NY
91404,34-47,86TH ST,QUEENS,NY
91405,34-51,86TH ST,QUEENS,NY
91406,35-15,86TH ST,QUEENS,NY
91407,35-17,86TH ST,QUEENS,NY
91408,35-19,86TH ST,QUEENS,NY
91409,35-21,86TH ST,QUEENS,NY
91410,35-23,86TH ST,QUEENS,NY
91411,35-25,86TH ST,QUEENS,NY
91412,35-27,86TH ST,QUEENS,NY
91413,35-29,86TH ST,QUEENS,NY
91414,35-31,86TH ST,QUEENS,NY
91415,35-33,86TH ST,QUEENS,NY
91416,35-35,86TH ST,QUEENS,NY
91417,35-37,86TH ST,QUEENS,NY
91418,35-39,86TH ST,QUEENS,NY
91419,35-41,86TH ST,QUEENS,NY
91420,35-43,86TH ST,QUEENS,NY
91421,35-45,86TH ST,QUEENS,NY
91422,35-65,86TH ST,QUEENS,NY
91423,37-27,86TH ST,QUEENS,NY
91424,37-51,86TH ST,QUEENS,NY
91425,33-12,87TH ST,QUEENS,NY
91426,33-16,87TH ST,QUEENS,NY
91427,33-20,87TH ST,QUEENS,NY
91428,33-22,87TH ST,QUEENS,NY
91429,33-24,87TH ST,QUEENS,NY
91430,33-28,87TH ST,QUEENS,NY
91431,33-30,87TH ST,QUEENS,NY
91432,33-34,87TH ST,QUEENS,NY
91433,33-36,87TH ST,QUEENS,NY
91434,33-40,87TH ST,QUEENS,NY
91435,33-42,87TH ST,QUEENS,NY
91436,33-46,87TH ST,QUEENS,NY
91437,34-14,87TH ST,QUEENS,NY
91438,34-14,87TH ST ,Queens,NY
91439,34-18,87TH ST,QUEENS,NY
91440,34-18,87TH ST ,Queens,NY
91441,34-22,87TH ST ,Queens,NY
91442,34-22,87TH ST,QUEENS,NY
91443,34-24,87TH ST,QUEENS,NY
91444,34-26,87TH ST,QUEENS,NY
91445,34-34,87TH ST ,Queens,NY
91446,34-34,87TH ST,QUEENS,NY
91447,34-38,87TH ST,QUEENS,NY
91448,34-42,87TH ST,QUEENS,NY
91449,34-42,87TH ST ,Queens,NY
91450,34-46,87TH ST ,Queens,NY
91451,34-46,87TH ST,QUEENS,NY
91452,34-50,87TH ST,QUEENS,NY
91453,,ST,QUEENS,NY
91454,35-16,87TH ST ,Queens,NY
91455,35-16,87TH ST,QUEENS,NY
91456,35-18,87TH ST,QUEENS,NY
91457,35-18,87TH ST ,Queens,NY
91458,35-22,87TH ST,QUEENS,NY
91459,35-24,87TH ST,QUEENS,NY
91460,35-28,87TH ST,QUEENS,NY
91461,35-30,87TH ST,QUEENS,NY
91462,35-34,87TH ST,QUEENS,NY
91463,35-34,87TH ST ,Queens,NY
91464,35-36,87TH ST ,Queens,NY
91465,35-36,87TH ST,QUEENS,NY
91466,35-40,87TH ST,QUEENS,NY
91467,35-44,87TH ST,QUEENS,NY
91468,35-44,87TH ST ,Queens,NY
91469,35-48,87TH ST,QUEENS,NY
91470,35-50,87TH ST ,Queens,NY
91471,35-50,87TH ST,QUEENS,NY
91472,35-54,87TH ST,QUEENS,NY
91473,35-54,87TH ST ,Queens,NY
91474,35-56,87TH ST,QUEENS,NY
91475,35-56,87TH ST ,Queens,NY
91476,37-20,87TH ST,QUEENS,NY
91477,37-26,87TH ST,QUEENS,NY
91478,37-50,87TH ST,QUEENS,NY
91479,37-56,87TH ST,QUEENS,NY
91480,33-13,87TH ST,QUEENS,NY
91481,33-15,87TH ST,QUEENS,NY
91482,33-17,87TH ST,QUEENS,NY
91483,33-21,87TH ST,QUEENS,NY
91484,33-25,87TH ST,QUEENS,NY
91485,33-27,87TH ST,QUEENS,NY
91486,33-31,87TH ST,QUEENS,NY
91487,33-33,87TH ST,QUEENS,NY
91488,33-37,87TH ST,QUEENS,NY
91489,33-39,87TH ST,QUEENS,NY
91490,33-43,87TH ST,QUEENS,NY
91491,33-45,87TH ST,QUEENS,NY
91492,34-13,87TH ST ,Queens,NY
91493,34-13,87TH ST,QUEENS,NY
91494,34-15,87TH ST,QUEENS,NY
91495,34-15,87TH ST ,Queens,NY
91496,34-17,87TH ST ,Queens,NY
91497,34-17,87TH ST,QUEENS,NY
91498,34-19,87TH ST ,Queens,NY
91499,34-19,87TH ST,QUEENS,NY
91500,34-21,87TH ST,QUEENS,NY
91501,34-23,87TH ST ,Queens,NY
91502,34-23,87TH ST,QUEENS,NY
91503,34-27,87TH ST ,Queens,NY
91504,34-27,87TH ST,QUEENS,NY
91505,34-29,87TH ST,QUEENS,NY
91506,34-33,87TH ST ,Queens,NY
91507,34-33,87TH ST,QUEENS,NY
91508,34-35,87TH ST,QUEENS,NY
91509,34-35,87TH ST ,Queens,NY
91510,34-39,87TH ST,QUEENS,NY
91511,34-41,87TH ST ,Queens,NY
91512,34-41,87TH ST,QUEENS,NY
91513,34-43,87TH ST,QUEENS,NY
91514,34-45,87TH ST ,Queens,NY
91515,34-45,87TH ST,QUEENS,NY
91516,34-47,87TH ST,QUEENS,NY
91517,34-49,87TH ST,QUEENS,NY
91518,35-05,87TH ST,QUEENS,NY
91519,35-05,87TH ST ,Queens,NY
91520,35-15,87TH ST,QUEENS,NY
91521,35-15,87TH ST ,Queens,NY
91522,35-17,87TH ST,QUEENS,NY
91523,35-17,87TH ST ,Queens,NY
91524,35-19,87TH ST,QUEENS,NY
91525,35-23,87TH ST,QUEENS,NY
91526,35-25,87TH ST,QUEENS,NY
91527,35-27,87TH ST,QUEENS,NY
91528,35-27,87TH ST ,Queens,NY
91529,35-29,87TH ST,QUEENS,NY
91530,35-33,87TH ST,QUEENS,NY
91531,35-35,87TH ST,QUEENS,NY
91532,35-35,87TH ST ,Queens,NY
91533,35-39,87TH ST,QUEENS,NY
91534,35-41,87TH ST,QUEENS,NY
91535,35-41,87TH ST ,Queens,NY
91536,35-43,87TH ST ,Queens,NY
91537,35-43,87TH ST,QUEENS,NY
91538,35-45,87TH ST,QUEENS,NY
91539,35-45,87TH ST ,Queens,NY
91540,35-51,87TH ST,QUEENS,NY
91541,35-51,87TH ST ,Queens,NY
91542,35-53,87TH ST,QUEENS,NY
91543,35-53,87TH ST ,Queens,NY
91544,35-55,87TH ST,QUEENS,NY
91545,35-55,87TH ST ,Queens,NY
91546,35-57,87TH ST,QUEENS,NY
91547,35-57,87TH ST ,Queens,NY
91548,35-62,87TH ST,QUEENS,NY
91549,35-62,87TH ST ,Queens,NY
91550,37-11,87TH ST,QUEENS,NY
91551,37-15,87TH ST,QUEENS,NY
91552,37-17,87TH ST,QUEENS,NY
91553,37-19,87TH ST,QUEENS,NY
91554,37-21,87TH ST,QUEENS,NY
91555,37-25,87TH ST,QUEENS,NY
91556,37-27,87TH ST,QUEENS,NY
91557,37-29,87TH ST,QUEENS,NY
91558,37-31,87TH ST,QUEENS,NY
91559,37-33,87TH ST,QUEENS,NY
91560,37-37,87TH ST,QUEENS,NY
91561,37-39,87TH ST,QUEENS,NY
91562,37-41,87TH ST,QUEENS,NY
91563,37-43,87TH ST,QUEENS,NY
91564,37-45,87TH ST,QUEENS,NY
91565,37-49,87TH ST,QUEENS,NY
91566,37-51,87TH ST,QUEENS,NY
91567,37-53,87TH ST,QUEENS,NY
91568,37-55,87TH ST,QUEENS,NY
91569,37-57,87TH ST,QUEENS,NY
91570,33-14,88TH ST,QUEENS,NY
91571,33-16,88TH ST,QUEENS,NY
91572,33-18,88TH ST,QUEENS,NY
91573,33-20,88TH ST,QUEENS,NY
91574,33-22,88TH ST,QUEENS,NY
91575,33-26,88TH ST,QUEENS,NY
91576,33-28,88TH ST,QUEENS,NY
91577,33-30,88TH ST,QUEENS,NY
91578,33-32,88TH ST,QUEENS,NY
91579,33-34,88TH ST,QUEENS,NY
91580,33-38,88TH ST,QUEENS,NY
91581,33-40,88TH ST,QUEENS,NY
91582,33-42,88TH ST,QUEENS,NY
91583,33-44,88TH ST,QUEENS,NY
91584,33-46,88TH ST,QUEENS,NY
91585,34-14,88TH ST,nan,NY
91586,34-14,88TH ST,QUEENS,NY
91587,34-16,88TH ST,QUEENS,NY
91588,34-16,88TH ST,nan,NY
91589,34-18,88TH ST,QUEENS,NY
91590,34-18,88TH ST,nan,NY
91591,34-20,88TH ST,QUEENS,NY
91592,34-22,88TH ST,nan,NY
91593,34-22,88TH ST,QUEENS,NY
91594,34-24,88TH ST,QUEENS,NY
91595,34-28,88TH ST,QUEENS,NY
91596,34-30,88TH ST,QUEENS,NY
91597,34-32,88TH ST,QUEENS,NY
91598,34-32,88TH ST ,Queens,NY
91599,34-34,88TH ST,QUEENS,NY
91600,34-34,88TH ST ,Queens,NY
91601,34-36,88TH ST,QUEENS,NY
91602,34-36,88TH ST ,Queens,NY
91603,34-38,88TH ST,QUEENS,NY
91604,34-42,88TH ST ,Queens,NY
91605,34-42,88TH ST,QUEENS,NY
91606,34-44,88TH ST,nan,NY
91607,34-44,88TH ST,QUEENS,NY
91608,34-46,88TH ST,QUEENS,NY
91609,34-46,88TH ST ,Queens,NY
91610,34-48,88TH ST,QUEENS,NY
91611,34-50,88TH ST,QUEENS,NY
91612,34-50,88TH ST,nan,NY
91613,35-06,88TH ST ,Queens,NY
91614,35-06,88TH ST,QUEENS,NY
91615,35-14,88TH ST,QUEENS,NY
91616,35-16,88TH ST ,Queens,NY
91617,35-16,88TH ST,QUEENS,NY
91618,35-18,88TH ST ,Queens,NY
91619,35-18,88TH ST,QUEENS,NY
91620,35-20,88TH ST,QUEENS,NY
91621,35-22,88TH ST,QUEENS,NY
91622,35-24,88TH ST,QUEENS,NY
91623,35-26,88TH ST,QUEENS,NY
91624,35-28,88TH ST,QUEENS,NY
91625,35-32,88TH ST,QUEENS,NY
91626,35-34,88TH ST,QUEENS,NY
91627,35-34,88TH ST ,Queens,NY
91628,35-36,88TH ST,QUEENS,NY
91629,35-36,88TH ST ,Queens,NY
91630,35-38,88TH ST,QUEENS,NY
91631,35-38,88TH ST ,Queens,NY
91632,35-42,88TH ST ,Queens,NY
91633,35-42,88TH ST,QUEENS,NY
91634,35-44,88TH ST,QUEENS,NY
91635,35-44,88TH ST ,Queens,NY
91636,35-46,88TH ST,QUEENS,NY
91637,35-46,88TH ST ,Queens,NY
91638,35-48,88TH ST,QUEENS,NY
91639,35-50,88TH ST,QUEENS,NY
91640,35-50,88TH ST ,Queens,NY
91641,35-52,88TH ST ,Queens,NY
91642,35-52,88TH ST,QUEENS,NY
91643,35-54,88TH ST ,Queens,NY
91644,35-54,88TH ST,QUEENS,NY
91645,35-56,88TH ST ,Queens,NY
91646,35-56,88TH ST,QUEENS,NY
91647,37-12,88TH ST,QUEENS,NY
91648,37-14,88TH ST,QUEENS,NY
91649,37-16,88TH ST,QUEENS,NY
91650,37-18,88TH ST,QUEENS,NY
91651,37-22,88TH ST,QUEENS,NY
91652,37-24,88TH ST,QUEENS,NY
91653,37-26,88TH ST,QUEENS,NY
91654,37-28,88TH ST,QUEENS,NY
91655,37-36,88TH ST,QUEENS,NY
91656,37-36,88TH ST,QUEENS,NY
91657,37-60,88TH ST,QUEENS,NY
91658,33-11,88TH ST,QUEENS,NY
91659,33-13,88TH ST,QUEENS,NY
91660,33-15,88TH ST,QUEENS,NY
91661,33-19,88TH ST,QUEENS,NY
91662,33-21,88TH ST,QUEENS,NY
91663,33-25,88TH ST,QUEENS,NY
91664,33-27,88TH ST,QUEENS,NY
91665,33-29,88TH ST,QUEENS,NY
91666,33-31,88TH ST,QUEENS,NY
91667,33-33,88TH ST,QUEENS,NY
91668,33-37,88TH ST,QUEENS,NY
91669,33-39,88TH ST,QUEENS,NY
91670,33-41,88TH ST,QUEENS,NY
91671,33-43,88TH ST,QUEENS,NY
91672,33-45,88TH ST,QUEENS,NY
91673,34-15,88TH ST,nan,NY
91674,34-15,88TH ST,QUEENS,NY
91675,34-17,88TH ST,QUEENS,NY
91676,34-17,88TH ST,nan,NY
91677,34-19,88TH ST,QUEENS,NY
91678,34-19,88TH ST,nan,NY
91679,34-23,88TH ST,QUEENS,NY
91680,34-23,88TH ST ,Queens,NY
91681,34-25,88TH ST,QUEENS,NY
91682,34-29,88TH ST,QUEENS,NY
91683,34-33,88TH ST,QUEENS,NY
91684,34-33,88TH ST ,Queens,NY
91685,34-35,88TH ST,QUEENS,NY
91686,34-35,88TH ST ,Queens,NY
91687,34-39,88TH ST,QUEENS,NY
91688,34-41,88TH ST ,Queens,NY
91689,34-41,88TH ST,QUEENS,NY
91690,34-43,88TH ST,QUEENS,NY
91691,34-47,88TH ST,QUEENS,NY
91692,34-49,88TH ST,QUEENS,NY
91693,34-53,88TH ST,QUEENS,NY
91694,34-53,88TH ST,nan,NY
91695,35-11,88TH ST,QUEENS,NY
91696,35-15,88TH ST ,Queens,NY
91697,35-15,88TH ST,QUEENS,NY
91698,35-19,88TH ST,QUEENS,NY
91699,35-23,88TH ST,QUEENS,NY
91700,35-27,88TH ST,QUEENS,NY
91701,35-27,88TH ST ,Queens,NY
91702,35-31,88TH ST,QUEENS,NY
91703,35-35,88TH ST ,Queens,NY
91704,35-35,88TH ST,QUEENS,NY
91705,35-39,88TH ST,QUEENS,NY
91706,35-43,88TH ST,QUEENS,NY
91707,35-43,88TH ST ,Queens,NY
91708,35-47,88TH ST,QUEENS,NY
91709,35-51,88TH ST,QUEENS,NY
91710,35-51,88TH ST ,Queens,NY
91711,35-55,88TH ST ,Queens,NY
91712,35-55,88TH ST,QUEENS,NY
91713,37-11,88TH ST,QUEENS,NY
91714,37-15,88TH ST,QUEENS,NY
91715,37-17,88TH ST,QUEENS,NY
91716,37-19,88TH ST,QUEENS,NY
91717,37-21,88TH ST,QUEENS,NY
91718,37-25,88TH ST,QUEENS,NY
91719,37-27,88TH ST,QUEENS,NY
91720,37-37,88TH ST,QUEENS,NY
91721,37-43,88TH ST,QUEENS,NY
91722,33-12,89TH ST,QUEENS,NY
91723,33-16,89TH ST,QUEENS,NY
91724,33-18,89TH ST,QUEENS,NY
91725,33-22,89TH ST,QUEENS,NY
91726,33-24,89TH ST,QUEENS,NY
91727,33-26,89TH ST,QUEENS,NY
91728,33-30,89TH ST,QUEENS,NY
91729,33-32,89TH ST,QUEENS,NY
91730,33-34,89TH ST,QUEENS,NY
91731,33-38,89TH ST,QUEENS,NY
91732,33-40,89TH ST,QUEENS,NY
91733,33-42,89TH ST,QUEENS,NY
91734,33-46,89TH ST,QUEENS,NY
91735,34-14,89TH ST,QUEENS,NY
91736,34-14,89TH ST ,Queens,NY
91737,34-18,89TH ST ,Queens,NY
91738,34-18,89TH ST,QUEENS,NY
91739,34-20,89TH ST,QUEENS,NY
91740,34-22,89TH ST ,Queens,NY
91741,34-22,89TH ST,QUEENS,NY
91742,34-24,89TH ST,QUEENS,NY
91743,34-28,89TH ST,QUEENS,NY
91744,34-30,89TH ST,QUEENS,NY
91745,34-34,89TH ST,QUEENS,NY
91746,34-34,89TH ST ,Queens,NY
91747,34-36,89TH ST ,Queens,NY
91748,34-36,89TH ST,QUEENS,NY
91749,34-40,89TH ST,QUEENS,NY
91750,34-42,89TH ST,QUEENS,NY
91751,34-42,89TH ST ,Queens,NY
91752,34-44,89TH ST,QUEENS,NY
91753,34-44,89TH ST ,Queens,NY
91754,34-48,89TH ST,QUEENS,NY
91755,34-50,89TH ST,QUEENS,NY
91756,34-50,89TH ST ,Queens,NY
91757,35-14,89TH ST,QUEENS,NY
91758,35-16,89TH ST ,Queens,NY
91759,35-16,89TH ST,QUEENS,NY
91760,35-18,89TH ST ,Queens,NY
91761,35-18,89TH ST,QUEENS,NY
91762,35-20,89TH ST,QUEENS,NY
91763,35-22,89TH ST,QUEENS,NY
91764,35-24,89TH ST,QUEENS,NY
91765,35-26B,89TH ST ,Queens,NY
91766,35-26B,89TH ST,QUEENS,NY
91767,35-26A,89TH ST,QUEENS,NY
91768,35-26A,89TH ST ,Queens,NY
91769,35-28,89TH ST,QUEENS,NY
91770,35-30,89TH ST,QUEENS,NY
91771,35-32,89TH ST,QUEENS,NY
91772,35-34,89TH ST,QUEENS,NY
91773,35-34,89TH ST ,Queens,NY
91774,35-36,89TH ST,QUEENS,NY
91775,35-36,89TH ST ,Queens,NY
91776,35-38,89TH ST,QUEENS,NY
91777,35-38,89TH ST ,Queens,NY
91778,35-40,89TH ST,QUEENS,NY
91779,35-42,89TH ST,QUEENS,NY
91780,35-42,89TH ST ,Queens,NY
91781,35-44,89TH ST ,Queens,NY
91782,35-44,89TH ST,QUEENS,NY
91783,35-46,89TH ST,QUEENS,NY
91784,35-46,89TH ST ,Queens,NY
91785,35-48,89TH ST,QUEENS,NY
91786,35-50,89TH ST ,Queens,NY
91787,35-50,89TH ST,QUEENS,NY
91788,35-52B,89TH ST,QUEENS,NY
91789,35-52B,89TH ST ,Queens,NY
91790,35-52A,89TH ST,QUEENS,NY
91791,35-52A,89TH ST ,Queens,NY
91792,35-54,89TH ST ,Queens,NY
91793,35-54,89TH ST,QUEENS,NY
91794,35-56,89TH ST,QUEENS,NY
91795,35-56,89TH ST ,Queens,NY
91796,37-12,89TH ST,QUEENS,NY
91797,37-14,89TH ST,QUEENS,NY
91798,37-18,89TH ST,QUEENS,NY
91799,37-20,89TH ST,QUEENS,NY
91800,37-22,89TH ST,QUEENS,NY
91801,37-24,89TH ST,QUEENS,NY
91802,37-28,89TH ST,QUEENS,NY
91803,37-30,89TH ST,QUEENS,NY
91804,37-32,89TH ST,QUEENS,NY
91805,37-34,89TH ST,QUEENS,NY
91806,37-52,89TH ST,QUEENS,NY
91807,33-11,89TH ST,QUEENS,NY
91808,33-15,89TH ST,QUEENS,NY
91809,33-17,89TH ST,QUEENS,NY
91810,33-21,89TH ST,QUEENS,NY
91811,33-23,89TH ST,QUEENS,NY
91812,33-27,89TH ST,QUEENS,NY
91813,33-29,89TH ST,QUEENS,NY
91814,33-31,89TH ST,QUEENS,NY
91815,33-33,89TH ST,QUEENS,NY
91816,33-37,89TH ST,QUEENS,NY
91817,33-39,89TH ST,QUEENS,NY
91818,33-41,89TH ST,QUEENS,NY
91819,33-45,89TH ST,QUEENS,NY
91820,34-15,89TH ST,QUEENS,NY
91821,34-15,89TH ST ,Queens,NY
91822,34-17,89TH ST ,Queens,NY
91823,34-17,89TH ST,QUEENS,NY
91824,34-19,89TH ST,QUEENS,NY
91825,34-19,89TH ST ,Queens,NY
91826,34-21,89TH ST,QUEENS,NY
91827,34-25,89TH ST,QUEENS,NY
91828,34-27,89TH ST,QUEENS,NY
91829,34-27,89TH ST ,Queens,NY
91830,34-31,89TH ST,QUEENS,NY
91831,34-33,89TH ST ,Queens,NY
91832,34-33,89TH ST,QUEENS,NY
91833,34-37,89TH ST,QUEENS,NY
91834,34-39,89TH ST,QUEENS,NY
91835,34-43,89TH ST,QUEENS,NY
91836,34-45,89TH ST ,Queens,NY
91837,34-45,89TH ST,QUEENS,NY
91838,34-49,89TH ST,QUEENS,NY
91839,34-51,89TH ST ,Queens,NY
91840,34-51,89TH ST,QUEENS,NY
91841,34-59,89TH ST ,Queens,NY
91842,34-59,89TH ST,QUEENS,NY
91843,34-58,90TH ST,QUEENS,NY
91844,34-58,90TH ST ,Queens,NY
91845,35-15,89TH ST ,Queens,NY
91846,35-15,89TH ST,QUEENS,NY
91847,35-17,89TH ST ,Queens,NY
91848,35-17,89TH ST,QUEENS,NY
91849,35-19,89TH ST,QUEENS,NY
91850,35-21,89TH ST,QUEENS,NY
91851,35-23,89TH ST,QUEENS,NY
91852,35-27,89TH ST,QUEENS,NY
91853,35-27,89TH ST ,Queens,NY
91854,35-29,89TH ST,QUEENS,NY
91855,35-31,89TH ST,QUEENS,NY
91856,35-33,89TH ST,QUEENS,NY
91857,35-37,89TH ST,QUEENS,NY
91858,35-39,89TH ST,QUEENS,NY
91859,35-43,89TH ST,QUEENS,NY
91860,35-43,89TH ST ,Queens,NY
91861,35-45,89TH ST ,Queens,NY
91862,35-45,89TH ST,QUEENS,NY
91863,35-47,89TH ST,QUEENS,NY
91864,35-49,89TH ST,QUEENS,NY
91865,35-53,89TH ST,QUEENS,NY
91866,35-53,89TH ST ,Queens,NY
91867,35-57,89TH ST ,Queens,NY
91868,35-57,89TH ST,QUEENS,NY
91869,37-11,89TH ST,QUEENS,NY
91870,37-15,89TH ST,QUEENS,NY
91871,37-19,89TH ST,QUEENS,NY
91872,37-23,89TH ST,QUEENS,NY
91873,37-27,89TH ST,QUEENS,NY
91874,37-31,89TH ST,QUEENS,NY
91875,37-35,89TH ST,QUEENS,NY
91876,37-39,89TH ST,QUEENS,NY
91877,37-43,89TH ST,QUEENS,NY
91878,37-47,89TH ST,QUEENS,NY
91879,37-51,89TH ST,QUEENS,NY
91880,33-14,90TH ST,QUEENS,NY
91881,33-16,90TH ST,QUEENS,NY
91882,33-18,90TH ST,QUEENS,NY
91883,33-20,90TH ST,QUEENS,NY
91884,33-22,90TH ST,QUEENS,NY
91885,33-24,90TH ST,QUEENS,NY
91886,33-26,90TH ST,QUEENS,NY
91887,33-28,90TH ST,QUEENS,NY
91888,33-30,90TH ST,QUEENS,NY
91889,33-32,90TH ST,QUEENS,NY
91890,33-34,90TH ST,QUEENS,NY
91891,33-38,90TH ST,QUEENS,NY
91892,33-40,90TH ST,QUEENS,NY
91893,33-42,90TH ST,QUEENS,NY
91894,33-44,90TH ST,QUEENS,NY
91895,33-46,90TH ST,QUEENS,NY
91896,34-14,90TH ST ,Queens,NY
91897,34-14,90TH ST,QUEENS,NY
91898,34-16,90TH ST ,Queens,NY
91899,34-16,90TH ST,QUEENS,NY
91900,34-20,90TH ST,QUEENS,NY
91901,34-22,90TH ST ,Queens,NY
91902,34-22,90TH ST,QUEENS,NY
91903,34-26,90TH ST,QUEENS,NY
91904,34-28,90TH ST,QUEENS,NY
91905,34-30,90TH ST,QUEENS,NY
91906,34-32,90TH ST ,Queens,NY
91907,34-32,90TH ST,QUEENS,NY
91908,34-36,90TH ST,QUEENS,NY
91909,34-36,90TH ST ,Queens,NY
91910,34-38,90TH ST,QUEENS,NY
91911,34-40,90TH ST,QUEENS,NY
91912,34-42,90TH ST,QUEENS,NY
91913,34-42,90TH ST ,Queens,NY
91914,34-46,90TH ST,QUEENS,NY
91915,34-46,90TH ST ,Queens,NY
91916,34-48,90TH ST,QUEENS,NY
91917,35-14,90TH ST,QUEENS,NY
91918,35-18,90TH ST,QUEENS,NY
91919,35-20,90TH ST,QUEENS,NY
91920,35-22,90TH ST,QUEENS,NY
91921,35-24,90TH ST,QUEENS,NY
91922,35-28,90TH ST,QUEENS,NY
91923,35-30,90TH ST,QUEENS,NY
91924,35-32,90TH ST,QUEENS,NY
91925,35-36,90TH ST,QUEENS,NY
91926,35-38,90TH ST,QUEENS,NY
91927,35-40,90TH ST,QUEENS,NY
91928,35-44,90TH ST,QUEENS,NY
91929,35-46,90TH ST,QUEENS,NY
91930,35-50,90TH ST,QUEENS,NY
91931,35-52,90TH ST,QUEENS,NY
91932,35-54,90TH ST,QUEENS,NY
91933,35-56,90TH ST,QUEENS,NY
91934,37-12,90TH ST,QUEENS,NY
91935,37-14,90TH ST,QUEENS,NY
91936,37-18,90TH ST,QUEENS,NY
91937,37-20,90TH ST,QUEENS,NY
91938,37-22,90TH ST,QUEENS,NY
91939,37-26,90TH ST,QUEENS,NY
91940,37-28,90TH ST,QUEENS,NY
