alleyCrossStreetsFlag,assemblyDistrict,bbl,bblBoroughCode,bblTaxBlock,bblTaxLot,bikeLane,boardOfElectionsPreferredLgc,boePreferredStreetName,boePreferredstreetCode,boroughCode1In,buildingIdentificationNumber,businessImprovementDistrict,censusBlock2000,censusBlock2010,censusBlockSuffix2000,censusTract1990,censusTract2000,censusTract2010,cityCouncilDistrict,civilCourtDistrict,coincidentSegmentCount,communityDistrict,communityDistrictBoroughCode,communityDistrictNumber,communitySchoolDistrict,condominiumBillingBbl,condominiumFlag,congressionalDistrict,cooperativeIdNumber,cornerCode,crossStreetNamesFlagIn,curveFlag,dcpCommercialStudyArea,dcpPreferredLgc,dofCondominiumIdentificationNumber,dotStreetLightContractorArea,dynamicBlock,electionDistrict,fireBattalion,fireCompanyNumber,fireCompanyType,fireDivision,firstBoroughName,firstStreetCode,firstStreetNameNormalized,fromLionNodeId,fromPreferredLgcsFirstSetOf5,genericId,geosupportFunctionCode,geosupportReturnCode,geosupportReturnCode2,gi5DigitStreetCode1,gi5DigitStreetCode2,gi5DigitStreetCode3,gi5DigitStreetCode4,gi5DigitStreetCode5,gi5DigitStreetCode6,gi5DigitStreetCode7,gi5DigitStreetCode8,giBoroughCode1,giBoroughCode2,giBoroughCode3,giBoroughCode4,giBoroughCode5,giBoroughCode6,giBoroughCode7,giBoroughCode8,giBuildingIdentificationNumber1,giBuildingIdentificationNumber2,giBuildingIdentificationNumber3,giBuildingIdentificationNumber4,giBuildingIdentificationNumber5,giBuildingIdentificationNumber6,giBuildingIdentificationNumber7,giBuildingIdentificationNumber8,giDcpPreferredLgc1,giDcpPreferredLgc2,giDcpPreferredLgc3,giDcpPreferredLgc4,giDcpPreferredLgc5,giDcpPreferredLgc6,giDcpPreferredLgc7,giDcpPreferredLgc8,giGeographicIdentifier1,giGeographicIdentifier2,giGeographicIdentifier3,giGeographicIdentifier4,giGeographicIdentifier5,giGeographicIdentifier6,giGeographicIdentifier7,giGeographicIdentifier8,giHighHouseNumber1,giHighHouseNumber2,giHighHouseNumber3,giHighHouseNumber4,giHighHouseNumber5,giHighHouseNumber6,giHighHouseNumber7,giHighHouseNumber8,giLowHouseNumber1,giLowHouseNumber2,giLowHouseNumber3,giLowHouseNumber4,giLowHouseNumber5,giLowHouseNumber6,giLowHouseNumber7,giLowHouseNumber8,giSideOfStreetIndicator1,giSideOfStreetIndicator2,giSideOfStreetIndicator3,giSideOfStreetIndicator4,giSideOfStreetIndicator5,giSideOfStreetIndicator6,giSideOfStreetIndicator7,giSideOfStreetIndicator8,giStreetCode1,giStreetCode2,giStreetCode3,giStreetCode4,giStreetCode5,giStreetCode6,giStreetCode7,giStreetCode8,giStreetName1,giStreetName2,giStreetName3,giStreetName4,giStreetName5,giStreetName6,giStreetName7,giStreetName8,healthArea,healthCenterDistrict,highBblOfThisBuildingsCondominiumUnits,highCrossStreetB5SC1,highCrossStreetB5SC2,highCrossStreetB5SC3,highCrossStreetCode1,highCrossStreetCode2,highCrossStreetCode3,highCrossStreetName1,highCrossStreetName2,highCrossStreetName3,highHouseNumberOfBlockfaceSortFormat,houseNumber,houseNumberIn,houseNumberSortFormat,hurricaneEvacuationZone,individualSegmentLength,instructionalRegion,interimAssistanceEligibilityIndicator,interiorLotFlag,internalLabelXCoordinate,internalLabelYCoordinate,latitude,latitudeInternalLabel,legacySegmentId,lionBoroughCode,lionBoroughCodeForVanityAddress,lionFaceCode,lionFaceCodeForVanityAddress,lionKey,lionKeyForVanityAddress,lionSequenceNumber,lionSequenceNumberForVanityAddress,listOf4Lgcs,longitude,longitudeInternalLabel,lowBblOfThisBuildingsCondominiumUnits,lowCrossStreetB5SC1,lowCrossStreetB5SC2,lowCrossStreetB5SC3,lowCrossStreetCode1,lowCrossStreetCode2,lowCrossStreetCode3,lowCrossStreetName1,lowCrossStreetName2,lowCrossStreetName3,lowHouseNumberOfBlockfaceSortFormat,lowHouseNumberOfDefiningAddressRange,message,message2,noCrossStreetCalculationFlag,nta,ntaName,numberOfCrossStreetB5SCsHighAddressEnd,numberOfCrossStreetB5SCsLowAddressEnd,numberOfCrossStreetsHighAddressEnd,numberOfCrossStreetsLowAddressEnd,numberOfEntriesInListOfGeographicIdentifiers,numberOfExistingStructuresOnLot,numberOfStreetCodesAndNamesInList,numberOfStreetFrontagesOfLot,physicalId,policePatrolBoroughCommand,policePrecinct,radiusOfCircle,reasonCode,reasonCode1a,reasonCode1e,reasonCode2,returnCode1a,returnCode1e,roadwayType,rpadBuildingClassificationCode,rpadSelfCheckCodeForBbl,sanbornBoroughCode,sanbornPageNumber,sanbornPageNumberSuffix,sanbornVolumeNumber,sanitationCollectionSchedulingSectionAndSubsection,sanitationDistrict,sanitationOrganicsCollectionSchedule,sanitationRecyclingCollectionSchedule,sanitationRegularCollectionSchedule,sanitationSnowPriorityCode,secantLocationRelatedToCurve,segmentAzimuth,segmentIdentifier,segmentLengthInFeet,segmentOrientation,segmentTypeCode,selfCheckCodeOfBillingBbl,sideOfStreetIndicator,sideOfStreetOfVanityAddress,specialAddressGeneratedRecordFlag,splitLowHouseNumber,stateSenatorialDistrict,streetCode1,streetCode10,streetCode2,streetCode3,streetCode4,streetCode5,streetCode6,streetCode7,streetCode8,streetCode9,streetName1,streetName10,streetName1In,streetName2,streetName3,streetName4,streetName5,streetName6,streetName7,streetName8,streetName9,streetStatus,taxMapNumberSectionAndVolume,toLionNodeId,toPreferredLgcsFirstSetOf5,trafficDirection,underlyingStreetCode,uspsPreferredCityName,vacantLotFlag,workAreaFormatIndicatorIn,xCoordinate,xCoordinateHighAddressEnd,xCoordinateLowAddressEnd,xCoordinateOfCenterofCurvature,yCoordinate,yCoordinateHighAddressEnd,yCoordinateLowAddressEnd,yCoordinateOfCenterofCurvature,zipCode
X,34,4014610058,4,01461,0058,,1,87 STREET,41774001,4,4035894,,2000,2000,, 279  , 279  , 279  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,201,008,49,154,L,14,QUEENS,41774001010,87 STREET,0046767,01,0026282,1B,00,01,17740,,,,,,,,4,,,,,,,,4035894,,,,,,,,01,,,,,,,,,,,,,,,,35-53,,,,,,,,35-53,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014610058,408790,,,40879002,,,37 AVENUE,,,100036099AA,35-53,35-53,100035053AA,X,00593,QN,E,,1017639,0212866,40.75109588754159,40.750881465608224,0130607,4,4,6002,6002,4600200100,4600200100,00100,00100,01,-73.87980938625894,-73.87949216264253,4014610058,408590,,,40859001,,,35 AVENUE,,,100035001AA,100035053AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0001,0001,,01,0030492,6,115,,,W,,W,01,00,1,B1,1,4,014,,10,2E,403,,ES,WS,P,,277,0130607,00753,S,U,,L,L,,100035015AA,13,,,,,,,,,,,,,"87TH ST ,",,,,,,,,,2,40903,0046764,02,A,41774001,JACKSON HEIGHTS,,C,1017551,1017592,1017488,0000000,0212944,0212631,0213377,0000000,11372
X,34,4014610056,4,01461,0056,,1,87 STREET,41774001,4,4035892,,2000,2000,, 279  , 279  , 279  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,201,008,49,154,L,14,QUEENS,41774001010,87 STREET,0046767,01,0026282,1B,00,01,17740,,,,,,,,4,,,,,,,,4035892,,,,,,,,01,,,,,,,,,,,,,,,,35-55,,,,,,,,35-55,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014610056,408790,,,40879002,,,37 AVENUE,,,100036099AA,35-55,35-55,100035055AA,X,00593,QN,E,,1017646,0212819,40.75107117730732,40.75075243617012,0130607,4,4,6002,6002,4600200100,4600200100,00100,00100,01,-73.87980221240123,-73.87946713163298,4014610056,408590,,,40859001,,,35 AVENUE,,,100035001AA,100035055AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0001,0001,,01,0030492,6,115,,,W,,W,01,00,1,B1,5,4,014,,10,2E,403,,ES,WS,P,,277,0130607,00753,S,U,,L,L,,100035015AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046764,02,A,41774001,JACKSON HEIGHTS,,C,1017553,1017592,1017488,0000000,0212935,0212631,0213377,0000000,11372
X,34,4014610056,4,01461,0056,,1,87 STREET,41774001,4,4035892,,2000,2000,, 279  , 279  , 279  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,201,008,49,154,L,14,QUEENS,41774001010,87 STREET,0046767,01,0026282,1B,00,01,17740,,,,,,,,4,,,,,,,,4035892,,,,,,,,01,,,,,,,,,,,,,,,,35-55,,,,,,,,35-55,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014610056,408790,,,40879002,,,37 AVENUE,,,100036099AA,35-55,35-55,100035055AA,X,00593,QN,E,,1017646,0212819,40.75107117730732,40.75075243617012,0130607,4,4,6002,6002,4600200100,4600200100,00100,00100,01,-73.87980221240123,-73.87946713163298,4014610056,408590,,,40859001,,,35 AVENUE,,,100035001AA,100035055AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0001,0001,,01,0030492,6,115,,,W,,W,01,00,1,B1,5,4,014,,10,2E,403,,ES,WS,P,,277,0130607,00753,S,U,,L,L,,100035015AA,13,,,,,,,,,,,,,"87TH ST ,",,,,,,,,,2,40903,0046764,02,A,41774001,JACKSON HEIGHTS,,C,1017553,1017592,1017488,0000000,0212935,0212631,0213377,0000000,11372
X,34,4014610057,4,01461,0057,,1,87 STREET,41774001,4,4035893,,2000,2000,, 279  , 279  , 279  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,201,008,49,154,L,14,QUEENS,41774001010,87 STREET,0046767,01,0026282,1B,00,01,17740,17740,,,,,,,4,4,,,,,,,4035893,4471095,,,,,,,01,01,,,,,,,,,,,,,,,35-57,35-57 GARAGE,,,,,,,35-57,35-57 GARAGE,,,,,,,L,L,,,,,,,41774001,41774001,,,,,,,87 STREET,87 STREET,,,,,,,1011,42,4014610057,408790,,,40879002,,,37 AVENUE,,,100036099AA,35-57,35-57,100035057AA,X,00593,QN,E,,1017643,0212839,40.751043726094245,40.7508073423953,0130607,4,4,6002,6002,4600200100,4600200100,00100,00100,01,-73.87979865271357,-73.87947785990603,4014610057,408590,,,40859001,,,35 AVENUE,,,100035001AA,100035057AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0030492,6,115,,,W,,W,01,00,1,B1,3,4,014,,10,2E,403,,ES,WS,P,,277,0130607,00753,S,U,,L,L,,100035015AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046764,02,A,41774001,JACKSON HEIGHTS,,C,1017554,1017592,1017488,0000000,0212925,0212631,0213377,0000000,11372
X,34,4014610057,4,01461,0057,,1,87 STREET,41774001,4,4035893,,2000,2000,, 279  , 279  , 279  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,201,008,49,154,L,14,QUEENS,41774001010,87 STREET,0046767,01,0026282,1B,00,01,17740,17740,,,,,,,4,4,,,,,,,4035893,4471095,,,,,,,01,01,,,,,,,,,,,,,,,35-57,35-57 GARAGE,,,,,,,35-57,35-57 GARAGE,,,,,,,L,L,,,,,,,41774001,41774001,,,,,,,87 STREET,87 STREET,,,,,,,1011,42,4014610057,408790,,,40879002,,,37 AVENUE,,,100036099AA,35-57,35-57,100035057AA,X,00593,QN,E,,1017643,0212839,40.751043726094245,40.7508073423953,0130607,4,4,6002,6002,4600200100,4600200100,00100,00100,01,-73.87979865271357,-73.87947785990603,4014610057,408590,,,40859001,,,35 AVENUE,,,100035001AA,100035057AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0030492,6,115,,,W,,W,01,00,1,B1,3,4,014,,10,2E,403,,ES,WS,P,,277,0130607,00753,S,U,,L,L,,100035015AA,13,,,,,,,,,,,,,"87TH ST ,",,,,,,,,,2,40903,0046764,02,A,41774001,JACKSON HEIGHTS,,C,1017554,1017592,1017488,0000000,0212925,0212631,0213377,0000000,11372
X,34,,,,,,1,87 STREET,41774001,4,,,2001,2001,, 279  , 279  , 279  ,25,02,1,403,4,03,30,,,14,,,E,,,01,,4,202,015,49,154,L,14,QUEENS,41774001010,87 STREET,0046767,01,0026282,1B,01,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,42,,408790,,,40879002,,,37 AVENUE,,,100036098AA,35-62,35-62,100035062AA,X,00593,QN,E,,,,40.75097237026461,,0130607,4,4,6002,6002,4600200100,4600200100,00100,00100,01,-73.87980599989682,,,408590,,,40859001,,,35 AVENUE,,,100035000AA,,INPUT STREET NAME HAS BEEN MODIFIED,ADDRESS NUMBER OUT OF RANGE,Y,QN28,Jackson Heights,1,1,1,1,,,02,,0030492,6,115,,W,,W,,42,01,1,,,,,,,2E,403,,ES,WS,P,,277,0130607,00753,S,U,,R,R,,100035016AA,13,40859001,,,,,,40879002,,,,35 AVENUE,,"87TH ST,",,,,,37 AVENUE,,,,2,,0046764,02,A,41774001,JACKSON HEIGHTS,,C,1017552,1017592,1017488,0000000,0212899,0212631,0213377,0000000,11372
X,34,,,,,,1,87 STREET,41774001,4,,,2001,2001,, 279  , 279  , 279  ,25,02,1,403,4,03,30,,,14,,,E,,,01,,4,202,015,49,154,L,14,QUEENS,41774001010,87 STREET,0046767,01,0026282,1B,01,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,42,,408790,,,40879002,,,37 AVENUE,,,100036098AA,35-62,35-62,100035062AA,X,00593,QN,E,,,,40.75097237026461,,0130607,4,4,6002,6002,4600200100,4600200100,00100,00100,01,-73.87980599989682,,,408590,,,40859001,,,35 AVENUE,,,100035000AA,,INPUT STREET NAME HAS BEEN MODIFIED,ADDRESS NUMBER OUT OF RANGE,Y,QN28,Jackson Heights,1,1,1,1,,,02,,0030492,6,115,,W,,W,,42,01,1,,,,,,,2E,403,,ES,WS,P,,277,0130607,00753,S,U,,R,R,,100035016AA,13,40859001,,,,,,40879002,,,,35 AVENUE,,"87TH ST ,",,,,,37 AVENUE,,,,2,,0046764,02,A,41774001,JACKSON HEIGHTS,,C,1017552,1017592,1017488,0000000,0212899,0212631,0213377,0000000,11372
X,34,4014750071,4,01475,0071,,1,87 STREET,41774001,4,4036293,,2002,2002,, 279  , 279  , 279  ,21,02,1,403,4,03,24,0000000000,,14,0000,,E,,,01,,4,203,009,46,289,E,14,QUEENS,41774001010,87 STREET,0046764,02,0026283,1B,00,01,17740,,,,,,,,4,,,,,,,,4036293,,,,,,,,01,,,,,,,,,,,,,,,,37-11,,,,,,,,37-11,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014750071,461090,457900,,46109001,45790010,,ROOSEVELT AVENUE,FLUSHING LINE,,100037099AA,37-11,37-11,100037011AA,X,00490,QN,E,,1017693,0212488,40.74965187271048,40.74984374795826,0130603,4,4,6002,6002,4600200107,4600200107,00107,00107,01,-73.87954491492196,-73.87929914552164,4014750071,408790,,,40879002,,,37 AVENUE,,,100037001AA,100037011AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,2,1,2,1,0001,0001,,01,0030493,6,115,,,W,,W,01,00,1,B1,4,4,014,,10,2E,403,,ES,WS,S,,277,0130603,00634,S,U,,L,L,,100037011AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046759,0110,A,41774001,JACKSON HEIGHTS,,C,1017625,1017700,1017592,0000000,0212418,0211861,0212631,0000000,11372
X,34,4014750070,4,01475,0070,,1,87 STREET,41774001,4,4036292,,2002,2002,, 279  , 279  , 279  ,21,02,1,403,4,03,24,0000000000,,14,0000,,E,,,01,,4,203,009,46,289,E,14,QUEENS,41774001010,87 STREET,0046764,02,0026283,1B,00,01,17740,,,,,,,,4,,,,,,,,4036292,,,,,,,,01,,,,,,,,,,,,,,,,37-15,,,,,,,,37-15,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014750070,461090,457900,,46109001,45790010,,ROOSEVELT AVENUE,FLUSHING LINE,,100037099AA,37-15,37-15,100037015AA,X,00490,QN,E,,1017696,0212463,40.74956951525526,40.74977511798303,0130603,4,4,6002,6002,4600200107,4600200107,00107,00107,01,-73.87953062728131,-73.87928844241863,4014750070,408790,,,40879002,,,37 AVENUE,,,100037001AA,100037015AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,2,1,2,1,0001,0001,,01,0030493,6,115,,,W,,W,01,00,1,S2,6,4,014,,10,2E,403,,ES,WS,S,,277,0130603,00634,S,U,,L,L,,100037011AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046759,0110,A,41774001,JACKSON HEIGHTS,,C,1017629,1017700,1017592,0000000,0212388,0211861,0212631,0000000,11372
X,34,4014750069,4,01475,0069,,1,87 STREET,41774001,4,4036291,,2002,2002,, 279  , 279  , 279  ,21,02,1,403,4,03,24,0000000000,,14,0000,,E,,,01,,4,203,009,46,289,E,14,QUEENS,41774001010,87 STREET,0046764,02,0026283,1B,00,01,17740,,,,,,,,4,,,,,,,,4036291,,,,,,,,01,,,,,,,,,,,,,,,,37-17,,,,,,,,37-17,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014750069,461090,457900,,46109001,45790010,,ROOSEVELT AVENUE,FLUSHING LINE,,100037099AA,37-17,37-17,100037017AA,X,00490,QN,E,,1017699,0212442,40.74952833652663,40.7497174669869,0130603,4,4,6002,6002,4600200107,4600200107,00107,00107,01,-73.87952348347422,-73.87927771944187,4014750069,408790,,,40879002,,,37 AVENUE,,,100037001AA,100037017AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,2,1,2,1,0001,0001,,01,0030493,6,115,,,W,,W,01,00,1,C0,8,4,014,,10,2E,403,,ES,WS,S,,277,0130603,00634,S,U,,L,L,,100037011AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046759,0110,A,41774001,JACKSON HEIGHTS,,C,1017631,1017700,1017592,0000000,0212373,0211861,0212631,0000000,11372
X,34,4014750068,4,01475,0068,,1,87 STREET,41774001,4,4036290,,2002,2002,, 279  , 279  , 279  ,21,02,1,403,4,03,24,0000000000,,14,0000,,E,,,01,,4,203,009,46,289,E,14,QUEENS,41774001010,87 STREET,0046764,02,0026283,1B,00,01,17740,,,,,,,,4,,,,,,,,4036290,,,,,,,,01,,,,,,,,,,,,,,,,37-19,,,,,,,,37-19,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014750068,461090,457900,,46109001,45790010,,ROOSEVELT AVENUE,FLUSHING LINE,,100037099AA,37-19,37-19,100037019AA,X,00490,QN,E,,1017702,0212421,40.74948990254261,40.74965981598929,0130603,4,4,6002,6002,4600200107,4600200107,00107,00107,01,-73.87951633471185,-73.87926699648366,4014750068,408790,,,40879002,,,37 AVENUE,,,100037001AA,100037019AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,2,1,2,1,0001,0001,,01,0030493,6,115,,,W,,W,01,00,1,B1,0,4,014,,10,2E,403,,ES,WS,S,,277,0130603,00634,S,U,,L,L,,100037011AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046759,0110,A,41774001,JACKSON HEIGHTS,,C,1017633,1017700,1017592,0000000,0212359,0211861,0212631,0000000,11372
X,34,4014750067,4,01475,0067,,1,87 STREET,41774001,4,4036289,,2002,2002,, 279  , 279  , 279  ,21,02,1,403,4,03,24,0000000000,,14,0000,,E,,,01,,4,203,009,46,289,E,14,QUEENS,41774001010,87 STREET,0046764,02,0026283,1B,00,01,17740,,,,,,,,4,,,,,,,,4036289,,,,,,,,01,,,,,,,,,,,,,,,,37-21,,,,,,,,37-21,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014750067,461090,457900,,46109001,45790010,,ROOSEVELT AVENUE,FLUSHING LINE,,100037099AA,37-21,37-21,100037021AA,X,00490,QN,E,,1017705,0212395,40.749448723812634,40.749588441264045,0130603,4,4,6002,6002,4600200107,4600200107,00107,00107,01,-73.87950919092215,-73.87925629841813,4014750067,408790,,,40879002,,,37 AVENUE,,,100037001AA,100037021AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,2,1,2,1,0001,0001,,01,0030493,6,115,,,W,,W,01,00,1,C3,2,4,014,,10,2E,403,,ES,WS,S,,277,0130603,00634,S,U,,L,L,,100037011AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046759,0110,A,41774001,JACKSON HEIGHTS,,C,1017635,1017700,1017592,0000000,0212344,0211861,0212631,0000000,11372
X,34,4014750065,4,01475,0065,,1,87 STREET,41774001,4,4036288,,2002,2002,, 279  , 279  , 279  ,21,02,1,403,4,03,24,0000000000,,14,0000,,E,,,01,,4,203,009,46,289,E,14,QUEENS,41774001010,87 STREET,0046764,02,0026283,1B,00,01,17740,,,,,,,,4,,,,,,,,4036288,,,,,,,,01,,,,,,,,,,,,,,,,37-25,,,,,,,,37-25,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014750065,461090,457900,,46109001,45790010,,ROOSEVELT AVENUE,FLUSHING LINE,,100037099AA,37-25,37-25,100037025AA,X,00490,QN,E,,1017710,0212365,40.74936636257466,40.749506079988464,0130603,4,4,6002,6002,4600200107,4600200107,00107,00107,01,-73.8794912942481,-73.87923840201921,4014750065,408790,,,40879002,,,37 AVENUE,,,100037001AA,100037025AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,2,1,2,1,0001,0001,,01,0030493,6,115,,,W,,W,01,00,1,B1,6,4,014,,10,2E,403,,ES,WS,S,,277,0130603,00634,S,U,,L,L,,100037011AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046759,0110,A,41774001,JACKSON HEIGHTS,,C,1017640,1017700,1017592,0000000,0212314,0211861,0212631,0000000,11372
X,34,4014750064,4,01475,0064,,1,87 STREET,41774001,4,4036287,,2002,2002,, 279  , 279  , 279  ,21,02,1,403,4,03,24,0000000000,,14,0000,,E,,,01,,4,203,009,46,289,E,14,QUEENS,41774001010,87 STREET,0046764,02,0026283,1B,00,01,17740,,,,,,,,4,,,,,,,,4036287,,,,,,,,01,,,,,,,,,,,,,,,,37-27,,,,,,,,37-27,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014750064,461090,457900,,46109001,45790010,,ROOSEVELT AVENUE,FLUSHING LINE,,100037099AA,37-27,37-27,100037027AA,X,00490,QN,E,,1017713,0212340,40.749325183842416,40.749437450004294,0130603,4,4,6002,6002,4600200107,4600200107,00107,00107,01,-73.87948415048712,-73.87922769903301,4014750064,408790,,,40879002,,,37 AVENUE,,,100037001AA,100037027AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,2,1,2,1,0001,0001,,01,0030493,6,115,,,W,,W,01,00,1,B1,9,4,014,,10,2E,403,,ES,WS,S,,277,0130603,00634,S,U,,L,L,,100037011AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046759,0110,A,41774001,JACKSON HEIGHTS,,C,1017642,1017700,1017592,0000000,0212299,0211861,0212631,0000000,11372
X,34,4014750063,4,01475,0063,,1,87 STREET,41774001,4,4036286,,2002,2002,, 279  , 279  , 279  ,21,02,1,403,4,03,24,0000000000,,14,0000,,E,,,01,,4,203,009,46,289,E,14,QUEENS,41774001010,87 STREET,0046764,02,0026283,1B,00,01,17740,,,,,,,,4,,,,,,,,4036286,,,,,,,,01,,,,,,,,,,,,,,,,37-29,,,,,,,,37-29,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014750063,461090,457900,,46109001,45790010,,ROOSEVELT AVENUE,FLUSHING LINE,,100037099AA,37-29,37-29,100037029AA,X,00490,QN,E,,1017716,0212319,40.7492867498548,40.74937979899971,0130603,4,4,6002,6002,4600200107,4600200107,00107,00107,01,-73.87947700176925,-73.87921697616319,4014750063,408790,,,40879002,,,37 AVENUE,,,100037001AA,100037029AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,2,1,2,1,0001,0001,,01,0030493,6,115,,,W,,W,01,00,1,C0,1,4,014,,10,2E,403,,ES,WS,S,,277,0130603,00634,S,U,,L,L,,100037011AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046759,0110,A,41774001,JACKSON HEIGHTS,,C,1017644,1017700,1017592,0000000,0212285,0211861,0212631,0000000,11372
X,34,4014750062,4,01475,0062,,1,87 STREET,41774001,4,4036285,,2002,2002,, 279  , 279  , 279  ,21,02,1,403,4,03,24,0000000000,,14,0000,,E,,,01,,4,203,009,46,289,E,14,QUEENS,41774001010,87 STREET,0046764,02,0026283,1B,00,01,17740,,,,,,,,4,,,,,,,,4036285,,,,,,,,01,,,,,,,,,,,,,,,,37-31,,,,,,,,37-31,,,,,,,,L,,,,,,,,41774001,,,,,,,,87 STREET,,,,,,,,1011,42,4014750062,461090,457900,,46109001,45790010,,ROOSEVELT AVENUE,FLUSHING LINE,,100037099AA,37-31,37-31,100037031AA,X,00490,QN,E,,1017719,0212298,40.74924557112118,40.74932214799366,0130603,4,4,6002,6002,4600200107,4600200107,00107,00107,01,-73.87946985802563,-73.87920625331189,4014750062,408790,,,40879002,,,37 AVENUE,,,100037001AA,100037031AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,2,1,2,1,0001,0001,,01,0030493,6,115,,,W,,W,01,00,1,B1,3,4,014,,10,2E,403,,ES,WS,S,,277,0130603,00634,S,U,,L,L,,100037011AA,13,,,,,,,,,,,,,"87TH ST,",,,,,,,,,2,40903,0046759,0110,A,41774001,JACKSON HEIGHTS,,C,1017646,1017700,1017592,0000000,0212270,0211861,0212631,0000000,11372
