"GRC","ReasonCode","BadRecordId","uid","hn","street","boro","state"
"99"," ",421,90774,"34-40","72ND ST","QUEENS","NY"
"99"," ",422,90798,"34-42","72ND ST","QUEENS","NY"
"99"," ",423,90821,"34-44","72ND ST","QUEENS","NY"
"99"," ",424,90841,"34-46","72ND ST","QUEENS","NY"
"99"," ",425,90865,"34-48","72ND ST","QUEENS","NY"
"99"," ",426,90888,"34-50","72ND ST","QUEENS","NY"
"99"," ",427,90905,"34-52","72ND ST","QUEENS","NY"
"99"," ",428,90934,"35-14","72ND ST","QUEENS","NY"
"99"," ",429,90995,"35-24","72ND ST","QUEENS","NY"
"99"," ",430,91053,"35-34","72ND ST","QUEENS","NY"
"99"," ",431,91070,"35-36","72ND ST","QUEENS","NY"
"99"," ",432,91085,"35-38","72ND ST","QUEENS","NY"
"99"," ",433,91110,"35-42","72ND ST","QUEENS","NY"
"99"," ",434,91125,"35-44","72ND ST","QUEENS","NY"
"99"," ",435,91154,"35-48","72ND ST","QUEENS","NY"
"99"," ",436,91169,"35-50","72ND ST","QUEENS","NY"
"99"," ",437,91204,"35-54","72ND ST","QUEENS","NY"
"99"," ",438,91219,"35-56","72ND ST","QUEENS","NY"
"99"," ",439,91232,"35-58","72ND ST","QUEENS","NY"
"99"," ",440,91257,"37-14","72ND ST","QUEENS","NY"
"99"," ",441,91284,"37-18","72ND ST","QUEENS","NY"
"99"," ",442,90006,"33-11","72ND ST","QUEENS","NY"
"99"," ",443,90077,"33-17","72ND ST","QUEENS","NY"
"99"," ",444,90105,"33-19","72ND ST","QUEENS","NY"
"99"," ",445,90128,"33-21","72ND ST","QUEENS","NY"
"99"," ",446,90156,"33-23","72ND ST","QUEENS","NY"
"99"," ",447,90180,"33-25","72ND ST","QUEENS","NY"
"99"," ",448,90208,"33-27","72ND ST","QUEENS","NY"
"99"," ",449,90235,"33-29","72ND ST","QUEENS","NY"
"99"," ",450,90261,"33-31","72ND ST","QUEENS","NY"
"99"," ",451,90286,"33-33","72ND ST","QUEENS","NY"
"99"," ",452,90336,"33-37","72ND ST","QUEENS","NY"
"99"," ",453,90361,"33-39","72ND ST","QUEENS","NY"
"99"," ",454,90389,"33-41","72ND ST","QUEENS","NY"
"99"," ",455,90417,"33-43","72ND ST","QUEENS","NY"
"99"," ",456,90435,"33-45","72ND ST","QUEENS","NY"
"99"," ",457,90514,"34-13","72ND ST","QUEENS","NY"
"99"," ",458,90527,"34-15","72ND ST","QUEENS","NY"
"99"," ",459,90546,"34-17","72ND ST","QUEENS","NY"
"99"," ",460,90562,"34-19","72ND ST","QUEENS","NY"
"99"," ",461,90585,"34-21","72ND ST","QUEENS","NY"
"99"," ",462,90605,"34-23","72ND ST","QUEENS","NY"
"99"," ",463,90625,"34-25","72ND ST","QUEENS","NY"
"99"," ",464,90642,"34-27","72ND ST","QUEENS","NY"
"99"," ",465,90660,"34-29","72ND ST","QUEENS","NY"
"99"," ",466,90677,"34-31","72ND ST","QUEENS","NY"
"99"," ",467,90699,"34-33","72ND ST","QUEENS","NY"
"99"," ",468,90723,"34-35","72ND ST","QUEENS","NY"
"99"," ",469,90745,"34-37","72ND ST","QUEENS","NY"
"99"," ",470,90765,"34-39","72ND ST","QUEENS","NY"
"99"," ",471,90786,"34-41","72ND ST","QUEENS","NY"
"99"," ",472,90811,"34-43","72ND ST","QUEENS","NY"
"99"," ",473,90834,"34-45","72ND ST","QUEENS","NY"
"99"," ",474,90854,"34-47","72ND ST","QUEENS","NY"
"99"," ",475,90878,"34-49","72ND ST","QUEENS","NY"
"99"," ",476,90922,"35-05","72ND ST","QUEENS","NY"
"99"," ",477,90931,"35-11-15","72ND ST","QUEENS","NY"
"99"," ",478,90971,"35-19/21","72ND ST","QUEENS","NY"
"99"," ",479,90994,"35-23/27","72ND ST","QUEENS","NY"
"99"," ",480,91030,"35-29/33","72ND ST","QUEENS","NY"
"99"," ",481,91060,"35-35","72ND ST","QUEENS","NY"
"99"," ",482,91079,"35-37","72ND ST","QUEENS","NY"
"99"," ",483,91105,"35-41","72ND ST","QUEENS","NY"
"99"," ",484,91116,"35-43","72ND ST","QUEENS","NY"
"99"," ",485,91149,"35-47","72ND ST","QUEENS","NY"
"99"," ",486,91164,"35-49","72ND ST","QUEENS","NY"
"99"," ",487,91199,"35-53","72ND ST","QUEENS","NY"
"99"," ",488,91228,"35-57","72ND ST","QUEENS","NY"
"99"," ",489,91264,"37-15","72ND ST","QUEENS","NY"
"99"," ",490,90092,"33-18","73RD ST","QUEENS","NY"
"99"," ",491,90115,"33-20","73RD ST","QUEENS","NY"
"99"," ",492,90143,"33-22","73RD ST","QUEENS","NY"
"99"," ",493,90166,"33-24","73RD ST","QUEENS","NY"
"99"," ",494,90195,"33-26","73RD ST","QUEENS","NY"
"99"," ",495,90221,"33-28","73RD ST","QUEENS","NY"
"99"," ",496,90247,"33-30","73RD ST","QUEENS","NY"
"99"," ",497,90273,"33-32","73RD ST","QUEENS","NY"
"99"," ",498,90301,"33-34","73RD ST","QUEENS","NY"
"99"," ",499,90326,"33-36","73RD ST","QUEENS","NY"
"99"," ",500,90348,"33-38","73RD ST","QUEENS","NY"
"99"," ",501,90375,"33-40","73RD ST","QUEENS","NY"
"99"," ",502,90402,"33-42","73RD ST","QUEENS","NY"
"99"," ",503,90447,"33-46","73RD ST","QUEENS","NY"
"99"," ",504,90519,"34-14","73RD ST","QUEENS","NY"
"99"," ",505,90538,"34-16","73RD ST","QUEENS","NY"
"99"," ",506,90554,"34-18","73RD ST","QUEENS","NY"
"99"," ",507,90571,"34-20","73RD ST","QUEENS","NY"
"99"," ",508,90596,"34-22","73RD ST","QUEENS","NY"
"99"," ",509,90613,"34-24","73RD ST","QUEENS","NY"
"99"," ",510,90634,"34-26","73RD ST","QUEENS","NY"
"99"," ",511,90652,"34-28","73RD ST","QUEENS","NY"
"99"," ",512,90667,"34-30","73RD ST","QUEENS","NY"
"99"," ",513,90688,"34-32","73RD ST","QUEENS","NY"
"99"," ",514,90710,"34-34","73RD ST","QUEENS","NY"
"99"," ",515,90733,"34-36","73RD ST","QUEENS","NY"
"99"," ",516,90754,"34-38","73RD ST","QUEENS","NY"
"99"," ",517,90775,"34-40","73RD ST","QUEENS","NY"
"99"," ",518,90799,"34-42","73RD ST","QUEENS","NY"
"99"," ",519,90822,"34-44","73RD ST","QUEENS","NY"
"99"," ",520,90842,"34-46","73RD ST","QUEENS","NY"
"99"," ",521,90866,"34-48","73RD ST","QUEENS","NY"
"99"," ",522,90889,"34-50","73RD ST","QUEENS","NY"
"99"," ",523,90906,"34-52","73RD ST","QUEENS","NY"
"99"," ",524,90916,"34-56","73RD ST","QUEENS","NY"
"99"," ",525,90924,"35-06","73RD ST","QUEENS","NY"
"99"," ",526,90972,"35-20","73RD ST","QUEENS","NY"
"99"," ",527,91031,"35-30","73RD ST","QUEENS","NY"
"99"," ",528,91111,"35-42","73RD ST","QUEENS","NY"
"99"," ",529,91155,"35-48","73RD ST","QUEENS","NY"
"99"," ",530,91162,"35-48B","73RD ST","QUEENS","NY"
"99"," ",531,91170,"35-50","73RD ST","QUEENS","NY"
"99"," ",532,91182,"35-50D","73RD ST","QUEENS","NY"
"99"," ",533,91190,"35-52","73RD ST","QUEENS","NY"
"99"," ",534,91196,"35-52F","73RD ST","QUEENS","NY"
"99"," ",535,91205,"35-54","73RD ST","QUEENS","NY"
"99"," ",536,91234,"35-60","73RD ST","QUEENS","NY"
"99"," ",537,91258,"37-14","73RD ST","QUEENS","NY"
"99"," ",538,91285,"37-18","73RD ST","QUEENS","NY"
"99"," ",539,91313,"37-22","73RD ST","QUEENS","NY"
"99"," ",540,91395,"37-38","73RD ST","QUEENS","NY"
"99"," ",541,91418,"37-42","73RD ST","QUEENS","NY"
"99"," ",542,90007,"33-11","73RD ST","QUEENS","NY"
"99"," ",543,90031,"33-13","73RD ST","QUEENS","NY"
"99"," ",544,90049,"33-15","73RD ST","QUEENS","NY"
"99"," ",545,90078,"33-17","73RD ST","QUEENS","NY"
"99"," ",546,90106,"33-19","73RD ST","QUEENS","NY"
"99"," ",547,90129,"33-21","73RD ST","QUEENS","NY"
"99"," ",548,90157,"33-23","73RD ST","QUEENS","NY"
"99"," ",549,90181,"33-25","73RD ST","QUEENS","NY"
"99"," ",550,90236,"33-29","73RD ST","QUEENS","NY"
"99"," ",551,90262,"33-31","73RD ST","QUEENS","NY"
"99"," ",552,90287,"33-33","73RD ST","QUEENS","NY"
"99"," ",553,90316,"33-35","73RD ST","QUEENS","NY"
"99"," ",554,90337,"33-37","73RD ST","QUEENS","NY"
"99"," ",555,90362,"33-39","73RD ST","QUEENS","NY"
"99"," ",556,90390,"33-41","73RD ST","QUEENS","NY"
"99"," ",557,90436,"33-45","73RD ST","QUEENS","NY"
"99"," ",558,90917,"34-57","73RD ST","QUEENS","NY"
"99"," ",559,91213,"35-55","73RD ST","QUEENS","NY"
"99"," ",560,91359,"37-31","73RD ST","QUEENS","NY"
"99"," ",561,90023,"33-12","74TH ST","QUEENS","NY"
"99"," ",562,90039,"33-14","74TH ST","QUEENS","NY"
"99"," ",563,90062,"33-16","74TH ST","QUEENS","NY"
"99"," ",564,90093,"33-18","74TH ST","QUEENS","NY"
"99"," ",565,90116,"33-20","74TH ST","QUEENS","NY"
"99"," ",566,90144,"33-22","74TH ST","QUEENS","NY"
"99"," ",567,90167,"33-24","74TH ST","QUEENS","NY"
"99"," ",568,90196,"33-26","74TH ST","QUEENS","NY"
"99"," ",569,90222,"33-28","74TH ST","QUEENS","NY"
"99"," ",570,90248,"33-30","74TH ST","QUEENS","NY"
"99"," ",571,90274,"33-32","74TH ST","QUEENS","NY"
"99"," ",572,90302,"33-34","74TH ST","QUEENS","NY"
"99"," ",573,90327,"33-36","74TH ST","QUEENS","NY"
"99"," ",574,90349,"33-38","74TH ST","QUEENS","NY"
"99"," ",575,90376,"33-40","74TH ST","QUEENS","NY"
"99"," ",576,90403,"33-42","74TH ST","QUEENS","NY"
"99"," ",577,90426,"33-44","74TH ST","QUEENS","NY"
"99"," ",578,90448,"33-46","74TH ST","QUEENS","NY"
"99"," ",579,90469,"33-50","74TH ST","QUEENS","NY"
"99"," ",580,90483,"33-54","74TH ST","QUEENS","NY"
"99"," ",581,90572,"34-20","74TH ST","QUEENS","NY"
"99"," ",582,90689,"34-32","74TH ST","QUEENS","NY"
"99"," ",583,90711,"34-34","74TH ST","QUEENS","NY"
"99"," ",584,90734,"34-36","74TH ST","QUEENS","NY"
"99"," ",585,90755,"34-38","74TH ST","QUEENS","NY"
"99"," ",586,90776,"34-40","74TH ST","QUEENS","NY"
"99"," ",587,90800,"34-42","74TH ST","QUEENS","NY"
"99"," ",588,90843,"34-46","74TH ST","QUEENS","NY"
"99"," ",589,90867,"34-48","74TH ST","QUEENS","NY"
"99"," ",590,90890,"34-50","74TH ST","QUEENS","NY"
"99"," ",591,90907,"34-52","74TH ST","QUEENS","NY"
"99"," ",592,90919,"34-58","74TH ST","QUEENS","NY"
"99"," ",593,91097,"35-40","74TH ST","QUEENS","NY"
"99"," ",594,91235,"35-60","74TH ST","QUEENS","NY"
"99"," ",595,90008,"33-11","74TH ST","QUEENS","NY"
"99"," ",596,90018,"33-11A","74TH ST","QUEENS","NY"
"99"," ",597,90050,"33-15","74TH ST","QUEENS","NY"
"99"," ",598,90079,"33-17","74TH ST","QUEENS","NY"
"99"," ",599,90107,"33-19","74TH ST","QUEENS","NY"
"99"," ",600,90130,"33-21","74TH ST","QUEENS","NY"
"99"," ",601,90158,"33-23","74TH ST","QUEENS","NY"
"99"," ",602,90182,"33-25","74TH ST","QUEENS","NY"
"99"," ",603,90209,"33-27","74TH ST","QUEENS","NY"
"99"," ",604,90237,"33-29","74TH ST","QUEENS","NY"
"99"," ",605,90263,"33-31","74TH ST","QUEENS","NY"
"99"," ",606,90288,"33-33","74TH ST","QUEENS","NY"
"99"," ",607,90317,"33-35","74TH ST","QUEENS","NY"
"99"," ",608,90338,"33-37","74TH ST","QUEENS","NY"
"99"," ",609,90363,"33-39","74TH ST","QUEENS","NY"
"99"," ",610,90391,"33-41","74TH ST","QUEENS","NY"
"99"," ",611,90418,"33-43","74TH ST","QUEENS","NY"
"99"," ",612,90437,"33-45","74TH ST","QUEENS","NY"
"99"," ",613,90459,"33-47","74TH ST","QUEENS","NY"
"99"," ",614,90466,"33-49","74TH ST","QUEENS","NY"
"99"," ",615,90487,"33-55","74TH ST","QUEENS","NY"
"99"," ",616,90528,"34-15","74TH ST","QUEENS","NY"
"99"," ",617,90643,"34-27","74TH ST","QUEENS","NY"
"99"," ",618,90724,"34-35","74TH ST","QUEENS","NY"
"99"," ",619,90746,"34-37","74TH ST","QUEENS","NY"
"99"," ",620,90787,"34-41","74TH ST","QUEENS","NY"
"99"," ",621,90812,"34-43","74TH ST","QUEENS","NY"
"99"," ",622,90835,"34-45","74TH ST","QUEENS","NY"
"99"," ",623,90879,"34-49","74TH ST","QUEENS","NY"
"99"," ",624,90898,"34-51","74TH ST","QUEENS","NY"
"99"," ",625,90002,"33-10","75TH ST","QUEENS","NY"
"99"," ",626,90040,"33-14","75TH ST","QUEENS","NY"
"99"," ",627,90063,"33-16","75TH ST","QUEENS","NY"
"99"," ",628,90094,"33-18","75TH ST","QUEENS","NY"
"99"," ",629,90117,"33-20","75TH ST","QUEENS","NY"
"99"," ",630,90145,"33-22","75TH ST","QUEENS","NY"
"99"," ",631,90168,"33-24","75TH ST","QUEENS","NY"
"99"," ",632,90197,"33-26","75TH ST","QUEENS","NY"
"99"," ",633,90223,"33-28","75TH ST","QUEENS","NY"
"99"," ",634,90249,"33-30","75TH ST","QUEENS","NY"
"99"," ",635,90275,"33-32","75TH ST","QUEENS","NY"
"99"," ",636,90303,"33-34","75TH ST","QUEENS","NY"
"99"," ",637,90328,"33-36","75TH ST","QUEENS","NY"
"99"," ",638,90350,"33-38","75TH ST","QUEENS","NY"
"99"," ",639,90377,"33-40","75TH ST","QUEENS","NY"
"99"," ",640,90404,"33-42","75TH ST","QUEENS","NY"
"99"," ",641,90427,"33-44","75TH ST","QUEENS","NY"
"99"," ",642,90449,"33-46","75TH ST","QUEENS","NY"
"99"," ",643,90464,"33-48","75TH ST","QUEENS","NY"
"99"," ",644,90470,"33-50","75TH ST","QUEENS","NY"
"99"," ",645,90475,"33-52","75TH ST","QUEENS","NY"
"99"," ",646,90484,"33-54","75TH ST","QUEENS","NY"
"99"," ",647,90489,"33-56","75TH ST","QUEENS","NY"
"99"," ",648,90492,"33-58","75TH ST","QUEENS","NY"
"99"," ",649,90507,"34-10","75TH ST","QUEENS","NY"
"99"," ",650,90573,"34-20","75TH ST","QUEENS","NY"
"99"," ",651,90614,"34-24","75TH ST","QUEENS","NY"
"99"," ",652,90635,"34-26","75TH ST","QUEENS","NY"
"99"," ",653,90668,"34-30","75TH ST","QUEENS","NY"
"99"," ",654,90690,"34-32","75TH ST","QUEENS","NY"
"99"," ",655,90712,"34-34","75TH ST","QUEENS","NY"
"99"," ",656,90735,"34-36","75TH ST","QUEENS","NY"
"99"," ",657,90756,"34-38","75TH ST","QUEENS","NY"
"99"," ",658,90801,"34-42","75TH ST","QUEENS","NY"
"99"," ",659,90823,"34-44","75TH ST","QUEENS","NY"
"99"," ",660,90844,"34-46","75TH ST","QUEENS","NY"
"99"," ",661,90868,"34-48","75TH ST","QUEENS","NY"
"99"," ",662,90908,"34-52","75TH ST","QUEENS","NY"
"99"," ",663,91086,"35-38","75TH ST","QUEENS","NY"
"99"," ",664,91098,"35-40","75TH ST","QUEENS","NY"
"99"," ",665,91126,"35-44","75TH ST","QUEENS","NY"
"99"," ",666,91156,"35-48","75TH ST","QUEENS","NY"
"99"," ",667,91171,"35-50","75TH ST","QUEENS","NY"
"99"," ",668,91627,"","ST","QUEENS","NY"
"99"," ",669,90009,"33-11","75TH ST","QUEENS","NY"
"99"," ",670,90032,"33-13","75TH ST","QUEENS","NY"
"99"," ",671,90051,"33-15","75TH ST","QUEENS","NY"
"99"," ",672,90080,"33-17","75TH ST","QUEENS","NY"
"99"," ",673,90108,"33-19","75TH ST","QUEENS","NY"
"99"," ",674,90131,"33-21","75TH ST","QUEENS","NY"
"99"," ",675,90159,"33-23","75TH ST","QUEENS","NY"
"99"," ",676,90183,"33-25","75TH ST","QUEENS","NY"
"99"," ",677,90210,"33-27","75TH ST","QUEENS","NY"
"99"," ",678,90238,"33-29","75TH ST","QUEENS","NY"
"99"," ",679,90264,"33-31","75TH ST","QUEENS","NY"
"99"," ",680,90289,"33-33","75TH ST","QUEENS","NY"
"99"," ",681,90318,"33-35","75TH ST","QUEENS","NY"
"99"," ",682,90339,"33-37","75TH ST","QUEENS","NY"
"99"," ",683,90364,"33-39","75TH ST","QUEENS","NY"
"99"," ",684,90392,"33-41","75TH ST","QUEENS","NY"
"99"," ",685,90419,"33-43","75TH ST","QUEENS","NY"
"99"," ",686,90438,"33-45","75TH ST","QUEENS","NY"
"99"," ",687,90460,"33-47","75TH ST","QUEENS","NY"
"99"," ",688,90467,"33-49","75TH ST","QUEENS","NY"
"99"," ",689,90472,"33-51","75TH ST","QUEENS","NY"
"99"," ",690,90480,"33-53","75TH ST","QUEENS","NY"
"99"," ",691,90488,"33-55","75TH ST","QUEENS","NY"
"99"," ",692,90491,"33-57","75TH ST","QUEENS","NY"
"99"," ",693,90494,"34-01","75TH ST","QUEENS","NY"
"99"," ",694,90496,"34-03","75TH ST","QUEENS","NY"
"99"," ",695,90498,"34-05","75TH ST","QUEENS","NY"
"99"," ",696,90503,"34-07","75TH ST","QUEENS","NY"
"99"," ",697,90505,"34-09","75TH ST","QUEENS","NY"
"99"," ",698,90511,"34-11","75TH ST","QUEENS","NY"
"99"," ",699,90529,"34-15","75TH ST","QUEENS","NY"
"99"," ",700,90547,"34-17","75TH ST","QUEENS","NY"
"99"," ",701,90563,"34-19","75TH ST","QUEENS","NY"
"99"," ",702,90586,"34-21","75TH ST","QUEENS","NY"
"99"," ",703,90626,"34-25","75TH ST","QUEENS","NY"
"99"," ",704,90644,"34-27","75TH ST","QUEENS","NY"
"99"," ",705,90678,"34-31","75TH ST","QUEENS","NY"
"99"," ",706,90700,"34-33","75TH ST","QUEENS","NY"
"99"," ",707,90747,"34-37","75TH ST","QUEENS","NY"
"99"," ",708,90766,"34-39","75TH ST","QUEENS","NY"
"99"," ",709,90788,"34-41","75TH ST","QUEENS","NY"
"99"," ",710,90813,"34-43","75TH ST","QUEENS","NY"
"99"," ",711,90855,"34-47","75TH ST","QUEENS","NY"
"99"," ",712,90880,"34-49","75TH ST","QUEENS","NY"
"99"," ",713,90899,"34-51","75TH ST","QUEENS","NY"
"99"," ",714,90939,"35-15","75TH ST","QUEENS","NY"
"99"," ",715,91061,"35-35","75TH ST","QUEENS","NY"
"99"," ",716,91628,"","ST","QUEENS","NY"
"99"," ",717,90024,"33-12","76TH ST","QUEENS","NY"
"99"," ",718,90041,"33-14","76TH ST","QUEENS","NY"
"99"," ",719,90064,"33-16","76TH ST","QUEENS","NY"
"99"," ",720,90095,"33-18","76TH ST","QUEENS","NY"
"99"," ",721,90118,"33-20","76TH ST","QUEENS","NY"
"99"," ",722,90146,"33-22","76TH ST","QUEENS","NY"
"99"," ",723,90169,"33-24","76TH ST","QUEENS","NY"
"99"," ",724,90198,"33-26","76TH ST","QUEENS","NY"
"99"," ",725,90224,"33-28","76TH ST","QUEENS","NY"
"99"," ",726,90250,"33-30","76TH ST","QUEENS","NY"
"99"," ",727,90276,"33-32","76TH ST","QUEENS","NY"
"99"," ",728,90304,"33-34","76TH ST","QUEENS","NY"
"99"," ",729,90329,"33-36","76TH ST","QUEENS","NY"
"99"," ",730,90351,"33-38","76TH ST","QUEENS","NY"
"99"," ",731,90378,"33-40","76TH ST","QUEENS","NY"
"99"," ",732,90405,"33-42","76TH ST","QUEENS","NY"
"99"," ",733,90428,"33-44","76TH ST","QUEENS","NY"
"99"," ",734,90450,"33-46","76TH ST","QUEENS","NY"
"99"," ",735,90465,"33-48","76TH ST","QUEENS","NY"
"99"," ",736,90471,"33-50","76TH ST","QUEENS","NY"
"99"," ",737,90476,"33-52","76TH ST","QUEENS","NY"
"99"," ",738,90485,"33-54","76TH ST","QUEENS","NY"
"99"," ",739,90490,"33-56","76TH ST","QUEENS","NY"
"99"," ",740,90493,"33-58","76TH ST","QUEENS","NY"
"99"," ",741,90495,"34-02","76TH ST","QUEENS","NY"
"99"," ",742,90497,"34-04","76TH ST","QUEENS","NY"
"99"," ",743,90499,"34-06","76TH ST","QUEENS","NY"
"99"," ",744,90504,"34-08","76TH ST","QUEENS","NY"
"99"," ",745,90508,"34-10","76TH ST","QUEENS","NY"
"99"," ",746,90513,"34-12","76TH ST","QUEENS","NY"
"99"," ",747,90539,"34-16","76TH ST","QUEENS","NY"
"99"," ",748,90555,"34-18","76TH ST","QUEENS","NY"
"99"," ",749,90574,"34-20","76TH ST","QUEENS","NY"
"99"," ",750,90597,"34-22","76TH ST","QUEENS","NY"
"99"," ",751,90615,"34-24","76TH ST","QUEENS","NY"
"99"," ",752,90636,"34-26","76TH ST","QUEENS","NY"
"99"," ",753,90653,"34-28","76TH ST","QUEENS","NY"
"99"," ",754,90691,"34-32","76TH ST","QUEENS","NY"
"99"," ",755,90713,"34-34","76TH ST","QUEENS","NY"
"99"," ",756,90736,"34-36","76TH ST","QUEENS","NY"
"99"," ",757,90777,"34-40","76TH ST","QUEENS","NY"
"99"," ",758,90802,"34-42","76TH ST","QUEENS","NY"
"99"," ",759,90824,"34-44","76TH ST","QUEENS","NY"
"99"," ",760,90845,"34-46","76TH ST","QUEENS","NY"
"99"," ",761,90869,"34-48","76TH ST","QUEENS","NY"
"99"," ",762,90909,"34-52","76TH ST","QUEENS","NY"
"99"," ",763,90949,"35-16","76TH ST","QUEENS","NY"
"99"," ",764,91071,"35-36","76TH ST","QUEENS","NY"
"99"," ",765,90184,"33-25","76TH ST","QUEENS","NY"
"99"," ",766,90319,"33-35","76TH ST","QUEENS","NY"
"99"," ",767,90725,"34-35","76TH ST","QUEENS","NY"
"99"," ",768,90932,"35-13","76TH ST","QUEENS","NY"
"99"," ",769,90965,"35-19","76TH ST","QUEENS","NY"
"99"," ",770,91011,"35-27","76TH ST","QUEENS","NY"
"99"," ",771,91047,"35-33","76TH ST","QUEENS","NY"
"99"," ",772,91106,"35-41","76TH ST","QUEENS","NY"
"99"," ",773,91165,"35-49","76TH ST","QUEENS","NY"
"99"," ",774,91214,"35-55","76TH ST","QUEENS","NY"
"99"," ",775,90935,"35-14","77TH ST","QUEENS","NY"
"99"," ",776,90973,"35-20","77TH ST","QUEENS","NY"
"99"," ",777,91019,"35-28","77TH ST","QUEENS","NY"
"99"," ",778,91054,"35-34","77TH ST","QUEENS","NY"
"99"," ",779,91112,"35-42","77TH ST","QUEENS","NY"
"99"," ",780,91172,"35-50","77TH ST","QUEENS","NY"
"99"," ",781,91220,"35-56","77TH ST","QUEENS","NY"
"99"," ",782,91634,"","ST","QUEENS","NY"
"99"," ",783,90170,"33-24","77TH ST","QUEENS","NY"
"99"," ",784,90305,"33-34","77TH ST","QUEENS","NY"
"99"," ",785,90616,"34-24","77TH ST","QUEENS","NY"
"99"," ",786,90714,"34-34","77TH ST","QUEENS","NY"
"99"," ",787,90825,"34-44","77TH ST","QUEENS","NY"
"99"," ",788,90010,"33-11","77TH ST","QUEENS","NY"
"99"," ",789,90011,"33-11","77TH ST","QUEENS","NY"
"99"," ",790,90587,"34-21","77TH ST","QUEENS","NY"
"99"," ",791,90789,"34-41","77TH ST","QUEENS","NY"
"99"," ",792,91000,"35-25","77TH ST","QUEENS","NY"
"99"," ",793,91200,"35-53","77TH ST","QUEENS","NY"
"99"," ",794,91360,"37-31","77TH ST","QUEENS","NY"
"99"," ",795,91370,"37-33","77TH ST","QUEENS","NY"
"99"," ",796,91390,"37-37","77TH ST","QUEENS","NY"
"99"," ",797,91400,"37-39","77TH ST","QUEENS","NY"
"99"," ",798,91410,"37-41","77TH ST","QUEENS","NY"
"99"," ",799,91425,"37-43","77TH ST","QUEENS","NY"
"99"," ",800,91436,"37-45","77TH ST","QUEENS","NY"
"99"," ",801,91494,"37-55","77TH ST","QUEENS","NY"
"99"," ",802,90575,"34-20","78TH ST","QUEENS","NY"
"99"," ",803,90669,"34-30","78TH ST","QUEENS","NY"
"99"," ",804,90778,"34-40","78TH ST","QUEENS","NY"
"99"," ",805,91005,"35-26","78TH ST","QUEENS","NY"
"99"," ",806,91173,"35-50","78TH ST","QUEENS","NY"
"99"," ",807,91365,"37-32","78TH ST","QUEENS","NY"
"99"," ",808,91376,"37-34","78TH ST","QUEENS","NY"
"99"," ",809,91396,"37-38","78TH ST","QUEENS","NY"
"99"," ",810,91406,"37-40","78TH ST","QUEENS","NY"
"99"," ",811,91419,"37-42","78TH ST","QUEENS","NY"
"99"," ",812,91432,"37-44","78TH ST","QUEENS","NY"
"99"," ",813,91451,"37-48","78TH ST","QUEENS","NY"
"99"," ",814,91461,"37-50","78TH ST","QUEENS","NY"
"99"," ",815,91478,"37-52","78TH ST","QUEENS","NY"
"99"," ",816,91489,"37-54","78TH ST","QUEENS","NY"
"99"," ",817,91514,"37-58","78TH ST","QUEENS","NY"
"99"," ",818,91523,"37-60","78TH ST","QUEENS","NY"
"99"," ",819,90588,"34-21","78TH ST","QUEENS","NY"
"99"," ",820,90790,"34-41","78TH ST","QUEENS","NY"
"99"," ",821,90576,"34-20","79TH ST","Queens","NY"
"99"," ",822,90779,"34-40","79TH ST","QUEENS","NY"
"99"," ",823,91650,"78-12","34TH AVE","QUEENS","NY"
"99"," ",824,91648,"78-11","35TH AVENUE 11372","Queens","NY"
"99"," ",825,91653,"","ST","QUEENS","NY"
"99"," ",826,90940,"35-15","78TH ST","QUEENS","NY"
"99"," ",827,91001,"35-25","78TH ST","QUEENS","NY"
"99"," ",828,91037,"35-31","78TH ST","QUEENS","NY"
"99"," ",829,91080,"35-37","78TH ST","QUEENS","NY"
"99"," ",830,91133,"35-45","78TH ST","QUEENS","NY"
"99"," ",831,91215,"35-55","78TH ST","QUEENS","NY"
"99"," ",832,90950,"35-16","79TH ST","QUEENS","NY"
"99"," ",833,91006,"35-26","79TH ST","QUEENS","NY"
"99"," ",834,91072,"35-36","79TH ST","QUEENS","NY"
"99"," ",835,91143,"35-46","79TH ST","QUEENS","NY"
"99"," ",836,91221,"35-56","79TH ST","QUEENS","NY"
"99"," ",837,91654,"","ST","QUEENS","NY"
"99"," ",838,91244,"37-11","78TH ST","QUEENS","NY"
"99"," ",839,91266,"37-15","78TH ST","QUEENS","NY"
"99"," ",840,91279,"37-17","78TH ST","QUEENS","NY"
"99"," ",841,91292,"37-19","78TH ST","QUEENS","NY"
"99"," ",842,91305,"37-21","78TH ST","QUEENS","NY"
"99"," ",843,91321,"37-23","78TH ST","QUEENS","NY"
"99"," ",844,91328,"37-25","78TH ST","QUEENS","NY"
"99"," ",845,91337,"37-27","78TH ST","QUEENS","NY"
"99"," ",846,91353,"37-29","78TH ST","QUEENS","NY"
"99"," ",847,91361,"37-31","78TH ST","QUEENS","NY"
"99"," ",848,91371,"37-33","78TH ST","QUEENS","NY"
"99"," ",849,91381,"37-35","78TH ST","QUEENS","NY"
"99"," ",850,91391,"37-37","78TH ST","QUEENS","NY"
"99"," ",851,91401,"37-39","78TH ST","QUEENS","NY"
"99"," ",852,91411,"37-41","78TH ST","QUEENS","NY"
"99"," ",853,91426,"37-43","78TH ST","QUEENS","NY"
"99"," ",854,91437,"37-45","78TH ST","QUEENS","NY"
"99"," ",855,91447,"37-47","78TH ST","QUEENS","NY"
"99"," ",856,91455,"37-49","78TH ST","QUEENS","NY"
