uid,hn,street,boro,state
91685,81-11,34TH AVE,QUEENS,NY
91700,83-03,34TH AVE,QUEENS,NY
91701,83-05,34TH AVE,QUEENS,NY
91709,83-17,34TH AVE,QUEENS,NY
91705,83-11,34TH AVE,QUEENS,NY
91724,85-11,34TH AVE,QUEENS,NY
91733,86-11,34TH AVE,QUEENS,NY
91737,87-09,34TH AVE,QUEENS,NY
91750,88-11,34TH AVE,QUEENS,NY
91752,89-01,34TH AVE,QUEENS,NY
91764,89-11,34TH AVE,QUEENS,NY
91541,70-12,34TH AVE,QUEENS,NY
91544,70-16,34TH AVE,QUEENS,NY
91547,70-18,34TH AVE,QUEENS,NY
91550,70-22,34TH AVE,QUEENS,NY
91555,71-02,34TH AVE,QUEENS,NY
91560,71-04,34TH AVE,QUEENS,NY
91565,71-06,34TH AVE,QUEENS,NY
91572,71-10,34TH AVE,QUEENS,NY
91579,71-14,34TH AVE,QUEENS,NY
91584,71-16,34TH AVE,QUEENS,NY
91589,71-20,34TH AVE,QUEENS,NY
91590,71-22,34TH AVE,QUEENS,NY
91592,72-02,34TH AVE,QUEENS,NY
91593,72-06,34TH AVE,QUEENS,NY
91594,72-08,34TH AVE,QUEENS,NY
91596,72-10,34TH AVE,QUEENS,NY
91598,72-12,34TH AVE,QUEENS,NY
91600,72-16,34TH AVE,QUEENS,NY
91603,72-18,34TH AVE,QUEENS,NY
91604,72-22,34TH AVE,QUEENS,NY
91632,76-10,34TH AVE,QUEENS,NY
91638,77-02,34TH AVE,QUEENS,NY
91641,77-10,34TH AVE,QUEENS,NY
91660,79-10,34TH AVE,QUEENS,NY
91687,81-14,34TH AVE,QUEENS,NY
91691,82-06,34TH AVE,QUEENS,NY
91717,84-10,34TH AVE,QUEENS,NY
91723,85-10,34TH AVE,QUEENS,NY
91732,86-10,34TH AVE,QUEENS,NY
91738,87-10,34TH AVE,QUEENS,NY
91779,99-10,34TH AVE,QUEENS,NY
91757,89-04,34TH AVE,QUEENS,NY
91767,89-14,34TH AVE,QUEENS,NY
91777,90-10,34TH AVE,QUEENS,NY
90914,34-55,71ST ST,QUEENS,NY
91554,71-01,35TH AVE,QUEENS,NY
91559,71-03,35TH AVE,QUEENS,NY
91563,71-05,35TH AVE,QUEENS,NY
91568,71-07,35TH AVE,QUEENS,NY
91571,71-09,35TH AVE,QUEENS,NY
91575,71-11,35TH AVE,QUEENS,NY
91578,71-13,35TH AVE,QUEENS,NY
91582,71-15,35TH AVE,QUEENS,NY
91586,71-17,35TH AVE,QUEENS,NY
91588,71-19,35TH AVE,QUEENS,NY
90915,34-56,72ND ST,QUEENS,NY
91591,72-01/11,35TH AVE,QUEENS,NY
91621,74-15,35TH AVE,QUEENS,NY
91623,75-05,35TH AVE,QUEENS,NY
91626,75-15,35TH AVE,QUEENS,NY
91633,76-15,35TH AVE,QUEENS,NY
91642,77-11,35TH AVE,QUEENS,NY
91655,79-01,35TH AVE,QUEENS,NY
91662,79-15,35TH AVE,QUEENS,NY
91670,80-09,35TH AVE,QUEENS,NY
90882,34-49,81ST ST,QUEENS,NY
91680,81-05,35TH AVE,QUEENS,NY
91688,81-15,35TH AVE,QUEENS,NY
91695,82-15,35TH AVE,QUEENS,NY
91702,83-09,35TH AVE,QUEENS,NY
91716,84-09,35TH AVE,QUEENS,NY
91725,85-15,35TH AVE,QUEENS,NY
91728,86-01/17,35TH AVE,QUEENS,NY
91735,87-01,35TH AVE,QUEENS,NY
91740,87-11,35TH AVE,QUEENS,NY
91743,88-01,35TH AVE,QUEENS,NY
91748,88-09,35TH AVE,QUEENS,NY
91778,90-11,35TH AVE,QUEENS,NY
91548,70-18/24,35TH AVE,QUEENS,NY
91556,71-02,35TH AVE,QUEENS,NY
91561,71-04,35TH AVE,QUEENS,NY
91566,71-06,35TH AVE,QUEENS,NY
91569,71-08,35TH AVE,QUEENS,NY
91573,71-10,35TH AVE,QUEENS,NY
91576,71-12,35TH AVE,QUEENS,NY
91580,71-14/26,35TH AVE,QUEENS,NY
91617,73-12,35TH AVE,QUEENS,NY
91613,73-12,35TH AVE,QUEENS,NY
91612,73-12,35TH AVE,QUEENS,NY
91616,73-12,35TH AVE,QUEENS,NY
91611,73-12,35TH AVE,QUEENS,NY
91615,73-12,35TH AVE,QUEENS,NY
91614,73-12,35TH AVE,QUEENS,NY
91618,73-12,35TH AVE,QUEENS,NY
91620,74-10,35TH AVE,QUEENS,NY
91624,75-08,35TH AVE,QUEENS,NY
91625,75-12,35TH AVE,QUEENS,NY
91630,76-02/10,35TH AVE,QUEENS,NY
91643,77-12,35TH AVE,QUEENS,NY
91651,78-12,35TH AVE,QUEENS,NY
91659,79-06,35TH AVE,QUEENS,NY
91661,79-10,35TH AVE,QUEENS,NY
91669,80-08,35TH AVE,QUEENS,NY
91678,81-02-10,35TH AVE,QUEENS,NY
91239,,AVE,QUEENS,NY
91703,83-10,35TH AVE,QUEENS,NY
91706,83-12,35TH AVE,QUEENS,NY
91719,84-12,35TH AVE,QUEENS,NY
91731,86-06,35TH AVE,QUEENS,NY
91746,88-02,35TH AVE,QUEENS,NY
91749,88-10,35TH AVE,QUEENS,NY
91762,89-10,35TH AVE,QUEENS,NY
91533,70-03,37TH AVE,QUEENS,NY
91536,70-07,37TH AVE,QUEENS,NY
91538,70-09,37TH AVE,QUEENS,NY
91540,70-11,37TH AVE,QUEENS,NY
91542,70-13,37TH AVE,QUEENS,NY
91546,70-17,37TH AVE,QUEENS,NY
91549,70-19,37TH AVE,QUEENS,NY
91564,71-05,37TH AVE,QUEENS,NY
91583,71-15,37TH AVE,QUEENS,NY
91599,72-15,37TH AVE,QUEENS,NY
91605,72-23-31,37TH AVE,QUEENS,NY
91610,73-05,37TH AVE,QUEENS,NY
91619,74-01/27,37TH AVE,QUEENS,NY
91622,75-01/23,37TH AVE,QUEENS,NY
91629,76-01/27,37TH AVE,QUEENS,NY
91637,77-01-19,37TH AVE,QUEENS,NY
91646,78-01-13,37TH AVE,QUEENS,NY
91652,78-15/31,37TH AVE,QUEENS,NY
91657,79-01-25,37TH AVE,QUEENS,NY
91667,80-01/27,37TH AVE,QUEENS,NY
91690,82-01/19,37TH AVE,QUEENS,NY
91697,83-01/13,37TH AVE,QUEENS,NY
91708,83-15/27,37TH AVE,QUEENS,NY
91713,84-01/09,37TH AVE,QUEENS,NY
91718,84-11/23,37TH AVE,QUEENS,NY
91726,85-15/25,37TH AVE,QUEENS,NY
91734,86-15,37TH AVE,QUEENS,NY
91741,87-15,37TH AVE,QUEENS,NY
91744,88-01/13,37TH AVE,QUEENS,NY
91751,88-15/31,37TH AVE,QUEENS,NY
91754,89-01/15,37TH AVE,QUEENS,NY
91771,89-19/31,37TH AVE,QUEENS,NY
91775,90-01/15,37TH AVE,QUEENS,NY
91557,71-02/14,37TH AVE,QUEENS,NY
91597,72-10,37TH AVE,QUEENS,NY
91601,72-16-30,37TH AVE,QUEENS,NY
91608,73-02/12,37TH AVE,QUEENS,NY
91240,37-01,77TH ST,QUEENS,NY
91658,79-02-28,37TH AVE,QUEENS,NY
91668,80-02/14,37TH AVE,QUEENS,NY
91672,80-16/28,37TH AVE,QUEENS,NY
91677,81-02,37TH AVE,QUEENS,NY
91679,81-04,37TH AVE,QUEENS,NY
91682,81-06,37TH AVE,QUEENS,NY
91683,81-08,37TH AVE,QUEENS,NY
91684,81-10,37TH AVE,QUEENS,NY
91693,82-08/10,37TH AVE,QUEENS,NY
91694,82-12/20,37TH AVE,QUEENS,NY
91704,83-10-12,37TH AVE,QUEENS,NY
91707,83-14/22,37TH AVE,QUEENS,NY
91715,84-02/30,37TH AVE,QUEENS,NY
91722,85-02/30,37TH AVE,QUEENS,NY
91730,86-02/20,37TH AVE,QUEENS,NY
91739,87-10,37TH AVE,QUEENS,NY
91747,88-02/28,37TH AVE,QUEENS,NY
91756,89-02/24,37TH AVE,QUEENS,NY
91776,90-02/14,37TH AVE,QUEENS,NY
91607,73-01-07,37TH RD,QUEENS,NY
91636,77-01,ROOSEVELT AVE,QUEENS,NY
91639,77-03,ROOSEVELT AVE,QUEENS,NY
91640,77-05,ROOSEVELT AVE,QUEENS,NY
91645,78-01/09,ROOSEVELT AVE,QUEENS,NY
91649,78-11/17,ROOSEVELT AVE,QUEENS,NY
91656,79-01-17,ROOSEVELT AVE,QUEENS,NY
91666,80-01/13,ROOSEVELT AVE,QUEENS,NY
91671,80-15,ROOSEVELT AVE,QUEENS,NY
91676,81-01/09,ROOSEVELT AVE,QUEENS,NY
91686,81-11,ROOSEVELT AVE,QUEENS,NY
91689,82-01/17,ROOSEVELT AVE,QUEENS,NY
91698,83-01/25,ROOSEVELT AVE,QUEENS,NY
91714,84-01/29,ROOSEVELT AVE,QUEENS,NY
91721,85-01/15,ROOSEVELT AVE,QUEENS,NY
91729,86-01/19,ROOSEVELT AVE,QUEENS,NY
91736,87-01/09,ROOSEVELT AVE,QUEENS,NY
91745,88-01/17,ROOSEVELT AVE,QUEENS,NY
91753,89-01/05,ROOSEVELT AVE,QUEENS,NY
91760,89-07/09,ROOSEVELT AVE,QUEENS,NY
91765,89-11,ROOSEVELT AVE,QUEENS,NY
91774,90-01,ROOSEVELT AVE,QUEENS,NY
91551,70-35,BROADWAY,QUEENS,NY
91552,70-53,BROADWAY,QUEENS,NY
91595,72-09,BROADWAY,QUEENS,NY
91606,72-35,BROADWAY,QUEENS,NY
90004,33-11,70TH ST,QUEENS,NY
90029,33-13,70TH ST,QUEENS,NY
90047,33-15,70TH ST,QUEENS,NY
90075,33-17,70TH ST,QUEENS,NY
90103,33-19,70TH ST,QUEENS,NY
90126,33-21,70TH ST,QUEENS,NY
90154,33-23,70TH ST,QUEENS,NY
90178,33-25,70TH ST,QUEENS,NY
90207,33-27,70TH ST,QUEENS,NY
90233,33-29,70TH ST,QUEENS,NY
90259,33-31,70TH ST,QUEENS,NY
90284,33-33,70TH ST,QUEENS,NY
90314,33-35,70TH ST,QUEENS,NY
90334,33-37,70TH ST,QUEENS,NY
90359,33-39,70TH ST,QUEENS,NY
90387,33-41,70TH ST,QUEENS,NY
90415,33-43,70TH ST,QUEENS,NY
90434,33-45,70TH ST,QUEENS,NY
90457,33-47,70TH ST,QUEENS,NY
91131,35-45,70TH ST,QUEENS,NY
91163,35-49,70TH ST,QUEENS,NY
91197,35-53,70TH ST,QUEENS,NY
91226,35-57,70TH ST,QUEENS,NY
90021,33-12,71ST ST,QUEENS,NY
90037,33-14,71ST ST,QUEENS,NY
90090,33-18,71ST ST,QUEENS,NY
90113,33-20,71ST ST,QUEENS,NY
90141,33-22,71ST ST,QUEENS,NY
90193,33-26,71ST ST,QUEENS,NY
90219,33-28,71ST ST,QUEENS,NY
90245,33-30,71ST ST,QUEENS,NY
90271,33-32,71ST ST,QUEENS,NY
90299,33-34,71ST ST,QUEENS,NY
90324,33-36,71ST ST,QUEENS,NY
90346,33-38,71ST ST,QUEENS,NY
90373,33-40,71ST ST,QUEENS,NY
90400,33-42,71ST ST,QUEENS,NY
90425,33-44,71ST ST,QUEENS,NY
90462,33-48,71ST ST,QUEENS,NY
90517,34-14,71ST ST,QUEENS,NY
90536,34-16,71ST ST,QUEENS,NY
90552,34-18,71ST ST,QUEENS,NY
90570,34-20,71ST ST,QUEENS,NY
90594,34-22,71ST ST,QUEENS,NY
90611,34-24,71ST ST,QUEENS,NY
90632,34-26,71ST ST,QUEENS,NY
90650,34-28,71ST ST,QUEENS,NY
90665,34-30,71ST ST,QUEENS,NY
90686,34-32,71ST ST,QUEENS,NY
90708,34-34,71ST ST,QUEENS,NY
90731,34-36,71ST ST,QUEENS,NY
90752,34-38,71ST ST,QUEENS,NY
90773,34-40,71ST ST,QUEENS,NY
90797,34-42,71ST ST,QUEENS,NY
90820,34-44,71ST ST,QUEENS,NY
90840,34-46,71ST ST,QUEENS,NY
90864,34-48,71ST ST,QUEENS,NY
90887,34-50,71ST ST,QUEENS,NY
91142,35-46,71ST ST,QUEENS,NY
91153,35-48,71ST ST,QUEENS,NY
91189,35-52,71ST ST,QUEENS,NY
91203,35-54,71ST ST,QUEENS,NY
91231,35-58,71ST ST,QUEENS,NY
90005,33-11,71ST ST,QUEENS,NY
90030,33-13,71ST ST,QUEENS,NY
90048,33-15,71ST ST,QUEENS,NY
90076,33-17,71ST ST,QUEENS,NY
90104,33-19,71ST ST,QUEENS,NY
90127,33-21,71ST ST,QUEENS,NY
90155,33-23,71ST ST,QUEENS,NY
90179,33-25,71ST ST,QUEENS,NY
90234,33-29,71ST ST,QUEENS,NY
90260,33-31,71ST ST,QUEENS,NY
90285,33-33,71ST ST,QUEENS,NY
90315,33-35,71ST ST,QUEENS,NY
90335,33-37,71ST ST,QUEENS,NY
90360,33-39,71ST ST,QUEENS,NY
90388,33-41,71ST ST,QUEENS,NY
90416,33-43,71ST ST,QUEENS,NY
90458,33-47,71ST ST,QUEENS,NY
90510,34-11,71ST ST,QUEENS,NY
90526,34-15,71ST ST,QUEENS,NY
90545,34-17,71ST ST,QUEENS,NY
90561,34-19,71ST ST,QUEENS,NY
90584,34-21,71ST ST,QUEENS,NY
90604,34-23,71ST ST,QUEENS,NY
90624,34-25,71ST ST,QUEENS,NY
90641,34-27,71ST ST,QUEENS,NY
90676,34-31,71ST ST,QUEENS,NY
90698,34-33,71ST ST,QUEENS,NY
90722,34-35,71ST ST,QUEENS,NY
90744,34-37,71ST ST,QUEENS,NY
90764,34-39,71ST ST,QUEENS,NY
90785,34-41,71ST ST,QUEENS,NY
90810,34-43,71ST ST,QUEENS,NY
90833,34-45,71ST ST,QUEENS,NY
90853,34-47,71ST ST,QUEENS,NY
90877,34-49,71ST ST,QUEENS,NY
90897,34-51,71ST ST,QUEENS,NY
91059,35-35,71ST ST,QUEENS,NY
91078,35-37,71ST ST,QUEENS,NY
91090,35-39,71ST ST,QUEENS,NY
91104,35-41,71ST ST,QUEENS,NY
91132,35-45,71ST ST,QUEENS,NY
91148,35-47,71ST ST,QUEENS,NY
91183,35-51,71ST ST,QUEENS,NY
91198,35-53,71ST ST,QUEENS,NY
91227,35-57,71ST ST,QUEENS,NY
90022,33-12,72ND ST,QUEENS,NY
90038,33-14,72ND ST,QUEENS,NY
90091,33-18,72ND ST,QUEENS,NY
90114,33-20,72ND ST,QUEENS,NY
90142,33-22,72ND ST,QUEENS,NY
90165,33-24,72ND ST,QUEENS,NY
90194,33-26,72ND ST,QUEENS,NY
90220,33-28,72ND ST,QUEENS,NY
90246,33-30,72ND ST,QUEENS,NY
90272,33-32,72ND ST,QUEENS,NY
90300,33-34,72ND ST,QUEENS,NY
90325,33-36,72ND ST,QUEENS,NY
90347,33-38,72ND ST,QUEENS,NY
90374,33-40,72ND ST,QUEENS,NY
90401,33-42,72ND ST,QUEENS,NY
90446,33-46,72ND ST,QUEENS,NY
90463,33-48,72ND ST,QUEENS,NY
90518,34-14,72ND ST,QUEENS,NY
90537,34-16,72ND ST,QUEENS,NY
90553,34-18,72ND ST,QUEENS,NY
90595,34-22,72ND ST,QUEENS,NY
90612,34-24,72ND ST,QUEENS,NY
90633,34-26,72ND ST,QUEENS,NY
90651,34-28,72ND ST,QUEENS,NY
90666,34-30,72ND ST,QUEENS,NY
90687,34-32,72ND ST,QUEENS,NY
90709,34-34,72ND ST,QUEENS,NY
90732,34-36,72ND ST,QUEENS,NY
90753,34-38,72ND ST,QUEENS,NY
90774,34-40,72ND ST,QUEENS,NY
90798,34-42,72ND ST,QUEENS,NY
90821,34-44,72ND ST,QUEENS,NY
90841,34-46,72ND ST,QUEENS,NY
90865,34-48,72ND ST,QUEENS,NY
90888,34-50,72ND ST,QUEENS,NY
90905,34-52,72ND ST,QUEENS,NY
90934,35-14,72ND ST,QUEENS,NY
90995,35-24,72ND ST,QUEENS,NY
91053,35-34,72ND ST,QUEENS,NY
91070,35-36,72ND ST,QUEENS,NY
91085,35-38,72ND ST,QUEENS,NY
91110,35-42,72ND ST,QUEENS,NY
91125,35-44,72ND ST,QUEENS,NY
91154,35-48,72ND ST,QUEENS,NY
91169,35-50,72ND ST,QUEENS,NY
91204,35-54,72ND ST,QUEENS,NY
91219,35-56,72ND ST,QUEENS,NY
91232,35-58,72ND ST,QUEENS,NY
91257,37-14,72ND ST,QUEENS,NY
91284,37-18,72ND ST,QUEENS,NY
90006,33-11,72ND ST,QUEENS,NY
90077,33-17,72ND ST,QUEENS,NY
90105,33-19,72ND ST,QUEENS,NY
90128,33-21,72ND ST,QUEENS,NY
90156,33-23,72ND ST,QUEENS,NY
90180,33-25,72ND ST,QUEENS,NY
90208,33-27,72ND ST,QUEENS,NY
90235,33-29,72ND ST,QUEENS,NY
90261,33-31,72ND ST,QUEENS,NY
90286,33-33,72ND ST,QUEENS,NY
90336,33-37,72ND ST,QUEENS,NY
90361,33-39,72ND ST,QUEENS,NY
90389,33-41,72ND ST,QUEENS,NY
90417,33-43,72ND ST,QUEENS,NY
90435,33-45,72ND ST,QUEENS,NY
90514,34-13,72ND ST,QUEENS,NY
90527,34-15,72ND ST,QUEENS,NY
90546,34-17,72ND ST,QUEENS,NY
90562,34-19,72ND ST,QUEENS,NY
90585,34-21,72ND ST,QUEENS,NY
90605,34-23,72ND ST,QUEENS,NY
90625,34-25,72ND ST,QUEENS,NY
90642,34-27,72ND ST,QUEENS,NY
90660,34-29,72ND ST,QUEENS,NY
90677,34-31,72ND ST,QUEENS,NY
90699,34-33,72ND ST,QUEENS,NY
90723,34-35,72ND ST,QUEENS,NY
90745,34-37,72ND ST,QUEENS,NY
90765,34-39,72ND ST,QUEENS,NY
90786,34-41,72ND ST,QUEENS,NY
90811,34-43,72ND ST,QUEENS,NY
90834,34-45,72ND ST,QUEENS,NY
90854,34-47,72ND ST,QUEENS,NY
90878,34-49,72ND ST,QUEENS,NY
90922,35-05,72ND ST,QUEENS,NY
90931,35-11-15,72ND ST,QUEENS,NY
90971,35-19/21,72ND ST,QUEENS,NY
90994,35-23/27,72ND ST,QUEENS,NY
91030,35-29/33,72ND ST,QUEENS,NY
91060,35-35,72ND ST,QUEENS,NY
91079,35-37,72ND ST,QUEENS,NY
91105,35-41,72ND ST,QUEENS,NY
91116,35-43,72ND ST,QUEENS,NY
91149,35-47,72ND ST,QUEENS,NY
91164,35-49,72ND ST,QUEENS,NY
91199,35-53,72ND ST,QUEENS,NY
91228,35-57,72ND ST,QUEENS,NY
91264,37-15,72ND ST,QUEENS,NY
90092,33-18,73RD ST,QUEENS,NY
90115,33-20,73RD ST,QUEENS,NY
90143,33-22,73RD ST,QUEENS,NY
90166,33-24,73RD ST,QUEENS,NY
90195,33-26,73RD ST,QUEENS,NY
90221,33-28,73RD ST,QUEENS,NY
90247,33-30,73RD ST,QUEENS,NY
90273,33-32,73RD ST,QUEENS,NY
90301,33-34,73RD ST,QUEENS,NY
90326,33-36,73RD ST,QUEENS,NY
90348,33-38,73RD ST,QUEENS,NY
90375,33-40,73RD ST,QUEENS,NY
90402,33-42,73RD ST,QUEENS,NY
90447,33-46,73RD ST,QUEENS,NY
90519,34-14,73RD ST,QUEENS,NY
90538,34-16,73RD ST,QUEENS,NY
90554,34-18,73RD ST,QUEENS,NY
90571,34-20,73RD ST,QUEENS,NY
90596,34-22,73RD ST,QUEENS,NY
90613,34-24,73RD ST,QUEENS,NY
90634,34-26,73RD ST,QUEENS,NY
90652,34-28,73RD ST,QUEENS,NY
90667,34-30,73RD ST,QUEENS,NY
90688,34-32,73RD ST,QUEENS,NY
90710,34-34,73RD ST,QUEENS,NY
90733,34-36,73RD ST,QUEENS,NY
90754,34-38,73RD ST,QUEENS,NY
90775,34-40,73RD ST,QUEENS,NY
90799,34-42,73RD ST,QUEENS,NY
90822,34-44,73RD ST,QUEENS,NY
90842,34-46,73RD ST,QUEENS,NY
90866,34-48,73RD ST,QUEENS,NY
90889,34-50,73RD ST,QUEENS,NY
90906,34-52,73RD ST,QUEENS,NY
90916,34-56,73RD ST,QUEENS,NY
90924,35-06,73RD ST,QUEENS,NY
90972,35-20,73RD ST,QUEENS,NY
91031,35-30,73RD ST,QUEENS,NY
91111,35-42,73RD ST,QUEENS,NY
91155,35-48,73RD ST,QUEENS,NY
91162,35-48B,73RD ST,QUEENS,NY
91170,35-50,73RD ST,QUEENS,NY
91182,35-50D,73RD ST,QUEENS,NY
91190,35-52,73RD ST,QUEENS,NY
91196,35-52F,73RD ST,QUEENS,NY
91205,35-54,73RD ST,QUEENS,NY
91234,35-60,73RD ST,QUEENS,NY
91258,37-14,73RD ST,QUEENS,NY
91285,37-18,73RD ST,QUEENS,NY
91313,37-22,73RD ST,QUEENS,NY
91395,37-38,73RD ST,QUEENS,NY
91418,37-42,73RD ST,QUEENS,NY
90007,33-11,73RD ST,QUEENS,NY
90031,33-13,73RD ST,QUEENS,NY
90049,33-15,73RD ST,QUEENS,NY
90078,33-17,73RD ST,QUEENS,NY
90106,33-19,73RD ST,QUEENS,NY
90129,33-21,73RD ST,QUEENS,NY
90157,33-23,73RD ST,QUEENS,NY
90181,33-25,73RD ST,QUEENS,NY
90236,33-29,73RD ST,QUEENS,NY
90262,33-31,73RD ST,QUEENS,NY
90287,33-33,73RD ST,QUEENS,NY
90316,33-35,73RD ST,QUEENS,NY
90337,33-37,73RD ST,QUEENS,NY
90362,33-39,73RD ST,QUEENS,NY
90390,33-41,73RD ST,QUEENS,NY
90436,33-45,73RD ST,QUEENS,NY
90917,34-57,73RD ST,QUEENS,NY
91213,35-55,73RD ST,QUEENS,NY
91359,37-31,73RD ST,QUEENS,NY
90023,33-12,74TH ST,QUEENS,NY
90039,33-14,74TH ST,QUEENS,NY
90062,33-16,74TH ST,QUEENS,NY
90093,33-18,74TH ST,QUEENS,NY
90116,33-20,74TH ST,QUEENS,NY
90144,33-22,74TH ST,QUEENS,NY
90167,33-24,74TH ST,QUEENS,NY
90196,33-26,74TH ST,QUEENS,NY
90222,33-28,74TH ST,QUEENS,NY
90248,33-30,74TH ST,QUEENS,NY
90274,33-32,74TH ST,QUEENS,NY
90302,33-34,74TH ST,QUEENS,NY
90327,33-36,74TH ST,QUEENS,NY
90349,33-38,74TH ST,QUEENS,NY
90376,33-40,74TH ST,QUEENS,NY
90403,33-42,74TH ST,QUEENS,NY
90426,33-44,74TH ST,QUEENS,NY
90448,33-46,74TH ST,QUEENS,NY
90469,33-50,74TH ST,QUEENS,NY
90483,33-54,74TH ST,QUEENS,NY
90572,34-20,74TH ST,QUEENS,NY
90689,34-32,74TH ST,QUEENS,NY
90711,34-34,74TH ST,QUEENS,NY
90734,34-36,74TH ST,QUEENS,NY
90755,34-38,74TH ST,QUEENS,NY
90776,34-40,74TH ST,QUEENS,NY
90800,34-42,74TH ST,QUEENS,NY
90843,34-46,74TH ST,QUEENS,NY
90867,34-48,74TH ST,QUEENS,NY
90890,34-50,74TH ST,QUEENS,NY
90907,34-52,74TH ST,QUEENS,NY
90919,34-58,74TH ST,QUEENS,NY
91097,35-40,74TH ST,QUEENS,NY
91235,35-60,74TH ST,QUEENS,NY
90008,33-11,74TH ST,QUEENS,NY
90018,33-11A,74TH ST,QUEENS,NY
90050,33-15,74TH ST,QUEENS,NY
90079,33-17,74TH ST,QUEENS,NY
90107,33-19,74TH ST,QUEENS,NY
90130,33-21,74TH ST,QUEENS,NY
90158,33-23,74TH ST,QUEENS,NY
90182,33-25,74TH ST,QUEENS,NY
90209,33-27,74TH ST,QUEENS,NY
90237,33-29,74TH ST,QUEENS,NY
90263,33-31,74TH ST,QUEENS,NY
90288,33-33,74TH ST,QUEENS,NY
90317,33-35,74TH ST,QUEENS,NY
90338,33-37,74TH ST,QUEENS,NY
90363,33-39,74TH ST,QUEENS,NY
90391,33-41,74TH ST,QUEENS,NY
90418,33-43,74TH ST,QUEENS,NY
