uid,hn,street,boro,state
90437,33-45,74TH ST,QUEENS,NY
90459,33-47,74TH ST,QUEENS,NY
90466,33-49,74TH ST,QUEENS,NY
90487,33-55,74TH ST,QUEENS,NY
90528,34-15,74TH ST,QUEENS,NY
90643,34-27,74TH ST,QUEENS,NY
90724,34-35,74TH ST,QUEENS,NY
90746,34-37,74TH ST,QUEENS,NY
90787,34-41,74TH ST,QUEENS,NY
90812,34-43,74TH ST,QUEENS,NY
90835,34-45,74TH ST,QUEENS,NY
90879,34-49,74TH ST,QUEENS,NY
90898,34-51,74TH ST,QUEENS,NY
90002,33-10,75TH ST,QUEENS,NY
90040,33-14,75TH ST,QUEENS,NY
90063,33-16,75TH ST,QUEENS,NY
90094,33-18,75TH ST,QUEENS,NY
90117,33-20,75TH ST,QUEENS,NY
90145,33-22,75TH ST,QUEENS,NY
90168,33-24,75TH ST,QUEENS,NY
90197,33-26,75TH ST,QUEENS,NY
90223,33-28,75TH ST,QUEENS,NY
90249,33-30,75TH ST,QUEENS,NY
90275,33-32,75TH ST,QUEENS,NY
90303,33-34,75TH ST,QUEENS,NY
90328,33-36,75TH ST,QUEENS,NY
90350,33-38,75TH ST,QUEENS,NY
90377,33-40,75TH ST,QUEENS,NY
90404,33-42,75TH ST,QUEENS,NY
90427,33-44,75TH ST,QUEENS,NY
90449,33-46,75TH ST,QUEENS,NY
90464,33-48,75TH ST,QUEENS,NY
90470,33-50,75TH ST,QUEENS,NY
90475,33-52,75TH ST,QUEENS,NY
90484,33-54,75TH ST,QUEENS,NY
90489,33-56,75TH ST,QUEENS,NY
90492,33-58,75TH ST,QUEENS,NY
90507,34-10,75TH ST,QUEENS,NY
90573,34-20,75TH ST,QUEENS,NY
90614,34-24,75TH ST,QUEENS,NY
90635,34-26,75TH ST,QUEENS,NY
90668,34-30,75TH ST,QUEENS,NY
90690,34-32,75TH ST,QUEENS,NY
90712,34-34,75TH ST,QUEENS,NY
90735,34-36,75TH ST,QUEENS,NY
90756,34-38,75TH ST,QUEENS,NY
90801,34-42,75TH ST,QUEENS,NY
90823,34-44,75TH ST,QUEENS,NY
90844,34-46,75TH ST,QUEENS,NY
90868,34-48,75TH ST,QUEENS,NY
90908,34-52,75TH ST,QUEENS,NY
91086,35-38,75TH ST,QUEENS,NY
91098,35-40,75TH ST,QUEENS,NY
91126,35-44,75TH ST,QUEENS,NY
91156,35-48,75TH ST,QUEENS,NY
91171,35-50,75TH ST,QUEENS,NY
91627,,ST,QUEENS,NY
90009,33-11,75TH ST,QUEENS,NY
90032,33-13,75TH ST,QUEENS,NY
90051,33-15,75TH ST,QUEENS,NY
90080,33-17,75TH ST,QUEENS,NY
90108,33-19,75TH ST,QUEENS,NY
90131,33-21,75TH ST,QUEENS,NY
90159,33-23,75TH ST,QUEENS,NY
90183,33-25,75TH ST,QUEENS,NY
90210,33-27,75TH ST,QUEENS,NY
90238,33-29,75TH ST,QUEENS,NY
90264,33-31,75TH ST,QUEENS,NY
90289,33-33,75TH ST,QUEENS,NY
90318,33-35,75TH ST,QUEENS,NY
90339,33-37,75TH ST,QUEENS,NY
90364,33-39,75TH ST,QUEENS,NY
90392,33-41,75TH ST,QUEENS,NY
90419,33-43,75TH ST,QUEENS,NY
90438,33-45,75TH ST,QUEENS,NY
90460,33-47,75TH ST,QUEENS,NY
90467,33-49,75TH ST,QUEENS,NY
90472,33-51,75TH ST,QUEENS,NY
90480,33-53,75TH ST,QUEENS,NY
90488,33-55,75TH ST,QUEENS,NY
90491,33-57,75TH ST,QUEENS,NY
90494,34-01,75TH ST,QUEENS,NY
90496,34-03,75TH ST,QUEENS,NY
90498,34-05,75TH ST,QUEENS,NY
90503,34-07,75TH ST,QUEENS,NY
90505,34-09,75TH ST,QUEENS,NY
90511,34-11,75TH ST,QUEENS,NY
90529,34-15,75TH ST,QUEENS,NY
90547,34-17,75TH ST,QUEENS,NY
90563,34-19,75TH ST,QUEENS,NY
90586,34-21,75TH ST,QUEENS,NY
90626,34-25,75TH ST,QUEENS,NY
90644,34-27,75TH ST,QUEENS,NY
90678,34-31,75TH ST,QUEENS,NY
90700,34-33,75TH ST,QUEENS,NY
90747,34-37,75TH ST,QUEENS,NY
90766,34-39,75TH ST,QUEENS,NY
90788,34-41,75TH ST,QUEENS,NY
90813,34-43,75TH ST,QUEENS,NY
90855,34-47,75TH ST,QUEENS,NY
90880,34-49,75TH ST,QUEENS,NY
90899,34-51,75TH ST,QUEENS,NY
90939,35-15,75TH ST,QUEENS,NY
91061,35-35,75TH ST,QUEENS,NY
91628,,ST,QUEENS,NY
90024,33-12,76TH ST,QUEENS,NY
90041,33-14,76TH ST,QUEENS,NY
90064,33-16,76TH ST,QUEENS,NY
90095,33-18,76TH ST,QUEENS,NY
90118,33-20,76TH ST,QUEENS,NY
90146,33-22,76TH ST,QUEENS,NY
90169,33-24,76TH ST,QUEENS,NY
90198,33-26,76TH ST,QUEENS,NY
90224,33-28,76TH ST,QUEENS,NY
90250,33-30,76TH ST,QUEENS,NY
90276,33-32,76TH ST,QUEENS,NY
90304,33-34,76TH ST,QUEENS,NY
90329,33-36,76TH ST,QUEENS,NY
90351,33-38,76TH ST,QUEENS,NY
90378,33-40,76TH ST,QUEENS,NY
90405,33-42,76TH ST,QUEENS,NY
90428,33-44,76TH ST,QUEENS,NY
90450,33-46,76TH ST,QUEENS,NY
90465,33-48,76TH ST,QUEENS,NY
90471,33-50,76TH ST,QUEENS,NY
90476,33-52,76TH ST,QUEENS,NY
90485,33-54,76TH ST,QUEENS,NY
90490,33-56,76TH ST,QUEENS,NY
90493,33-58,76TH ST,QUEENS,NY
90495,34-02,76TH ST,QUEENS,NY
90497,34-04,76TH ST,QUEENS,NY
90499,34-06,76TH ST,QUEENS,NY
90504,34-08,76TH ST,QUEENS,NY
90508,34-10,76TH ST,QUEENS,NY
90513,34-12,76TH ST,QUEENS,NY
90539,34-16,76TH ST,QUEENS,NY
90555,34-18,76TH ST,QUEENS,NY
90574,34-20,76TH ST,QUEENS,NY
90597,34-22,76TH ST,QUEENS,NY
90615,34-24,76TH ST,QUEENS,NY
90636,34-26,76TH ST,QUEENS,NY
90653,34-28,76TH ST,QUEENS,NY
90691,34-32,76TH ST,QUEENS,NY
90713,34-34,76TH ST,QUEENS,NY
90736,34-36,76TH ST,QUEENS,NY
90777,34-40,76TH ST,QUEENS,NY
90802,34-42,76TH ST,QUEENS,NY
90824,34-44,76TH ST,QUEENS,NY
90845,34-46,76TH ST,QUEENS,NY
90869,34-48,76TH ST,QUEENS,NY
90909,34-52,76TH ST,QUEENS,NY
90949,35-16,76TH ST,QUEENS,NY
91071,35-36,76TH ST,QUEENS,NY
90184,33-25,76TH ST,QUEENS,NY
90319,33-35,76TH ST,QUEENS,NY
90725,34-35,76TH ST,QUEENS,NY
90932,35-13,76TH ST,QUEENS,NY
90965,35-19,76TH ST,QUEENS,NY
91011,35-27,76TH ST,QUEENS,NY
91047,35-33,76TH ST,QUEENS,NY
91106,35-41,76TH ST,QUEENS,NY
91165,35-49,76TH ST,QUEENS,NY
91214,35-55,76TH ST,QUEENS,NY
90935,35-14,77TH ST,QUEENS,NY
90973,35-20,77TH ST,QUEENS,NY
91019,35-28,77TH ST,QUEENS,NY
91054,35-34,77TH ST,QUEENS,NY
91112,35-42,77TH ST,QUEENS,NY
91172,35-50,77TH ST,QUEENS,NY
91220,35-56,77TH ST,QUEENS,NY
91634,,ST,QUEENS,NY
90170,33-24,77TH ST,QUEENS,NY
90305,33-34,77TH ST,QUEENS,NY
90616,34-24,77TH ST,QUEENS,NY
90714,34-34,77TH ST,QUEENS,NY
90825,34-44,77TH ST,QUEENS,NY
90010,33-11,77TH ST,QUEENS,NY
90011,33-11,77TH ST,QUEENS,NY
90587,34-21,77TH ST,QUEENS,NY
90789,34-41,77TH ST,QUEENS,NY
91000,35-25,77TH ST,QUEENS,NY
91200,35-53,77TH ST,QUEENS,NY
91360,37-31,77TH ST,QUEENS,NY
91370,37-33,77TH ST,QUEENS,NY
91390,37-37,77TH ST,QUEENS,NY
91400,37-39,77TH ST,QUEENS,NY
91410,37-41,77TH ST,QUEENS,NY
91425,37-43,77TH ST,QUEENS,NY
91436,37-45,77TH ST,QUEENS,NY
91494,37-55,77TH ST,QUEENS,NY
90575,34-20,78TH ST,QUEENS,NY
90669,34-30,78TH ST,QUEENS,NY
90778,34-40,78TH ST,QUEENS,NY
91005,35-26,78TH ST,QUEENS,NY
91173,35-50,78TH ST,QUEENS,NY
91365,37-32,78TH ST,QUEENS,NY
91376,37-34,78TH ST,QUEENS,NY
91396,37-38,78TH ST,QUEENS,NY
91406,37-40,78TH ST,QUEENS,NY
91419,37-42,78TH ST,QUEENS,NY
91432,37-44,78TH ST,QUEENS,NY
91451,37-48,78TH ST,QUEENS,NY
91461,37-50,78TH ST,QUEENS,NY
91478,37-52,78TH ST,QUEENS,NY
91489,37-54,78TH ST,QUEENS,NY
91514,37-58,78TH ST,QUEENS,NY
91523,37-60,78TH ST,QUEENS,NY
90588,34-21,78TH ST,QUEENS,NY
90790,34-41,78TH ST,QUEENS,NY
90576,34-20,79TH ST,Queens,NY
90779,34-40,79TH ST,QUEENS,NY
91650,78-12,34TH AVE,QUEENS,NY
91648,78-11,35TH AVENUE 11372,Queens,NY
91653,,ST,QUEENS,NY
90940,35-15,78TH ST,QUEENS,NY
91001,35-25,78TH ST,QUEENS,NY
91037,35-31,78TH ST,QUEENS,NY
91080,35-37,78TH ST,QUEENS,NY
91133,35-45,78TH ST,QUEENS,NY
91215,35-55,78TH ST,QUEENS,NY
90950,35-16,79TH ST,QUEENS,NY
91006,35-26,79TH ST,QUEENS,NY
91072,35-36,79TH ST,QUEENS,NY
91143,35-46,79TH ST,QUEENS,NY
91221,35-56,79TH ST,QUEENS,NY
91654,,ST,QUEENS,NY
91244,37-11,78TH ST,QUEENS,NY
91266,37-15,78TH ST,QUEENS,NY
91279,37-17,78TH ST,QUEENS,NY
91292,37-19,78TH ST,QUEENS,NY
91305,37-21,78TH ST,QUEENS,NY
91321,37-23,78TH ST,QUEENS,NY
91328,37-25,78TH ST,QUEENS,NY
91337,37-27,78TH ST,QUEENS,NY
91353,37-29,78TH ST,QUEENS,NY
91361,37-31,78TH ST,QUEENS,NY
91371,37-33,78TH ST,QUEENS,NY
91381,37-35,78TH ST,QUEENS,NY
91391,37-37,78TH ST,QUEENS,NY
91401,37-39,78TH ST,QUEENS,NY
91411,37-41,78TH ST,QUEENS,NY
91426,37-43,78TH ST,QUEENS,NY
91437,37-45,78TH ST,QUEENS,NY
91447,37-47,78TH ST,QUEENS,NY
91455,37-49,78TH ST,QUEENS,NY
91470,37-51,78TH ST,QUEENS,NY
91485,37-53,78TH ST,QUEENS,NY
91495,37-55,78TH ST,QUEENS,NY
91507,37-57,78TH ST,QUEENS,NY
90065,33-16,79TH ST,QUEENS,NY
91259,37-14,79TH ST,QUEENS,NY
91274,37-16,79TH ST,QUEENS,NY
91286,37-18,79TH ST,QUEENS,NY
91298,37-20,79TH ST,QUEENS,NY
91314,37-22,79TH ST,QUEENS,NY
91324,37-24,79TH ST,QUEENS,NY
91333,37-26,79TH ST,QUEENS,NY
91346,37-28,79TH ST,QUEENS,NY
91356,37-30,79TH ST,QUEENS,NY
91366,37-32,79TH ST,QUEENS,NY
91377,37-34,79TH ST,QUEENS,NY
91385,37-36,79TH ST,QUEENS,NY
91397,37-38,79TH ST,QUEENS,NY
91407,37-40,79TH ST,QUEENS,NY
91420,37-42,79TH ST,QUEENS,NY
91433,37-44,79TH ST,QUEENS,NY
91441,37-46,79TH ST,QUEENS,NY
91452,37-48,79TH ST,QUEENS,NY
91462,37-50,79TH ST,QUEENS,NY
91479,37-52,79TH ST,QUEENS,NY
91490,37-54,79TH ST,QUEENS,NY
91501,37-56,79TH ST,QUEENS,NY
91515,37-58,79TH ST,QUEENS,NY
90290,33-33,79TH ST,QUEENS,NY
90645,34-27,79TH ST,QUEENS,NY
90701,34-33,79TH ST,QUEENS,NY
90791,34-41,79TH ST,QUEENS,NY
90881,34-49,79TH ST,QUEENS,NY
90654,34-28,80TH ST,QUEENS,NY
90715,34-34,80TH ST,QUEENS,NY
90803,34-42,80TH ST,QUEENS,NY
90891,34-50,80TH ST,QUEENS,NY
91664,,ST,QUEENS,NY
91412,37-41,79TH ST,QUEENS,NY
91438,37-45,79TH ST,QUEENS,NY
91421,37-42,80TH ST,QUEENS,NY
91442,37-46,80TH ST,QUEENS,NY
91471,37-51,79TH ST,QUEENS,NY
91496,37-55,79TH ST,QUEENS,NY
91480,37-52,80TH ST,QUEENS,NY
91502,37-56,80TH ST,QUEENS,NY
90978,35-21,79TH ST,QUEENS,NY
91134,35-45,79TH ST,QUEENS,NY
91267,37-15,79TH ST,QUEENS,NY
91306,37-21,79TH ST,QUEENS,NY
91338,37-27,79TH ST,QUEENS,NY
91362,37-31,79TH ST,QUEENS,NY
91275,37-16,80TH ST,QUEENS,NY
91315,37-22,80TH ST,QUEENS,NY
91347,37-28,80TH ST,QUEENS,NY
91367,37-32,80TH ST,QUEENS,NY
91665,,ST,QUEENS,NY
91663,,ST,QUEENS,NY
90951,35-16,80TH ST,QUEENS,NY
90984,35-22,80TH ST,QUEENS,NY
91020,35-28,80TH ST,QUEENS,NY
91073,35-36,80TH ST,QUEENS,NY
91113,35-42,80TH ST,QUEENS,NY
91157,35-48,80TH ST,QUEENS,NY
91206,35-54,80TH ST,QUEENS,NY
91673,,ST,QUEENS,NY
90052,33-15,80TH ST,QUEENS,NY
90211,33-27,80TH ST,QUEENS,NY
90365,33-39,80TH ST,QUEENS,NY
90473,33-51,80TH ST,QUEENS,NY
90066,33-16,81ST ST,QUEENS,NY
90225,33-28,81ST ST,QUEENS,NY
90379,33-40,81ST ST,QUEENS,NY
90477,33-52,81ST ST,QUEENS,NY
91674,,ST,QUEENS,NY
90515,34-13,80TH ST,QUEENS,NY
90589,34-21,80TH ST,QUEENS,NY
90661,34-29,80TH ST,QUEENS,NY
90679,34-31,80TH ST,QUEENS,NY
90748,34-37,80TH ST,QUEENS,NY
90856,34-47,80TH ST,QUEENS,NY
90500,34-06,81ST ST,QUEENS,NY
90520,34-14,81ST ST,QUEENS,NY
90598,34-22,81ST ST,QUEENS,NY
90670,34-30,81ST ST,QUEENS,NY
90757,34-38,81ST ST,QUEENS,NY
90870,34-48,81ST ST,QUEENS,NY
91773,8OTH,ST,QUEENS,NY
90941,35-15,80TH ST,QUEENS,NY
90979,35-21,80TH ST,QUEENS,NY
91025,35-29,80TH ST,QUEENS,NY
91062,35-35,80TH ST,QUEENS,NY
91117,35-43,80TH ST,QUEENS,NY
91166,35-49,80TH ST,QUEENS,NY
91216,35-55,80TH ST,QUEENS,NY
91675,,ST,QUEENS,NY
91307,37-21,80TH ST,QUEENS,NY
91372,37-33,80TH ST,QUEENS,NY
91427,37-43,80TH ST,QUEENS,NY
91472,37-51,80TH ST,QUEENS,NY
91508,37-57,80TH ST,QUEENS,NY
91032,35-30,81ST ST,QUEENS,NY
91174,35-50,81ST ST,QUEENS,NY
91299,37-20,81ST ST,QUEENS,NY
91357,37-30,81ST ST,QUEENS,NY
91408,37-40,81ST ST,QUEENS,NY
91443,37-46,81ST ST,QUEENS,NY
91463,37-50,81ST ST,QUEENS,NY
91491,37-54,81ST ST,QUEENS,NY
91516,37-58,81ST ST,QUEENS,NY
90053,33-15,81ST ST,QUEENS,NY
90185,33-25,81ST ST,QUEENS,NY
90320,33-35,81ST ST,QUEENS,NY
90680,34-31,81ST ST,QUEENS,NY
90980,35-21,81ST ST,QUEENS,NY
91012,35-27,81ST ST,QUEENS,NY
91135,35-45,81ST ST,QUEENS,NY
91184,35-51,81ST ST,QUEENS,NY
91233,35-59,81ST ST,QUEENS,NY
91268,37-15,81ST ST,QUEENS,NY
91329,37-25,81ST ST,QUEENS,NY
91413,37-41,81ST ST,QUEENS,NY
91497,37-55,81ST ST,QUEENS,NY
91509,37-57,81ST ST,QUEENS,NY
91520,37-59,81ST ST,QUEENS,NY
91528,37-61,81ST ST,QUEENS,NY
91529,37-63,81ST ST,QUEENS,NY
90067,33-16,82ND ST,QUEENS,NY
90199,33-26,82ND ST,QUEENS,NY
90501,34-06,82ND ST,QUEENS,NY
90617,34-24,82ND ST,QUEENS,NY
90826,34-44,82ND ST,QUEENS,NY
90952,35-16,82ND ST,QUEENS,NY
90974,35-20,82ND ST,QUEENS,NY
91007,35-26,82ND ST,QUEENS,NY
91033,35-30,82ND ST,QUEENS,NY
91099,35-40,82ND ST,QUEENS,NY
91175,35-50,82ND ST,QUEENS,NY
91242,37-02-08,82ND ST,QUEENS,NY
91255,37-12-32,82ND ST,QUEENS,NY
91434,37-44,82ND ST,QUEENS,NY
91446,37-46-50,82ND ST,QUEENS,NY
91484,37-52-58,82ND ST,QUEENS,NY
91524,37-60,82ND ST,QUEENS,NY
91530,37-66,82ND ST,QUEENS,NY
90001,33-05,82ND ST,QUEENS,NY
90012,33-11,82ND ST,QUEENS,NY
90081,33-17,82ND ST,QUEENS,NY
90132,33-21,82ND ST,QUEENS,NY
90291,33-33,82ND ST,QUEENS,NY
90481,33-53,82ND ST,QUEENS,NY
90486,33-54,83RD ST,QUEENS,NY
90627,34-25,82ND ST,QUEENS,NY
90918,34-57,82ND ST,QUEENS,NY
91063,35-35,82ND ST,QUEENS,NY
91136,35-45,82ND ST,QUEENS,NY
91185,35-51,82ND ST,QUEENS,NY
91241,37-01-07,82ND ST,QUEENS,NY
90681,34-31,82ND ST,QUEENS,NY
90726,34-35,82ND ST,QUEENS,NY
90767,34-39,82ND ST,QUEENS,NY
90814,34-43,82ND ST,QUEENS,NY
90857,34-47,82ND ST,QUEENS,NY
90900,34-51,82ND ST,QUEENS,NY
91250,37-11-39,82ND ST,QUEENS,NY
91414,37-41,82ND ST,QUEENS,NY
91448,37-47,82ND ST,QUEENS,NY
91456,37-49,82ND ST,QUEENS,NY
91473,37-51,82ND ST,QUEENS,NY
91486,37-53,82ND ST,QUEENS,NY
91498,37-55,82ND ST,QUEENS,NY
91510,37-57,82ND ST,QUEENS,NY
91521,37-59,82ND ST,QUEENS,NY
90096,33-18,83RD ST,QUEENS,NY
90119,33-20,83RD ST,QUEENS,NY
90147,33-22,83RD ST,QUEENS,NY
90171,33-24,83RD ST,QUEENS,NY
90200,33-26,83RD ST,QUEENS,NY
90226,33-28,83RD ST,QUEENS,NY
90251,33-30,83RD ST,QUEENS,NY
90277,33-32,83RD ST,QUEENS,NY
90306,33-34,83RD ST,QUEENS,NY
90352,33-38,83RD ST,QUEENS,NY
90380,33-40,83RD ST,QUEENS,NY
90406,33-42,83RD ST,QUEENS,NY
90429,33-44,83RD ST,QUEENS,NY
90577,34-20,83RD ST,QUEENS,NY
90692,34-32,83RD ST,QUEENS,NY
90716,34-34,83RD ST,QUEENS,NY
90737,34-36,83RD ST,QUEENS,NY
90758,34-38,83RD ST,QUEENS,NY
90780,34-40,83RD ST,QUEENS,NY
90804,34-42,83RD ST,QUEENS,NY
90827,34-44,83RD ST,QUEENS,NY
90846,34-46,83RD ST,QUEENS,NY
90871,34-48,83RD ST,QUEENS,NY
90892,34-50,83RD ST,QUEENS,NY
91100,35-40,83RD ST,QUEENS,NY
91207,35-54,83RD ST,QUEENS,NY
91276,37-16,83RD ST,QUEENS,NY
91300,37-20,83RD ST,QUEENS,NY
91464,37-50,83RD ST,QUEENS,NY
91444,37-46,83RD ST,QUEENS,NY
91453,37-48,83RD ST,QUEENS,NY
91465,37-50,83RD ST,QUEENS,NY
91481,37-52,83RD ST,QUEENS,NY
91492,37-54,83RD ST,QUEENS,NY
91503,37-56,83RD ST,QUEENS,NY
91517,37-58,83RD ST,QUEENS,NY
91525,37-60,83RD ST,QUEENS,NY
90082,33-17,83RD ST,QUEENS,NY
90133,33-21,83RD ST,QUEENS,NY
90186,33-25,83RD ST,QUEENS,NY
90212,33-27,83RD ST,QUEENS,NY
90292,33-33,83RD ST,QUEENS,NY
90340,33-37,83RD ST,QUEENS,NY
90393,33-41,83RD ST,QUEENS,NY
90420,33-43,83RD ST,QUEENS,NY
90468,33-49,83RD ST,QUEENS,NY
90506,34-09,83RD ST,QUEENS,NY
90509,34-10,84TH ST,QUEENS,NY
90530,34-15,83RD ST,QUEENS,NY
90564,34-19,83RD ST,QUEENS,NY
90590,34-21,83RD ST,QUEENS,NY
90606,34-23,83RD ST,QUEENS,NY
90628,34-25,83RD ST,QUEENS,NY
90662,34-29,83RD ST,QUEENS,NY
90682,34-31,83RD ST,QUEENS,NY
90702,34-33,83RD ST,QUEENS,NY
90727,34-35,83RD ST,QUEENS,NY
90749,34-37,83RD ST,QUEENS,NY
90792,34-41,83RD ST,QUEENS,NY
90815,34-43,83RD ST,QUEENS,NY
90836,34-45,83RD ST,QUEENS,NY
90858,34-47,83RD ST,QUEENS,NY
90901,34-51,83RD ST,QUEENS,NY
91048,35-33,83RD ST,QUEENS,NY
91711,,ST,QUEENS,NY
91167,35-49,83RD ST,QUEENS,NY
91269,37-15,83RD ST,QUEENS,NY
91293,37-19,83RD ST,QUEENS,NY
91322,37-23,83RD ST,QUEENS,NY
91373,37-33,83RD ST,QUEENS,NY
91392,37-37,83RD ST,QUEENS,NY
91415,37-41,83RD ST,QUEENS,NY
91457,37-49,83RD ST,QUEENS,NY
91487,37-53,83RD ST,QUEENS,NY
91511,37-57,83RD ST,QUEENS,NY
91712,,ST,QUEENS,NY
90045,33-14-16,84TH ST,QUEENS,NY
90101,33-18-20,84TH ST,QUEENS,NY
90152,33-22-24,84TH ST,QUEENS,NY
90205,33-26-28,84TH ST,QUEENS,NY
90257,33-30/32,84TH ST,QUEENS,NY
90312,33-34/36,84TH ST,QUEENS,NY
90357,33-38/40,84TH ST,QUEENS,NY
90413,33-42/44,84TH ST,QUEENS,NY
90456,33-46-48,84TH ST,QUEENS,NY
90540,34-16,84TH ST,QUEENS,NY
90578,34-20,84TH ST,QUEENS,NY
90599,34-22,84TH ST,QUEENS,NY
90618,34-24,84TH ST,QUEENS,NY
90637,34-26,84TH ST,QUEENS,NY
90671,34-30,84TH ST,QUEENS,NY
90693,34-32,84TH ST,QUEENS,NY
90717,34-34,84TH ST,QUEENS,NY
90738,34-36,84TH ST,QUEENS,NY
90759,34-38,84TH ST,QUEENS,NY
90805,34-42,84TH ST,QUEENS,NY
90828,34-44,84TH ST,QUEENS,NY
90847,34-46,84TH ST,QUEENS,NY
90872,34-48,84TH ST,QUEENS,NY
90910,34-52,84TH ST,QUEENS,NY
91055,35-34,84TH ST,QUEENS,NY
91144,35-46,84TH ST,QUEENS,NY
91158,35-48,84TH ST,QUEENS,NY
91176,35-50,84TH ST,QUEENS,NY
91191,35-52,84TH ST,QUEENS,NY
91208,35-54,84TH ST,QUEENS,NY
91277,37-16,84TH ST,QUEENS,NY
91301,37-20,84TH ST,QUEENS,NY
91325,37-24,84TH ST,QUEENS,NY
91378,37-34,84TH ST,QUEENS,NY
91398,37-38,84TH ST,QUEENS,NY
91422,37-42,84TH ST,QUEENS,NY
91466,37-50,84TH ST,QUEENS,NY
91493,37-54,84TH ST,QUEENS,NY
91518,37-58,84TH ST,QUEENS,NY
90054,33-15,84TH ST,QUEENS,NY
90083,33-17,84TH ST,QUEENS,NY
90160,33-23,84TH ST,QUEENS,NY
90187,33-25,84TH ST,QUEENS,NY
90239,33-29,84TH ST,QUEENS,NY
90265,33-31,84TH ST,QUEENS,NY
90321,33-35,84TH ST,QUEENS,NY
90366,33-39,84TH ST,QUEENS,NY
90394,33-41,84TH ST,QUEENS,NY
90439,33-45,84TH ST,QUEENS,NY
90474,33-51,84TH ST,QUEENS,NY
90512,34-11,84TH ST,QUEENS,NY
90531,34-15,84TH ST,QUEENS,NY
90548,34-17,84TH ST,QUEENS,NY
90591,34-21,84TH ST,QUEENS,NY
90607,34-23,84TH ST,QUEENS,NY
90629,34-25,84TH ST,QUEENS,NY
90646,34-27,84TH ST,QUEENS,NY
90683,34-31,84TH ST,QUEENS,NY
90703,34-33,84TH ST,QUEENS,NY
90750,34-37,84TH ST,QUEENS,NY
90768,34-39,84TH ST,QUEENS,NY
90793,34-41,84TH ST,QUEENS,NY
90837,34-45,84TH ST,QUEENS,NY
90859,34-47,84TH ST,QUEENS,NY
90883,34-49,84TH ST,QUEENS,NY
90902,34-51,84TH ST,QUEENS,NY
90942,35-15,84TH ST,QUEENS,NY
91118,35-43,84TH ST,QUEENS,NY
91245,37-11,84TH ST,QUEENS,NY
91280,37-17,84TH ST,QUEENS,NY
91308,37-21,84TH ST,QUEENS,NY
91339,37-27,84TH ST,QUEENS,NY
91374,37-33,84TH ST,QUEENS,NY
91402,37-39,84TH ST,QUEENS,NY
91439,37-45,84TH ST,QUEENS,NY
91474,37-51,84TH ST,QUEENS,NY
91499,37-55,84TH ST,QUEENS,NY
91522,37-59,84TH ST,QUEENS,NY
91251,37-12,85TH ST,QUEENS,NY
91287,37-18,85TH ST,QUEENS,NY
91316,37-22,85TH ST,QUEENS,NY
91348,37-28,85TH ST,QUEENS,NY
91379,37-34,85TH ST,QUEENS,NY
91409,37-40,85TH ST,QUEENS,NY
91445,37-46,85TH ST,QUEENS,NY
91482,37-52,85TH ST,QUEENS,NY
91504,37-56,85TH ST,QUEENS,NY
91526,37-60,85TH ST,QUEENS,NY
91720,,ST,QUEENS,NY
90025,33-12,85TH ST,QUEENS,NY
90042,33-14,85TH ST,QUEENS,NY
90068,33-16,85TH ST,QUEENS,NY
90097,33-18,85TH ST,QUEENS,NY
90120,33-20,85TH ST,QUEENS,NY
90172,33-24,85TH ST,QUEENS,NY
90201,33-26,85TH ST,QUEENS,NY
90227,33-28,85TH ST,QUEENS,NY
90252,33-30,85TH ST,QUEENS,NY
90278,33-32,85TH ST,QUEENS,NY
90330,33-36,85TH ST,QUEENS,NY
90353,33-38,85TH ST,QUEENS,NY
90381,33-40,85TH ST,QUEENS,NY
90407,33-42,85TH ST,QUEENS,NY
90430,33-44,85TH ST,QUEENS,NY
90478,33-52,85TH ST,QUEENS,NY
90521,34-14,85TH ST,QUEENS,NY
90541,34-16,85TH ST,QUEENS,NY
90556,34-18,85TH ST,QUEENS,NY
90579,34-20,85TH ST,QUEENS,NY
90619,34-24,85TH ST,QUEENS,NY
90638,34-26,85TH ST,QUEENS,NY
90655,34-28,85TH ST,QUEENS,NY
90672,34-30,85TH ST,QUEENS,NY
90718,34-34,85TH ST,QUEENS,NY
90739,34-36,85TH ST,QUEENS,NY
90760,34-38,85TH ST,QUEENS,NY
90781,34-40,85TH ST,QUEENS,NY
90829,34-44,85TH ST,QUEENS,NY
90848,34-46,85TH ST,QUEENS,NY
90893,34-50,85TH ST,QUEENS,NY
90911,34-52,85TH ST,QUEENS,NY
90953,35-16,85TH ST,QUEENS,NY
91177,35-50,85TH ST,QUEENS,NY
90013,33-11,85TH ST,QUEENS,NY
90055,33-15,85TH ST,QUEENS,NY
90084,33-17,85TH ST,QUEENS,NY
90134,33-21,85TH ST,QUEENS,NY
90161,33-23,85TH ST,QUEENS,NY
90213,33-27,85TH ST,QUEENS,NY
90240,33-29,85TH ST,QUEENS,NY
90293,33-33,85TH ST,QUEENS,NY
90322,33-35,85TH ST,QUEENS,NY
90367,33-39,85TH ST,QUEENS,NY
90395,33-41,85TH ST,QUEENS,NY
90440,33-45,85TH ST,QUEENS,NY
90794,34-41,85TH ST,QUEENS,NY
90929,35-11,85TH ST,QUEENS,NY
91038,35-31,85TH ST,QUEENS,NY
91186,35-51,85TH ST,QUEENS,NY
91237,35-65,85TH ST,QUEENS,NY
91256,37-13,85TH ST,QUEENS,NY
91309,37-21,85TH ST,QUEENS,NY
91340,37-27,85TH ST,QUEENS,NY
91382,37-35,85TH ST,QUEENS,NY
