id,address,proj,address_cln_1,address_cln_2
8101.007955,"33-10 75TH ST, QUEENS NY",jh,33-10 75TH ST,33-10 75TH ST
8101.007956,"33-14 75TH ST, QUEENS NY",jh,33-14 75TH ST,33-14 75TH ST
8101.007957,"33-16 75TH ST, QUEENS NY",jh,33-16 75TH ST,33-16 75TH ST
8101.007958,"33-18 75TH ST, QUEENS NY",jh,33-18 75TH ST,33-18 75TH ST
8101.007959,"33-20 75TH ST, QUEENS NY",jh,33-20 75TH ST,33-20 75TH ST
8101.00796,"33-22 75TH ST, QUEENS NY",jh,33-22 75TH ST,33-22 75TH ST
8101.007961,"33-24 75TH ST, QUEENS NY",jh,33-24 75TH ST,33-24 75TH ST
8101.007962,"33-26 75TH ST, QUEENS NY",jh,33-26 75TH ST,33-26 75TH ST
8101.007963,"33-28 75TH ST, QUEENS NY",jh,33-28 75TH ST,33-28 75TH ST
8101.007964,"33-30 75TH ST, QUEENS NY",jh,33-30 75TH ST,33-30 75TH ST
8101.007965,"33-32 75TH ST, QUEENS NY",jh,33-32 75TH ST,33-32 75TH ST
8101.007966,"33-34 75TH ST, QUEENS NY",jh,33-34 75TH ST,33-34 75TH ST
8101.007967,"33-36 75TH ST, QUEENS NY",jh,33-36 75TH ST,33-36 75TH ST
8101.007968,"33-38 75TH ST, QUEENS NY",jh,33-38 75TH ST,33-38 75TH ST
8101.007969,"33-40 75TH ST, QUEENS NY",jh,33-40 75TH ST,33-40 75TH ST
8101.00797,"33-42 75TH ST, QUEENS NY",jh,33-42 75TH ST,33-42 75TH ST
8101.007971,"33-44 75TH ST, QUEENS NY",jh,33-44 75TH ST,33-44 75TH ST
8101.007972,"33-46 75TH ST, QUEENS NY",jh,33-46 75TH ST,33-46 75TH ST
8101.007973,"33-48 75TH ST, QUEENS NY",jh,33-48 75TH ST,33-48 75TH ST
8101.007974,"33-50 75TH ST, QUEENS NY",jh,33-50 75TH ST,33-50 75TH ST
8101.007975,"33-52 75TH ST, QUEENS NY",jh,33-52 75TH ST,33-52 75TH ST
8101.007976,"33-54 75TH ST, QUEENS NY",jh,33-54 75TH ST,33-54 75TH ST
8101.007977,"33-56 75TH ST, QUEENS NY",jh,33-56 75TH ST,33-56 75TH ST
8101.007978,"33-58 75TH ST, QUEENS NY",jh,33-58 75TH ST,33-58 75TH ST
8101.007979,"34-10 75TH ST, QUEENS NY",jh,34-10 75TH ST,34-10 75TH ST
8101.00798,"34-20 75TH ST, Queens",lg,34-20 75TH ST,34-20 75TH ST
8101.00798,"34-20 75TH ST, QUEENS NY",jh,34-20 75TH ST,34-20 75TH ST
8101.007981,"34-24 75TH ST, QUEENS NY",jh,34-24 75TH ST,34-24 75TH ST
8101.007982,"34-26 75TH ST, QUEENS NY",jh,34-26 75TH ST,34-26 75TH ST
8101.007983,"34-30 75TH ST, QUEENS NY",jh,34-30 75TH ST,34-30 75TH ST
8101.007984,"34-32 75TH ST, QUEENS NY",jh,34-32 75TH ST,34-32 75TH ST
8101.007984,"34-32 75TH ST, Queens",lg,34-32 75TH ST,34-32 75TH ST
8101.007985,"34-34 75TH ST, Queens",lg,34-34 75TH ST,34-34 75TH ST
8101.007985,"34-34 75TH ST, QUEENS NY",jh,34-34 75TH ST,34-34 75TH ST
8101.007986,"34-36 75TH ST, QUEENS NY",jh,34-36 75TH ST,34-36 75TH ST
8101.007986,"34-36 75TH ST, Queens",lg,34-36 75TH ST,34-36 75TH ST
8101.007987,"34-38 75TH ST, QUEENS NY",jh,34-38 75TH ST,34-38 75TH ST
8101.007988,"34-42 75TH ST, QUEENS NY",jh,34-42 75TH ST,34-42 75TH ST
8101.007988,"34-42 75TH ST, Queens",lg,34-42 75TH ST,34-42 75TH ST
8101.007989,"34-44 75TH ST, QUEENS NY",jh,34-44 75TH ST,34-44 75TH ST
8101.00799,"34-46 75TH ST, QUEENS NY",jh,34-46 75TH ST,34-46 75TH ST
8101.00799,"34-46 75TH ST, Queens",lg,34-46 75TH ST,34-46 75TH ST
8101.007991,"34-48 75TH ST, QUEENS NY",jh,34-48 75TH ST,34-48 75TH ST
8101.007992,"34-52 75TH ST, QUEENS NY",jh,34-52 75TH ST,34-52 75TH ST
8101.007993,"35-38 75TH ST, QUEENS NY",jh,35-38 75TH ST,35-38 75TH ST
8101.007994,"35-40 75TH ST, QUEENS NY",jh,35-40 75TH ST,35-40 75TH ST
8101.007995,"35-44 75TH ST, QUEENS NY",jh,35-44 75TH ST,35-44 75TH ST
8101.007996,"35-48 75TH ST, QUEENS NY",jh,35-48 75TH ST,35-48 75TH ST
8101.007997,"35-50 75TH ST, QUEENS NY",jh,35-50 75TH ST,35-50 75TH ST
8101.007998,"75TH ST, QUEENS NY",jh,75TH ST,75TH ST
8101.007999,"33-11 75TH ST, QUEENS NY",jh,33-11 75TH ST,33-11 75TH ST
8101.008,"33-13 75TH ST, QUEENS NY",jh,33-13 75TH ST,33-13 75TH ST
8101.008001,"33-15 75TH ST, QUEENS NY",jh,33-15 75TH ST,33-15 75TH ST
8101.008002,"33-17 75TH ST, QUEENS NY",jh,33-17 75TH ST,33-17 75TH ST
8101.008003,"33-19 75TH ST, QUEENS NY",jh,33-19 75TH ST,33-19 75TH ST
8101.008004,"33-21 75TH ST, QUEENS NY",jh,33-21 75TH ST,33-21 75TH ST
8101.008005,"33-23 75TH ST, QUEENS NY",jh,33-23 75TH ST,33-23 75TH ST
8101.008006,"33-25 75TH ST, QUEENS NY",jh,33-25 75TH ST,33-25 75TH ST
8101.008007,"33-27 75TH ST, QUEENS NY",jh,33-27 75TH ST,33-27 75TH ST
8101.008008,"33-29 75TH ST, QUEENS NY",jh,33-29 75TH ST,33-29 75TH ST
8101.008009,"33-31 75TH ST, QUEENS NY",jh,33-31 75TH ST,33-31 75TH ST
8101.00801,"33-33 75TH ST, QUEENS NY",jh,33-33 75TH ST,33-33 75TH ST
8101.008011,"33-35 75TH ST, QUEENS NY",jh,33-35 75TH ST,33-35 75TH ST
8101.008012,"33-37 75TH ST, QUEENS NY",jh,33-37 75TH ST,33-37 75TH ST
8101.008013,"33-39 75TH ST, QUEENS NY",jh,33-39 75TH ST,33-39 75TH ST
8101.008014,"33-41 75TH ST, QUEENS NY",jh,33-41 75TH ST,33-41 75TH ST
8101.008015,"33-43 75TH ST, QUEENS NY",jh,33-43 75TH ST,33-43 75TH ST
8101.008016,"33-45 75TH ST, QUEENS NY",jh,33-45 75TH ST,33-45 75TH ST
8101.008017,"33-47 75TH ST, QUEENS NY",jh,33-47 75TH ST,33-47 75TH ST
8101.008018,"33-49 75TH ST, QUEENS NY",jh,33-49 75TH ST,33-49 75TH ST
8101.008019,"33-51 75TH ST, QUEENS NY",jh,33-51 75TH ST,33-51 75TH ST
8101.00802,"33-53 75TH ST, QUEENS NY",jh,33-53 75TH ST,33-53 75TH ST
8101.008021,"33-55 75TH ST, QUEENS NY",jh,33-55 75TH ST,33-55 75TH ST
8101.008022,"33-57 75TH ST, QUEENS NY",jh,33-57 75TH ST,33-57 75TH ST
8101.008023,"34-01 75TH ST, QUEENS NY",jh,34-01 75TH ST,34-01 75TH ST
8101.008024,"34-03 75TH ST, QUEENS NY",jh,34-03 75TH ST,34-03 75TH ST
8101.008025,"34-05 75TH ST, QUEENS NY",jh,34-05 75TH ST,34-05 75TH ST
8101.008026,"34-07 75TH ST, QUEENS NY",jh,34-07 75TH ST,34-07 75TH ST
8101.008027,"34-09 75TH ST, QUEENS NY",jh,34-09 75TH ST,34-09 75TH ST
8101.008028,"34-11 75TH ST, QUEENS NY",jh,34-11 75TH ST,34-11 75TH ST
8101.008029,"34-15 75TH ST, QUEENS NY",jh,34-15 75TH ST,34-15 75TH ST
8101.00803,"34-17 75TH ST, QUEENS NY",jh,34-17 75TH ST,34-17 75TH ST
8101.008031,"34-19 75TH ST, QUEENS NY",jh,34-19 75TH ST,34-19 75TH ST
8101.008032,"34-21 75TH ST, QUEENS NY",jh,34-21 75TH ST,34-21 75TH ST
8101.008033,"34-25 75TH ST, QUEENS NY",jh,34-25 75TH ST,34-25 75TH ST
8101.008034,"34-27 75TH ST, QUEENS NY",jh,34-27 75TH ST,34-27 75TH ST
8101.008035,"34-31 75TH ST, QUEENS NY",jh,34-31 75TH ST,34-31 75TH ST
8101.008036,"34-33 75TH ST, QUEENS NY",jh,34-33 75TH ST,34-33 75TH ST
8101.008036,"34-33 75TH ST, Queens",lg,34-33 75TH ST,34-33 75TH ST
8101.008037,"34-37 75TH ST, QUEENS NY",jh,34-37 75TH ST,34-37 75TH ST
8101.008038,"34-39 75TH ST, QUEENS NY",jh,34-39 75TH ST,34-39 75TH ST
8101.008039,"34-41 75TH ST, QUEENS NY",jh,34-41 75TH ST,34-41 75TH ST
8101.008039,"34-41 75TH ST, Queens",lg,34-41 75TH ST,34-41 75TH ST
8101.00804,"34-43 75TH ST, QUEENS NY",jh,34-43 75TH ST,34-43 75TH ST
8101.008041,"34-47 75TH ST, QUEENS NY",jh,34-47 75TH ST,34-47 75TH ST
8101.008042,"34-49 75TH ST, QUEENS NY",jh,34-49 75TH ST,34-49 75TH ST
8101.008043,"34-51 75TH ST, QUEENS NY",jh,34-51 75TH ST,34-51 75TH ST
8101.008044,"35-15 75TH ST, QUEENS NY",jh,35-15 75TH ST,35-15 75TH ST
8101.008045,"35-35 75TH ST, QUEENS NY",jh,35-35 75TH ST,35-35 75TH ST
8101.008046,"75TH ST, QUEENS NY",jh,75TH ST,75TH ST
8101.008047,"33-12 76TH ST, QUEENS NY",jh,33-12 76TH ST,33-12 76TH ST
8101.008048,"33-14 76TH ST, QUEENS NY",jh,33-14 76TH ST,33-14 76TH ST
8101.008049,"33-16 76TH ST, QUEENS NY",jh,33-16 76TH ST,33-16 76TH ST
8101.00805,"33-18 76TH ST, QUEENS NY",jh,33-18 76TH ST,33-18 76TH ST
8101.008051,"33-20 76TH ST, QUEENS NY",jh,33-20 76TH ST,33-20 76TH ST
8101.008052,"33-22 76TH ST, QUEENS NY",jh,33-22 76TH ST,33-22 76TH ST
8101.008053,"33-24 76TH ST, QUEENS NY",jh,33-24 76TH ST,33-24 76TH ST
8101.008054,"33-26 76TH ST, QUEENS NY",jh,33-26 76TH ST,33-26 76TH ST
8101.008055,"33-28 76TH ST, QUEENS NY",jh,33-28 76TH ST,33-28 76TH ST
8101.008056,"33-30 76TH ST, QUEENS NY",jh,33-30 76TH ST,33-30 76TH ST
8101.008057,"33-32 76TH ST, QUEENS NY",jh,33-32 76TH ST,33-32 76TH ST
8101.008058,"33-34 76TH ST, QUEENS NY",jh,33-34 76TH ST,33-34 76TH ST
8101.008059,"33-36 76TH ST, QUEENS NY",jh,33-36 76TH ST,33-36 76TH ST
8101.00806,"33-38 76TH ST, QUEENS NY",jh,33-38 76TH ST,33-38 76TH ST
8101.008061,"33-40 76TH ST, QUEENS NY",jh,33-40 76TH ST,33-40 76TH ST
8101.008062,"33-42 76TH ST, QUEENS NY",jh,33-42 76TH ST,33-42 76TH ST
8101.008063,"33-44 76TH ST, QUEENS NY",jh,33-44 76TH ST,33-44 76TH ST
8101.008064,"33-46 76TH ST, QUEENS NY",jh,33-46 76TH ST,33-46 76TH ST
8101.008065,"33-48 76TH ST, QUEENS NY",jh,33-48 76TH ST,33-48 76TH ST
8101.008066,"33-50 76TH ST, QUEENS NY",jh,33-50 76TH ST,33-50 76TH ST
8101.008067,"33-52 76TH ST, QUEENS NY",jh,33-52 76TH ST,33-52 76TH ST
8101.008068,"33-54 76TH ST, QUEENS NY",jh,33-54 76TH ST,33-54 76TH ST
8101.008069,"33-56 76TH ST, QUEENS NY",jh,33-56 76TH ST,33-56 76TH ST
8101.00807,"33-58 76TH ST, QUEENS NY",jh,33-58 76TH ST,33-58 76TH ST
8101.008071,"34-02 76TH ST, QUEENS NY",jh,34-02 76TH ST,34-02 76TH ST
8101.008072,"34-04 76TH ST, QUEENS NY",jh,34-04 76TH ST,34-04 76TH ST
8101.008073,"34-06 76TH ST, QUEENS NY",jh,34-06 76TH ST,34-06 76TH ST
8101.008074,"34-08 76TH ST, QUEENS NY",jh,34-08 76TH ST,34-08 76TH ST
8101.008075,"34-10 76TH ST, QUEENS NY",jh,34-10 76TH ST,34-10 76TH ST
8101.008076,"34-12 76TH ST, QUEENS NY",jh,34-12 76TH ST,34-12 76TH ST
8101.008077,"34-16 76TH ST, QUEENS NY",jh,34-16 76TH ST,34-16 76TH ST
8101.008078,"34-18 76TH ST, QUEENS NY",jh,34-18 76TH ST,34-18 76TH ST
8101.008079,"34-20 76TH ST, QUEENS NY",jh,34-20 76TH ST,34-20 76TH ST
8101.00808,"34-22 76TH ST, QUEENS NY",jh,34-22 76TH ST,34-22 76TH ST
8101.008081,"34-24 76TH ST, QUEENS NY",jh,34-24 76TH ST,34-24 76TH ST
8101.008082,"34-26 76TH ST, QUEENS NY",jh,34-26 76TH ST,34-26 76TH ST
8101.008083,"34-28 76TH ST, QUEENS NY",jh,34-28 76TH ST,34-28 76TH ST
8101.008084,"34-32 76TH ST, QUEENS NY",jh,34-32 76TH ST,34-32 76TH ST
8101.008084,"34-32 76TH ST, Queens",lg,34-32 76TH ST,34-32 76TH ST
8101.008085,"34-34 76TH ST, QUEENS NY",jh,34-34 76TH ST,34-34 76TH ST
8101.008085,"34-34 76TH ST, Queens",lg,34-34 76TH ST,34-34 76TH ST
8101.008086,"34-36 76TH ST, QUEENS NY",jh,34-36 76TH ST,34-36 76TH ST
8101.008086,"34-36 76TH ST, Queens",lg,34-36 76TH ST,34-36 76TH ST
8101.008087,"34-40 76TH ST, QUEENS NY",jh,34-40 76TH ST,34-40 76TH ST
8101.008088,"34-42 76TH ST, Queens",lg,34-42 76TH ST,34-42 76TH ST
8101.008088,"34-42 76TH ST, QUEENS NY",jh,34-42 76TH ST,34-42 76TH ST
8101.008089,"34-44 76TH ST, QUEENS NY",jh,34-44 76TH ST,34-44 76TH ST
8101.00809,"34-46 76TH ST, Queens",lg,34-46 76TH ST,34-46 76TH ST
8101.00809,"34-46 76TH ST, QUEENS NY",jh,34-46 76TH ST,34-46 76TH ST
8101.008091,"34-48 76TH ST, QUEENS NY",jh,34-48 76TH ST,34-48 76TH ST
8101.008092,"34-52 76TH ST, QUEENS NY",jh,34-52 76TH ST,34-52 76TH ST
8101.008093,"35-16 76TH ST, QUEENS NY",jh,35-16 76TH ST,35-16 76TH ST
8101.008094,"35-36 76TH ST, QUEENS NY",jh,35-36 76TH ST,35-36 76TH ST
8101.008095,"33-25 76TH ST, QUEENS NY",jh,33-25 76TH ST,33-25 76TH ST
8101.008096,"33-35 76TH ST, QUEENS NY",jh,33-35 76TH ST,33-35 76TH ST
8101.008097,"34-35 76TH ST, Queens",lg,34-35 76TH ST,34-35 76TH ST
8101.008097,"34-35 76TH ST, QUEENS NY",jh,34-35 76TH ST,34-35 76TH ST
8101.008098,"35-13 76TH ST, QUEENS NY",jh,35-13 76TH ST,35-13 76TH ST
8101.008099,"35-19 76TH ST, QUEENS NY",jh,35-19 76TH ST,35-19 76TH ST
8101.0081,"35-27 76TH ST, QUEENS NY",jh,35-27 76TH ST,35-27 76TH ST
8101.008101,"35-33 76TH ST, QUEENS NY",jh,35-33 76TH ST,35-33 76TH ST
8101.008102,"35-41 76TH ST, QUEENS NY",jh,35-41 76TH ST,35-41 76TH ST
8101.008103,"35-49 76TH ST, QUEENS NY",jh,35-49 76TH ST,35-49 76TH ST
8101.008104,"35-55 76TH ST, QUEENS NY",jh,35-55 76TH ST,35-55 76TH ST
8101.008105,"35-14 77TH ST, QUEENS NY",jh,35-14 77TH ST,35-14 77TH ST
8101.008106,"35-20 77TH ST, QUEENS NY",jh,35-20 77TH ST,35-20 77TH ST
8101.008107,"35-28 77TH ST, QUEENS NY",jh,35-28 77TH ST,35-28 77TH ST
8101.008108,"35-34 77TH ST, QUEENS NY",jh,35-34 77TH ST,35-34 77TH ST
8101.008109,"35-42 77TH ST, QUEENS NY",jh,35-42 77TH ST,35-42 77TH ST
8101.00811,"35-50 77TH ST, QUEENS NY",jh,35-50 77TH ST,35-50 77TH ST
8101.008111,"35-56 77TH ST, QUEENS NY",jh,35-56 77TH ST,35-56 77TH ST
8101.008112,"76TH ST, QUEENS NY",jh,76TH ST,76TH ST
8101.008113,"33-24 77TH ST, QUEENS NY",jh,33-24 77TH ST,33-24 77TH ST
8101.008114,"33-34 77TH ST, QUEENS NY",jh,33-34 77TH ST,33-34 77TH ST
8101.008115,"34-24 77TH ST, QUEENS NY",jh,34-24 77TH ST,34-24 77TH ST
8101.008116,"34-34 77TH ST, QUEENS NY",jh,34-34 77TH ST,34-34 77TH ST
8101.008117,"34-44 77TH ST, QUEENS NY",jh,34-44 77TH ST,34-44 77TH ST
8101.008118,"33-11 77TH ST, QUEENS NY",jh,33-11 77TH ST,33-11 77TH ST
8101.008119,"33-11 77TH ST, QUEENS NY",jh,33-11 77TH ST,33-11 77TH ST
8101.00812,"34-21 77TH ST, QUEENS NY",jh,34-21 77TH ST,34-21 77TH ST
8101.008121,"34-41 77TH ST, QUEENS NY",jh,34-41 77TH ST,34-41 77TH ST
8101.008122,"35-25 77TH ST, QUEENS NY",jh,35-25 77TH ST,35-25 77TH ST
8101.008123,"35-53 77TH ST, QUEENS NY",jh,35-53 77TH ST,35-53 77TH ST
8101.008124,"37-31 77TH ST, QUEENS NY",jh,37-31 77TH ST,37-31 77TH ST
8101.008125,"37-33 77TH ST, QUEENS NY",jh,37-33 77TH ST,37-33 77TH ST
8101.008126,"37-37 77TH ST, QUEENS NY",jh,37-37 77TH ST,37-37 77TH ST
8101.008127,"37-39 77TH ST, QUEENS NY",jh,37-39 77TH ST,37-39 77TH ST
8101.008128,"37-41 77TH ST, QUEENS NY",jh,37-41 77TH ST,37-41 77TH ST
8101.008129,"37-43 77TH ST, QUEENS NY",jh,37-43 77TH ST,37-43 77TH ST
8101.00813,"37-45 77TH ST, QUEENS NY",jh,37-45 77TH ST,37-45 77TH ST
8101.008131,"37-55 77TH ST, QUEENS NY",jh,37-55 77TH ST,37-55 77TH ST
8101.008132,"34-20 78TH ST, QUEENS NY",jh,34-20 78TH ST,34-20 78TH ST
8101.008133,"34-30 78TH ST, QUEENS NY",jh,34-30 78TH ST,34-30 78TH ST
8101.008134,"34-40 78TH ST, QUEENS NY",jh,34-40 78TH ST,34-40 78TH ST
8101.008135,"35-26 78TH ST, QUEENS NY",jh,35-26 78TH ST,35-26 78TH ST
8101.008136,"35-50 78TH ST, QUEENS NY",jh,35-50 78TH ST,35-50 78TH ST
8101.008137,"37-32 78TH ST, QUEENS NY",jh,37-32 78TH ST,37-32 78TH ST
8101.008138,"37-34 78TH ST, QUEENS NY",jh,37-34 78TH ST,37-34 78TH ST
8101.008139,"37-38 78TH ST, QUEENS NY",jh,37-38 78TH ST,37-38 78TH ST
8101.00814,"37-40 78TH ST, QUEENS NY",jh,37-40 78TH ST,37-40 78TH ST
8101.008141,"37-42 78TH ST, QUEENS NY",jh,37-42 78TH ST,37-42 78TH ST
8101.008142,"37-44 78TH ST, QUEENS NY",jh,37-44 78TH ST,37-44 78TH ST
8101.008143,"37-48 78TH ST, QUEENS NY",jh,37-48 78TH ST,37-48 78TH ST
8101.008144,"37-50 78TH ST, QUEENS NY",jh,37-50 78TH ST,37-50 78TH ST
8101.008145,"37-52 78TH ST, QUEENS NY",jh,37-52 78TH ST,37-52 78TH ST
8101.008146,"37-54 78TH ST, QUEENS NY",jh,37-54 78TH ST,37-54 78TH ST
8101.008147,"37-58 78TH ST, QUEENS NY",jh,37-58 78TH ST,37-58 78TH ST
8101.008148,"37-60 78TH ST, QUEENS NY",jh,37-60 78TH ST,37-60 78TH ST
8101.008149,"34-21 78TH ST, QUEENS NY",jh,34-21 78TH ST,34-21 78TH ST
8101.00815,"34-41 78TH ST, QUEENS NY",jh,34-41 78TH ST,34-41 78TH ST
8101.008151,"34-20 79TH ST, Queens NY",jh,34-20 79TH ST,34-20 79TH ST
8101.008152,"34-40 79TH ST, QUEENS NY",jh,34-40 79TH ST,34-40 79TH ST
8101.008153,"78-12 34TH AVE, QUEENS NY",jh,78-12 34TH AVE,78-12 34TH AVE
8101.008154,"78-11 35th Avenue, Queens NY 11372",jh,78-11 35TH AVENUE,78-11 35TH AVENUE
8101.008155,"78TH ST, QUEENS NY",jh,78TH ST,78TH ST
8101.008156,"35-15 78TH ST, QUEENS NY",jh,35-15 78TH ST,35-15 78TH ST
8101.008157,"35-25 78TH ST, QUEENS NY",jh,35-25 78TH ST,35-25 78TH ST
8101.008158,"35-31 78TH ST, QUEENS NY",jh,35-31 78TH ST,35-31 78TH ST
8101.008159,"35-37 78TH ST, QUEENS NY",jh,35-37 78TH ST,35-37 78TH ST
8101.00816,"35-45 78TH ST, QUEENS NY",jh,35-45 78TH ST,35-45 78TH ST
8101.008161,"35-55 78TH ST, QUEENS NY",jh,35-55 78TH ST,35-55 78TH ST
8101.008162,"35-16 79TH ST, QUEENS NY",jh,35-16 79TH ST,35-16 79TH ST
8101.008163,"35-26 79TH ST, QUEENS NY",jh,35-26 79TH ST,35-26 79TH ST
8101.008164,"35-36 79TH ST, QUEENS NY",jh,35-36 79TH ST,35-36 79TH ST
8101.008165,"35-46 79TH ST, QUEENS NY",jh,35-46 79TH ST,35-46 79TH ST
8101.008166,"35-56 79TH ST, QUEENS NY",jh,35-56 79TH ST,35-56 79TH ST
8101.008167,"78TH ST, QUEENS NY",jh,78TH ST,78TH ST
8101.008168,"37-11 78TH ST, QUEENS NY",jh,37-11 78TH ST,37-11 78TH ST
8101.008169,"37-15 78TH ST, QUEENS NY",jh,37-15 78TH ST,37-15 78TH ST
8101.00817,"37-17 78TH ST, QUEENS NY",jh,37-17 78TH ST,37-17 78TH ST
8101.008171,"37-19 78TH ST, QUEENS NY",jh,37-19 78TH ST,37-19 78TH ST
8101.008172,"37-21 78TH ST, QUEENS NY",jh,37-21 78TH ST,37-21 78TH ST
8101.008173,"37-23 78TH ST, QUEENS NY",jh,37-23 78TH ST,37-23 78TH ST
8101.008174,"37-25 78TH ST, QUEENS NY",jh,37-25 78TH ST,37-25 78TH ST
8101.008175,"37-27 78TH ST, QUEENS NY",jh,37-27 78TH ST,37-27 78TH ST
8101.008176,"37-29 78TH ST, QUEENS NY",jh,37-29 78TH ST,37-29 78TH ST
8101.008177,"37-31 78TH ST, QUEENS NY",jh,37-31 78TH ST,37-31 78TH ST
8101.008178,"37-33 78TH ST, QUEENS NY",jh,37-33 78TH ST,37-33 78TH ST
8101.008179,"37-35 78TH ST, QUEENS NY",jh,37-35 78TH ST,37-35 78TH ST
8101.00818,"37-37 78TH ST, QUEENS NY",jh,37-37 78TH ST,37-37 78TH ST
8101.008181,"37-39 78TH ST, QUEENS NY",jh,37-39 78TH ST,37-39 78TH ST
8101.008182,"37-41 78TH ST, QUEENS NY",jh,37-41 78TH ST,37-41 78TH ST
8101.008183,"37-43 78TH ST, QUEENS NY",jh,37-43 78TH ST,37-43 78TH ST
8101.008184,"37-45 78TH ST, QUEENS NY",jh,37-45 78TH ST,37-45 78TH ST
8101.008185,"37-47 78TH ST, QUEENS NY",jh,37-47 78TH ST,37-47 78TH ST
8101.008186,"37-49 78TH ST, QUEENS NY",jh,37-49 78TH ST,37-49 78TH ST
8101.008187,"37-51 78TH ST, QUEENS NY",jh,37-51 78TH ST,37-51 78TH ST
8101.008188,"37-53 78TH ST, QUEENS NY",jh,37-53 78TH ST,37-53 78TH ST
8101.008189,"37-55 78TH ST, QUEENS NY",jh,37-55 78TH ST,37-55 78TH ST
8101.00819,"37-57 78TH ST, QUEENS NY",jh,37-57 78TH ST,37-57 78TH ST
8101.008191,"33-16 79TH ST, QUEENS NY",jh,33-16 79TH ST,33-16 79TH ST
8101.008192,"37-14 79TH ST, QUEENS NY",jh,37-14 79TH ST,37-14 79TH ST
8101.008193,"37-16 79TH ST, QUEENS NY",jh,37-16 79TH ST,37-16 79TH ST
8101.008194,"37-18 79TH ST, QUEENS NY",jh,37-18 79TH ST,37-18 79TH ST
8101.008195,"37-20 79TH ST, QUEENS NY",jh,37-20 79TH ST,37-20 79TH ST
8101.008196,"37-22 79TH ST, QUEENS NY",jh,37-22 79TH ST,37-22 79TH ST
8101.008197,"37-24 79TH ST, QUEENS NY",jh,37-24 79TH ST,37-24 79TH ST
8101.008198,"37-26 79TH ST, QUEENS NY",jh,37-26 79TH ST,37-26 79TH ST
8101.008199,"37-28 79TH ST, QUEENS NY",jh,37-28 79TH ST,37-28 79TH ST
8101.0082,"37-30 79TH ST, QUEENS NY",jh,37-30 79TH ST,37-30 79TH ST
8101.008201,"37-32 79TH ST, QUEENS NY",jh,37-32 79TH ST,37-32 79TH ST
8101.008202,"37-34 79TH ST, QUEENS NY",jh,37-34 79TH ST,37-34 79TH ST
8101.008203,"37-36 79TH ST, QUEENS NY",jh,37-36 79TH ST,37-36 79TH ST
8101.008204,"37-38 79TH ST, QUEENS NY",jh,37-38 79TH ST,37-38 79TH ST
8101.008205,"37-40 79TH ST, QUEENS NY",jh,37-40 79TH ST,37-40 79TH ST
8101.008206,"37-42 79TH ST, QUEENS NY",jh,37-42 79TH ST,37-42 79TH ST
8101.008207,"37-44 79TH ST, QUEENS NY",jh,37-44 79TH ST,37-44 79TH ST
8101.008208,"37-46 79TH ST, QUEENS NY",jh,37-46 79TH ST,37-46 79TH ST
8101.008209,"37-48 79TH ST, QUEENS NY",jh,37-48 79TH ST,37-48 79TH ST
8101.00821,"37-50 79TH ST, QUEENS NY",jh,37-50 79TH ST,37-50 79TH ST
8101.008211,"37-52 79TH ST, QUEENS NY",jh,37-52 79TH ST,37-52 79TH ST
8101.008212,"37-54 79TH ST, QUEENS NY",jh,37-54 79TH ST,37-54 79TH ST
8101.008213,"37-56 79TH ST, QUEENS NY",jh,37-56 79TH ST,37-56 79TH ST
8101.008214,"37-58 79TH ST, QUEENS NY",jh,37-58 79TH ST,37-58 79TH ST
8101.008215,"33-33 79TH ST, QUEENS NY",jh,33-33 79TH ST,33-33 79TH ST
8101.008216,"34-27 79TH ST, QUEENS NY",jh,34-27 79TH ST,34-27 79TH ST
8101.008217,"34-33 79TH ST, QUEENS NY",jh,34-33 79TH ST,34-33 79TH ST
8101.008218,"34-41 79TH ST, QUEENS NY",jh,34-41 79TH ST,34-41 79TH ST
8101.008219,"34-49 79TH ST, QUEENS NY",jh,34-49 79TH ST,34-49 79TH ST
8101.00822,"34-28 80TH ST, QUEENS NY",jh,34-28 80TH ST,34-28 80TH ST
8101.008221,"34-34 80TH ST, QUEENS NY",jh,34-34 80TH ST,34-34 80TH ST
8101.008222,"34-42 80TH ST, QUEENS NY",jh,34-42 80TH ST,34-42 80TH ST
8101.008223,"34-50 80TH ST, QUEENS NY",jh,34-50 80TH ST,34-50 80TH ST
8101.008224,"79TH ST, QUEENS NY",jh,79TH ST,79TH ST
8101.008225,"37-41 79TH ST, QUEENS NY",jh,37-41 79TH ST,37-41 79TH ST
8101.008226,"37-45 79TH ST, QUEENS NY",jh,37-45 79TH ST,37-45 79TH ST
8101.008227,"37-42 80TH ST, QUEENS NY",jh,37-42 80TH ST,37-42 80TH ST
8101.008228,"37-46 80TH ST, QUEENS NY",jh,37-46 80TH ST,37-46 80TH ST
8101.008229,"37-51 79TH ST, QUEENS NY",jh,37-51 79TH ST,37-51 79TH ST
8101.00823,"37-55 79TH ST, QUEENS NY",jh,37-55 79TH ST,37-55 79TH ST
8101.008231,"37-52 80TH ST, QUEENS NY",jh,37-52 80TH ST,37-52 80TH ST
8101.008232,"37-56 80TH ST, QUEENS NY",jh,37-56 80TH ST,37-56 80TH ST
8101.008233,"35-21 79TH ST, QUEENS NY",jh,35-21 79TH ST,35-21 79TH ST
