id,address,proj,address_cln_1,address_cln_2,addr_concat,uid,streetaddress,addressRemoveSuite,hn,street,county,boro,suite_type,suite_num,city,state
8101.007394,72-17 34TH AVE QUEENS NY,jf,72-17 34TH AVE,72-17 34TH AVE,8101.007394^72-17 34TH AVE^jf,90100,"72-17 34TH AVE, QUEENS NY",72-17 34TH AVE QUEENS NY,72-17,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007395,76-09 34TH AVE QUEENS NY,jf,76-09 34TH AVE,76-09 34TH AVE,8101.007395^76-09 34TH AVE^jf,90101,"76-09 34TH AVE, QUEENS NY",76-09 34TH AVE QUEENS NY,76-09,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007396,77-01 34TH AVE QUEENS NY,jf,77-01 34TH AVE,77-01 34TH AVE,8101.007396^77-01 34TH AVE^jf,90102,"77-01 34TH AVE, QUEENS NY",77-01 34TH AVE QUEENS NY,77-01,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007397,78-01 34TH AVE QUEENS NY,jf,78-01 34TH AVE,78-01 34TH AVE,8101.007397^78-01 34TH AVE^jf,90103,"78-01 34TH AVE, QUEENS NY",78-01 34TH AVE QUEENS NY,78-01,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007398,78-09 34TH AVE QUEENS NY,jf,78-09 34TH AVE,78-09 34TH AVE,8101.007398^78-09 34TH AVE^jf,90104,"78-09 34TH AVE, QUEENS NY",78-09 34TH AVE QUEENS NY,78-09,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007399,81-11 34TH AVE QUEENS NY,jf,81-11 34TH AVE,81-11 34TH AVE,8101.007399^81-11 34TH AVE^jf,90105,"81-11 34TH AVE, QUEENS NY",81-11 34TH AVE QUEENS NY,81-11,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.0074,83-03 34TH AVE QUEENS NY,jf,83-03 34TH AVE,83-03 34TH AVE,8101.0074^83-03 34TH AVE^jf,90106,"83-03 34TH AVE, QUEENS NY",83-03 34TH AVE QUEENS NY,83-03,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007401,83-05 34TH AVE QUEENS NY,jf,83-05 34TH AVE,83-05 34TH AVE,8101.007401^83-05 34TH AVE^jf,90107,"83-05 34TH AVE, QUEENS NY",83-05 34TH AVE QUEENS NY,83-05,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007402,83-17 34TH AVE QUEENS NY,jf,83-17 34TH AVE,83-17 34TH AVE,8101.007402^83-17 34TH AVE^jf,90108,"83-17 34TH AVE, QUEENS NY",83-17 34TH AVE QUEENS NY,83-17,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007403,83-11 34TH AVE QUEENS NY,jf,83-11 34TH AVE,83-11 34TH AVE,8101.007403^83-11 34TH AVE^jf,90109,"83-11 34TH AVE, QUEENS NY",83-11 34TH AVE QUEENS NY,83-11,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007404,85-11 34TH AVE QUEENS NY,jf,85-11 34TH AVE,85-11 34TH AVE,8101.007404^85-11 34TH AVE^jf,90110,"85-11 34TH AVE, QUEENS NY",85-11 34TH AVE QUEENS NY,85-11,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007405,86-11 34TH AVE Queens,,86-11 34TH AVE,86-11 34TH AVE,8101.007405^86-11 34TH AVE^nan,90111,"86-11 34TH AVE, Queens",86-11 34TH AVE Queens,86-11,34TH AVE ,Queens,Queens,,,Queens,NY
8101.007405,86-11 34TH AVE QUEENS NY,jf,86-11 34TH AVE,86-11 34TH AVE,8101.007405^86-11 34TH AVE^jf,90112,"86-11 34TH AVE, QUEENS NY",86-11 34TH AVE QUEENS NY,86-11,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007406,87-09 34TH AVE QUEENS NY,jf,87-09 34TH AVE,87-09 34TH AVE,8101.007406^87-09 34TH AVE^jf,90113,"87-09 34TH AVE, QUEENS NY",87-09 34TH AVE QUEENS NY,87-09,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007407,88-11 34TH AVE Queens,,88-11 34TH AVE,88-11 34TH AVE,8101.007407^88-11 34TH AVE^nan,90114,"88-11 34TH AVE, Queens",88-11 34TH AVE Queens,88-11,34TH AVE ,Queens,Queens,,,Queens,NY
8101.007407,88-11 34TH AVE QUEENS NY,jf,88-11 34TH AVE,88-11 34TH AVE,8101.007407^88-11 34TH AVE^jf,90115,"88-11 34TH AVE, QUEENS NY",88-11 34TH AVE QUEENS NY,88-11,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007408,89-01 34TH AVE QUEENS NY,jf,89-01 34TH AVE,89-01 34TH AVE,8101.007408^89-01 34TH AVE^jf,90116,"89-01 34TH AVE, QUEENS NY",89-01 34TH AVE QUEENS NY,89-01,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007409,89-11 34TH AVE QUEENS NY,jf,89-11 34TH AVE,89-11 34TH AVE,8101.007409^89-11 34TH AVE^jf,90117,"89-11 34TH AVE, QUEENS NY",89-11 34TH AVE QUEENS NY,89-11,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00741,70-12 34TH AVE QUEENS NY,jf,70-12 34TH AVE,70-12 34TH AVE,8101.00741^70-12 34TH AVE^jf,90118,"70-12 34TH AVE, QUEENS NY",70-12 34TH AVE QUEENS NY,70-12,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007411,70-16 34TH AVE QUEENS NY,jf,70-16 34TH AVE,70-16 34TH AVE,8101.007411^70-16 34TH AVE^jf,90119,"70-16 34TH AVE, QUEENS NY",70-16 34TH AVE QUEENS NY,70-16,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007412,70-18 34TH AVE QUEENS NY,jf,70-18 34TH AVE,70-18 34TH AVE,8101.007412^70-18 34TH AVE^jf,90120,"70-18 34TH AVE, QUEENS NY",70-18 34TH AVE QUEENS NY,70-18,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007413,70-22 34TH AVE QUEENS NY,jf,70-22 34TH AVE,70-22 34TH AVE,8101.007413^70-22 34TH AVE^jf,90121,"70-22 34TH AVE, QUEENS NY",70-22 34TH AVE QUEENS NY,70-22,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007414,71-02 34TH AVE QUEENS NY,jf,71-02 34TH AVE,71-02 34TH AVE,8101.007414^71-02 34TH AVE^jf,90122,"71-02 34TH AVE, QUEENS NY",71-02 34TH AVE QUEENS NY,71-02,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007415,71-04 34TH AVE QUEENS NY,jf,71-04 34TH AVE,71-04 34TH AVE,8101.007415^71-04 34TH AVE^jf,90123,"71-04 34TH AVE, QUEENS NY",71-04 34TH AVE QUEENS NY,71-04,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007416,71-06 34TH AVE QUEENS NY,jf,71-06 34TH AVE,71-06 34TH AVE,8101.007416^71-06 34TH AVE^jf,90124,"71-06 34TH AVE, QUEENS NY",71-06 34TH AVE QUEENS NY,71-06,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007417,71-10 34TH AVE QUEENS NY,jf,71-10 34TH AVE,71-10 34TH AVE,8101.007417^71-10 34TH AVE^jf,90125,"71-10 34TH AVE, QUEENS NY",71-10 34TH AVE QUEENS NY,71-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007418,71-14 34TH AVE QUEENS NY,jf,71-14 34TH AVE,71-14 34TH AVE,8101.007418^71-14 34TH AVE^jf,90126,"71-14 34TH AVE, QUEENS NY",71-14 34TH AVE QUEENS NY,71-14,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007419,71-16 34TH AVE QUEENS NY,jf,71-16 34TH AVE,71-16 34TH AVE,8101.007419^71-16 34TH AVE^jf,90127,"71-16 34TH AVE, QUEENS NY",71-16 34TH AVE QUEENS NY,71-16,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00742,71-20 34TH AVE QUEENS NY,jf,71-20 34TH AVE,71-20 34TH AVE,8101.00742^71-20 34TH AVE^jf,90128,"71-20 34TH AVE, QUEENS NY",71-20 34TH AVE QUEENS NY,71-20,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007421,71-22 34TH AVE QUEENS NY,jf,71-22 34TH AVE,71-22 34TH AVE,8101.007421^71-22 34TH AVE^jf,90129,"71-22 34TH AVE, QUEENS NY",71-22 34TH AVE QUEENS NY,71-22,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007422,72-02 34TH AVE QUEENS NY,jf,72-02 34TH AVE,72-02 34TH AVE,8101.007422^72-02 34TH AVE^jf,90130,"72-02 34TH AVE, QUEENS NY",72-02 34TH AVE QUEENS NY,72-02,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007423,72-06 34TH AVE QUEENS NY,jf,72-06 34TH AVE,72-06 34TH AVE,8101.007423^72-06 34TH AVE^jf,90131,"72-06 34TH AVE, QUEENS NY",72-06 34TH AVE QUEENS NY,72-06,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007424,72-08 34TH AVE QUEENS NY,jf,72-08 34TH AVE,72-08 34TH AVE,8101.007424^72-08 34TH AVE^jf,90132,"72-08 34TH AVE, QUEENS NY",72-08 34TH AVE QUEENS NY,72-08,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007425,72-10 34TH AVE QUEENS NY,jf,72-10 34TH AVE,72-10 34TH AVE,8101.007425^72-10 34TH AVE^jf,90133,"72-10 34TH AVE, QUEENS NY",72-10 34TH AVE QUEENS NY,72-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007426,72-12 34TH AVE QUEENS NY,jf,72-12 34TH AVE,72-12 34TH AVE,8101.007426^72-12 34TH AVE^jf,90134,"72-12 34TH AVE, QUEENS NY",72-12 34TH AVE QUEENS NY,72-12,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007427,72-16 34TH AVE QUEENS NY,jf,72-16 34TH AVE,72-16 34TH AVE,8101.007427^72-16 34TH AVE^jf,90135,"72-16 34TH AVE, QUEENS NY",72-16 34TH AVE QUEENS NY,72-16,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007428,72-18 34TH AVE QUEENS NY,jf,72-18 34TH AVE,72-18 34TH AVE,8101.007428^72-18 34TH AVE^jf,90136,"72-18 34TH AVE, QUEENS NY",72-18 34TH AVE QUEENS NY,72-18,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007429,72-22 34TH AVE QUEENS NY,jf,72-22 34TH AVE,72-22 34TH AVE,8101.007429^72-22 34TH AVE^jf,90137,"72-22 34TH AVE, QUEENS NY",72-22 34TH AVE QUEENS NY,72-22,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00743,76-10 34TH AVE QUEENS NY,jf,76-10 34TH AVE,76-10 34TH AVE,8101.00743^76-10 34TH AVE^jf,90138,"76-10 34TH AVE, QUEENS NY",76-10 34TH AVE QUEENS NY,76-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007431,77-02 34TH AVE QUEENS NY,jf,77-02 34TH AVE,77-02 34TH AVE,8101.007431^77-02 34TH AVE^jf,90139,"77-02 34TH AVE, QUEENS NY",77-02 34TH AVE QUEENS NY,77-02,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007432,77-10 34TH AVE QUEENS NY,jf,77-10 34TH AVE,77-10 34TH AVE,8101.007432^77-10 34TH AVE^jf,90140,"77-10 34TH AVE, QUEENS NY",77-10 34TH AVE QUEENS NY,77-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007433,79-10 34TH AVE QUEENS NY,jf,79-10 34TH AVE,79-10 34TH AVE,8101.007433^79-10 34TH AVE^jf,90141,"79-10 34TH AVE, QUEENS NY",79-10 34TH AVE QUEENS NY,79-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007434,81-14 34TH AVE QUEENS NY,jf,81-14 34TH AVE,81-14 34TH AVE,8101.007434^81-14 34TH AVE^jf,90142,"81-14 34TH AVE, QUEENS NY",81-14 34TH AVE QUEENS NY,81-14,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007435,82-06 34TH AVE QUEENS NY,jf,82-06 34TH AVE,82-06 34TH AVE,8101.007435^82-06 34TH AVE^jf,90143,"82-06 34TH AVE, QUEENS NY",82-06 34TH AVE QUEENS NY,82-06,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007436,84-10 34TH AVE QUEENS NY,jf,84-10 34TH AVE,84-10 34TH AVE,8101.007436^84-10 34TH AVE^jf,90144,"84-10 34TH AVE, QUEENS NY",84-10 34TH AVE QUEENS NY,84-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007437,85-10 34TH AVE QUEENS NY,jf,85-10 34TH AVE,85-10 34TH AVE,8101.007437^85-10 34TH AVE^jf,90145,"85-10 34TH AVE, QUEENS NY",85-10 34TH AVE QUEENS NY,85-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007438,86-10 34TH AVE QUEENS NY,jf,86-10 34TH AVE,86-10 34TH AVE,8101.007438^86-10 34TH AVE^jf,90146,"86-10 34TH AVE, QUEENS NY",86-10 34TH AVE QUEENS NY,86-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007439,87-10 34TH AVE QUEENS NY,jf,87-10 34TH AVE,87-10 34TH AVE,8101.007439^87-10 34TH AVE^jf,90147,"87-10 34TH AVE, QUEENS NY",87-10 34TH AVE QUEENS NY,87-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00744,99-10 34TH AVE QUEENS NY,jf,99-10 34TH AVE,99-10 34TH AVE,8101.00744^99-10 34TH AVE^jf,90148,"99-10 34TH AVE, QUEENS NY",99-10 34TH AVE QUEENS NY,99-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007441,89-04 34TH AVE QUEENS NY,jf,89-04 34TH AVE,89-04 34TH AVE,8101.007441^89-04 34TH AVE^jf,90149,"89-04 34TH AVE, QUEENS NY",89-04 34TH AVE QUEENS NY,89-04,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007442,89-14 34TH AVE QUEENS NY,jf,89-14 34TH AVE,89-14 34TH AVE,8101.007442^89-14 34TH AVE^jf,90150,"89-14 34TH AVE, QUEENS NY",89-14 34TH AVE QUEENS NY,89-14,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007443,90-10 34TH AVE QUEENS NY,jf,90-10 34TH AVE,90-10 34TH AVE,8101.007443^90-10 34TH AVE^jf,90151,"90-10 34TH AVE, QUEENS NY",90-10 34TH AVE QUEENS NY,90-10,34TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007444,34-55 71ST ST QUEENS NY,jf,34-55 71ST ST,34-55 71ST ST,8101.007444^34-55 71ST ST^jf,90152,"34-55 71ST ST, QUEENS NY",34-55 71ST ST QUEENS NY,34-55,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007445,71-01 35TH AVE QUEENS NY,jf,71-01 35TH AVE,71-01 35TH AVE,8101.007445^71-01 35TH AVE^jf,90153,"71-01 35TH AVE, QUEENS NY",71-01 35TH AVE QUEENS NY,71-01,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007446,71-03 35TH AVE QUEENS NY,jf,71-03 35TH AVE,71-03 35TH AVE,8101.007446^71-03 35TH AVE^jf,90154,"71-03 35TH AVE, QUEENS NY",71-03 35TH AVE QUEENS NY,71-03,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007447,71-05 35TH AVE QUEENS NY,jf,71-05 35TH AVE,71-05 35TH AVE,8101.007447^71-05 35TH AVE^jf,90155,"71-05 35TH AVE, QUEENS NY",71-05 35TH AVE QUEENS NY,71-05,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007448,71-07 35TH AVE QUEENS NY,jf,71-07 35TH AVE,71-07 35TH AVE,8101.007448^71-07 35TH AVE^jf,90156,"71-07 35TH AVE, QUEENS NY",71-07 35TH AVE QUEENS NY,71-07,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007449,71-09 35TH AVE QUEENS NY,jf,71-09 35TH AVE,71-09 35TH AVE,8101.007449^71-09 35TH AVE^jf,90157,"71-09 35TH AVE, QUEENS NY",71-09 35TH AVE QUEENS NY,71-09,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00745,71-11 35TH AVE QUEENS NY,jf,71-11 35TH AVE,71-11 35TH AVE,8101.00745^71-11 35TH AVE^jf,90158,"71-11 35TH AVE, QUEENS NY",71-11 35TH AVE QUEENS NY,71-11,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007451,71-13 35TH AVE QUEENS NY,jf,71-13 35TH AVE,71-13 35TH AVE,8101.007451^71-13 35TH AVE^jf,90159,"71-13 35TH AVE, QUEENS NY",71-13 35TH AVE QUEENS NY,71-13,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007452,71-15 35TH AVE QUEENS NY,jf,71-15 35TH AVE,71-15 35TH AVE,8101.007452^71-15 35TH AVE^jf,90160,"71-15 35TH AVE, QUEENS NY",71-15 35TH AVE QUEENS NY,71-15,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007453,71-17 35TH AVE QUEENS NY,jf,71-17 35TH AVE,71-17 35TH AVE,8101.007453^71-17 35TH AVE^jf,90161,"71-17 35TH AVE, QUEENS NY",71-17 35TH AVE QUEENS NY,71-17,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007454,71-19 35TH AVE QUEENS NY,jf,71-19 35TH AVE,71-19 35TH AVE,8101.007454^71-19 35TH AVE^jf,90162,"71-19 35TH AVE, QUEENS NY",71-19 35TH AVE QUEENS NY,71-19,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007455,34-56 72ND ST QUEENS NY,jf,34-56 72ND ST,34-56 72ND ST,8101.007455^34-56 72ND ST^jf,90163,"34-56 72ND ST, QUEENS NY",34-56 72ND ST QUEENS NY,34-56,72ND ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007456,72-01/11 35TH AVE QUEENS NY,jf,72-01/11 35TH AVE,72-01/11 35TH AVE,8101.007456^72-01/11 35TH AVE^jf,90164,"72-01/11 35TH AVE, QUEENS NY",72-01/11 35TH AVE QUEENS NY,72-01/11,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007457,74-15 35TH AVE QUEENS NY,jf,74-15 35TH AVE,74-15 35TH AVE,8101.007457^74-15 35TH AVE^jf,90165,"74-15 35TH AVE, QUEENS NY",74-15 35TH AVE QUEENS NY,74-15,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007458,75-05 35TH AVE QUEENS NY,jf,75-05 35TH AVE,75-05 35TH AVE,8101.007458^75-05 35TH AVE^jf,90166,"75-05 35TH AVE, QUEENS NY",75-05 35TH AVE QUEENS NY,75-05,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007459,75-15 35TH AVE QUEENS NY,jf,75-15 35TH AVE,75-15 35TH AVE,8101.007459^75-15 35TH AVE^jf,90167,"75-15 35TH AVE, QUEENS NY",75-15 35TH AVE QUEENS NY,75-15,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00746,76-15 35TH AVE QUEENS NY,jf,76-15 35TH AVE,76-15 35TH AVE,8101.00746^76-15 35TH AVE^jf,90168,"76-15 35TH AVE, QUEENS NY",76-15 35TH AVE QUEENS NY,76-15,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007461,77-11 35TH AVE QUEENS NY,jf,77-11 35TH AVE,77-11 35TH AVE,8101.007461^77-11 35TH AVE^jf,90169,"77-11 35TH AVE, QUEENS NY",77-11 35TH AVE QUEENS NY,77-11,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007462,79-01 35TH AVE QUEENS NY,jf,79-01 35TH AVE,79-01 35TH AVE,8101.007462^79-01 35TH AVE^jf,90170,"79-01 35TH AVE, QUEENS NY",79-01 35TH AVE QUEENS NY,79-01,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007463,79-15 35TH AVE QUEENS NY,jf,79-15 35TH AVE,79-15 35TH AVE,8101.007463^79-15 35TH AVE^jf,90171,"79-15 35TH AVE, QUEENS NY",79-15 35TH AVE QUEENS NY,79-15,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007464,80-09 35TH AVE QUEENS NY,jf,80-09 35TH AVE,80-09 35TH AVE,8101.007464^80-09 35TH AVE^jf,90172,"80-09 35TH AVE, QUEENS NY",80-09 35TH AVE QUEENS NY,80-09,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007465,34-49 81ST ST QUEENS NY,jf,34-49 81ST ST,34-49 81ST ST,8101.007465^34-49 81ST ST^jf,90173,"34-49 81ST ST, QUEENS NY",34-49 81ST ST QUEENS NY,34-49,81ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007466,81-05 35TH AVE QUEENS NY,jf,81-05 35TH AVE,81-05 35TH AVE,8101.007466^81-05 35TH AVE^jf,90174,"81-05 35TH AVE, QUEENS NY",81-05 35TH AVE QUEENS NY,81-05,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007467,81-15 35TH AVE QUEENS NY,jf,81-15 35TH AVE,81-15 35TH AVE,8101.007467^81-15 35TH AVE^jf,90175,"81-15 35TH AVE, QUEENS NY",81-15 35TH AVE QUEENS NY,81-15,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007468,82-15 35TH AVE QUEENS NY,jf,82-15 35TH AVE,82-15 35TH AVE,8101.007468^82-15 35TH AVE^jf,90176,"82-15 35TH AVE, QUEENS NY",82-15 35TH AVE QUEENS NY,82-15,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007469,83-09 35TH AVE QUEENS NY,jf,83-09 35TH AVE,83-09 35TH AVE,8101.007469^83-09 35TH AVE^jf,90177,"83-09 35TH AVE, QUEENS NY",83-09 35TH AVE QUEENS NY,83-09,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00747,84-09 35TH AVE QUEENS NY,jf,84-09 35TH AVE,84-09 35TH AVE,8101.00747^84-09 35TH AVE^jf,90178,"84-09 35TH AVE, QUEENS NY",84-09 35TH AVE QUEENS NY,84-09,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007471,85-15 35TH AVE QUEENS NY,jf,85-15 35TH AVE,85-15 35TH AVE,8101.007471^85-15 35TH AVE^jf,90179,"85-15 35TH AVE, QUEENS NY",85-15 35TH AVE QUEENS NY,85-15,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007472,86-01/17 35TH AVE QUEENS NY,jf,86-01/17 35TH AVE,86-01/17 35TH AVE,8101.007472^86-01/17 35TH AVE^jf,90180,"86-01/17 35TH AVE, QUEENS NY",86-01/17 35TH AVE QUEENS NY,86-01/17,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007473,87-01 35TH AVE QUEENS NY,jf,87-01 35TH AVE,87-01 35TH AVE,8101.007473^87-01 35TH AVE^jf,90181,"87-01 35TH AVE, QUEENS NY",87-01 35TH AVE QUEENS NY,87-01,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007474,87-11 35TH AVE QUEENS NY,jf,87-11 35TH AVE,87-11 35TH AVE,8101.007474^87-11 35TH AVE^jf,90182,"87-11 35TH AVE, QUEENS NY",87-11 35TH AVE QUEENS NY,87-11,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007475,88-01 35TH AVE QUEENS NY,jf,88-01 35TH AVE,88-01 35TH AVE,8101.007475^88-01 35TH AVE^jf,90183,"88-01 35TH AVE, QUEENS NY",88-01 35TH AVE QUEENS NY,88-01,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007476,88-09 35TH AVE QUEENS NY,jf,88-09 35TH AVE,88-09 35TH AVE,8101.007476^88-09 35TH AVE^jf,90184,"88-09 35TH AVE, QUEENS NY",88-09 35TH AVE QUEENS NY,88-09,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007477,90-11 35TH AVE QUEENS NY,jf,90-11 35TH AVE,90-11 35TH AVE,8101.007477^90-11 35TH AVE^jf,90185,"90-11 35TH AVE, QUEENS NY",90-11 35TH AVE QUEENS NY,90-11,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007478,70-18/24 35TH AVE QUEENS NY,jf,70-18/24 35TH AVE,70-18/24 35TH AVE,8101.007478^70-18/24 35TH AVE^jf,90186,"70-18/24 35TH AVE, QUEENS NY",70-18/24 35TH AVE QUEENS NY,70-18/24,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007479,71-02 35TH AVE QUEENS NY,jf,71-02 35TH AVE,71-02 35TH AVE,8101.007479^71-02 35TH AVE^jf,90187,"71-02 35TH AVE, QUEENS NY",71-02 35TH AVE QUEENS NY,71-02,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00748,71-04 35TH AVE QUEENS NY,jf,71-04 35TH AVE,71-04 35TH AVE,8101.00748^71-04 35TH AVE^jf,90188,"71-04 35TH AVE, QUEENS NY",71-04 35TH AVE QUEENS NY,71-04,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007481,71-06 35TH AVE QUEENS NY,jf,71-06 35TH AVE,71-06 35TH AVE,8101.007481^71-06 35TH AVE^jf,90189,"71-06 35TH AVE, QUEENS NY",71-06 35TH AVE QUEENS NY,71-06,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007482,71-08 35TH AVE QUEENS NY,jf,71-08 35TH AVE,71-08 35TH AVE,8101.007482^71-08 35TH AVE^jf,90190,"71-08 35TH AVE, QUEENS NY",71-08 35TH AVE QUEENS NY,71-08,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007483,71-10 35TH AVE QUEENS NY,jf,71-10 35TH AVE,71-10 35TH AVE,8101.007483^71-10 35TH AVE^jf,90191,"71-10 35TH AVE, QUEENS NY",71-10 35TH AVE QUEENS NY,71-10,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007484,71-12 35TH AVE QUEENS NY,jf,71-12 35TH AVE,71-12 35TH AVE,8101.007484^71-12 35TH AVE^jf,90192,"71-12 35TH AVE, QUEENS NY",71-12 35TH AVE QUEENS NY,71-12,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007485,71-14/26 35TH AVE QUEENS NY,jf,71-14/26 35TH AVE,71-14/26 35TH AVE,8101.007485^71-14/26 35TH AVE^jf,90193,"71-14/26 35TH AVE, QUEENS NY",71-14/26 35TH AVE QUEENS NY,71-14/26,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007486,73-12 35TH AVE QUEENS NY,jf,73-12 35TH AVE,73-12 35TH AVE,8101.007486^73-12 35TH AVE^jf,90194,"73-12 35TH AVE, QUEENS NY",73-12 35TH AVE QUEENS NY,73-12,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007487,73-12 35TH AVE QUEENS NY,jf,73-12 35TH AVE,73-12 35TH AVE,8101.007487^73-12 35TH AVE^jf,90195,"73-12 35TH AVE, QUEENS NY",73-12 35TH AVE QUEENS NY,73-12,35TH AVE,QUEENS,QUEENS,,,QUEENS,NY
